signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-05,688012,1.89,1.89
2025-11-06,688012,6.44,6.44
2025-11-07,688012,-2.22,-2.22
2025-11-10,688012,-1.83,-1.83
2025-11-11,688012,-5.49,-5.49
2025-11-12,688012,-6.71,-6.71
2025-11-13,688012,-3.65,-3.65
2025-11-14,688012,-7.35,-7.35
2025-11-17,688012,-6.96,-6.96
2025-11-18,688012,0.84,0.84
2025-11-19,688012,2.89,2.89
2025-11-20,688012,-8.56,-8.56
2025-11-21,688012,-7.65,-7.65
2025-11-24,688012,6.95,6.95
2025-11-25,688012,-1.69,-1.69
2025-11-26,688012,-3.0,-3.0
2025-11-27,688012,-1.97,-1.97
2025-11-28,688012,-2.78,-2.78
2025-12-01,688012,-9.03,-9.03
2025-12-02,688012,-5.11,-5.11
2025-12-03,688012,-3.67,-3.67
2025-12-04,688012,7.07,7.07
2025-12-05,688012,5.5,5.5
2025-12-08,688012,5.25,5.25
2025-12-09,688012,-1.85,-1.85
2025-12-10,688012,-4.99,-4.99
2025-12-11,688012,-7.76,-7.76
2025-12-12,688012,-5.15,-5.15
2025-12-15,688012,3.4,3.4
2025-12-16,688012,-2.35,-2.35
2025-12-17,688012,3.69,3.69
2025-12-18,688012,-3.25,-3.25
2026-01-05,688012,3.49,3.49
2026-01-06,688012,-2.16,-2.16
2026-01-07,688012,2.0,2.0
2026-01-08,688012,-6.91,-6.91
2026-01-09,688012,-8.2,-8.2
2026-01-12,688012,1.83,1.83
2026-01-13,688012,-9.18,-9.18
2026-01-14,688012,-3.57,-3.57
2026-01-15,688012,6.35,6.35
2026-01-16,688012,-1.13,-1.13
2026-01-19,688012,-4.03,-4.03
2026-01-20,688012,-5.4,-5.4
2026-01-21,688012,1.41,1.41
2026-01-22,688012,-5.64,-5.64
2026-01-23,688012,2.1,2.1
2026-01-26,688012,-3.13,-3.13
2026-01-27,688012,4.37,4.37
2026-01-28,688012,7.53,7.53
2026-01-29,688012,0.01,0.01
2026-01-30,688012,-1.65,-1.65
2026-02-02,688012,-2.08,-2.08
2026-02-03,688012,6.08,6.08
2026-02-04,688012,1.54,1.54
2026-02-05,688012,7.38,7.38
2026-02-06,688012,5.3,5.3
2026-02-09,688012,3.19,3.19
2026-02-10,688012,0.21,0.21
2026-02-11,688012,-3.03,-3.03
2026-02-12,688012,-6.62,-6.62
2026-02-13,688012,5.38,5.38
2026-02-24,688012,5.73,5.73
2026-02-25,688012,6.06,6.06
2026-02-26,688012,1.48,1.48
2026-02-27,688012,-2.68,-2.68
2026-03-02,688012,5.3,5.3
2026-03-03,688012,-7.13,-7.13
2026-03-04,688012,-9.15,-9.15
2026-03-05,688012,1.87,1.87
2026-03-06,688012,-3.32,-3.32
2026-03-09,688012,-4.57,-4.57
2026-03-10,688012,-5.32,-5.32
2026-03-11,688012,-2.27,-2.27
2026-03-12,688012,-7.77,-7.77
2026-03-13,688012,-8.57,-8.57
2026-03-16,688012,-1.29,-1.29
2026-03-17,688012,2.16,2.16
2026-03-18,688012,0.18,0.18
2026-03-19,688012,2.44,2.44
2026-03-20,688012,-2.79,-2.79
2026-03-23,688012,-6.15,-6.15
2026-03-24,688012,-5.47,-5.47
2026-03-25,688012,7.97,7.97
2026-03-26,688012,-5.1,-5.1
2026-03-27,688012,-5.89,-5.89
2026-03-30,688012,9.09,9.09
2026-03-31,688012,-2.17,-2.17
2026-04-01,688012,5.58,5.58
2026-04-02,688012,-8.61,-8.61
2026-04-03,688012,-16.33,-16.33
2026-04-07,688012,-7.98,-7.98
2026-04-08,688012,1.32,1.32
2026-04-09,688012,-0.02,-0.02
2026-04-10,688012,-3.72,-3.72
2026-04-13,688012,-4.78,-4.78
2026-04-14,688012,-3.32,-3.32
2026-04-15,688012,7.07,7.07
2026-04-16,688012,-2.37,-2.37
2026-04-17,688012,-8.92,-8.92
2026-04-20,688012,-3.19,-3.19
2026-04-21,688012,-5.72,-5.72
2026-04-22,688012,5.21,5.21
2026-04-23,688012,-1.35,-1.35
2026-04-24,688012,1.37,1.37
2026-04-27,688012,10.1,10.1
2026-04-28,688012,4.85,4.85
2026-04-29,688012,-9.9,-9.9
2026-04-30,688012,4.65,4.65
2026-05-06,688012,-4.42,-4.42
2026-05-07,688012,-6.59,-6.59
2026-05-08,688012,-8.79,-8.79
2026-05-11,688012,-0.94,-0.94
2026-05-12,688012,0.53,0.53
2026-05-13,688012,5.2,5.2
2026-05-14,688012,-4.31,-4.31
2026-05-15,688012,1.84,1.84
2026-05-18,688012,2.48,2.48
2026-05-19,688012,10.2,10.2
2026-05-20,688012,1.42,1.42
