signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,600758,-15.6,-15.6
2025-11-19,600758,-9.99,-9.99
2025-11-20,600758,-0.19,-0.19
2025-11-21,600758,4.61,4.61
2025-11-24,600758,6.33,6.33
2025-11-25,600758,18.27,18.27
2025-11-26,600758,0.79,0.79
2025-11-27,600758,6.05,6.05
2025-11-28,600758,-2.77,-2.77
2025-12-01,600758,-3.6,-3.6
2025-12-02,600758,11.09,11.09
2025-12-03,600758,6.88,6.88
2025-12-04,600758,-3.71,-3.71
2025-12-05,600758,12.12,12.12
2025-12-08,600758,19.17,19.17
2025-12-09,600758,0.85,0.85
2025-12-10,600758,-0.37,-0.37
2025-12-11,600758,6.31,6.31
2025-12-12,600758,-4.47,-4.47
2025-12-15,600758,-12.31,-12.31
2025-12-16,600758,-3.36,-3.36
2025-12-17,600758,8.15,8.15
2025-12-18,600758,8.4,8.4
2025-12-19,600758,-2.16,-2.16
2025-12-22,600758,-7.29,-7.29
2025-12-23,600758,-9.19,-9.19
2025-12-24,600758,-5.92,-5.92
2025-12-25,600758,-14.6,-14.6
2025-12-26,600758,-8.35,-8.35
2025-12-29,600758,-2.21,-2.21
2025-12-30,600758,2.45,2.45
2025-12-31,600758,-3.8,-3.8
2026-01-05,600758,2.22,2.22
2026-01-06,600758,-5.73,-5.73
2026-01-07,600758,7.39,7.39
2026-01-08,600758,-4.62,-4.62
2026-01-09,600758,-18.2,-18.2
2026-01-12,600758,-1.97,-1.97
2026-01-13,600758,8.89,8.89
2026-01-14,600758,-3.68,-3.68
2026-01-15,600758,6.96,6.96
2026-01-16,600758,17.81,17.81
2026-01-19,600758,12.77,12.77
2026-01-20,600758,4.48,4.48
2026-01-21,600758,-6.03,-6.03
2026-01-22,600758,-1.19,-1.19
2026-01-23,600758,3.62,3.62
2026-01-26,600758,-16.63,-16.63
2026-01-27,600758,8.15,8.15
2026-01-28,600758,-2.63,-2.63
2026-01-29,600758,-2.96,-2.96
2026-01-30,600758,1.11,1.11
2026-02-02,600758,-3.99,-3.99
2026-02-03,600758,2.34,2.34
2026-02-04,600758,-4.93,-4.93
2026-02-05,600758,-6.11,-6.11
2026-02-06,600758,-10.18,-10.18
2026-02-09,600758,4.87,4.87
2026-02-10,600758,2.3,2.3
2026-02-11,600758,-0.97,-0.97
2026-02-12,600758,5.37,5.37
2026-02-13,600758,-1.55,-1.55
2026-02-24,600758,-9.31,-9.31
2026-02-25,600758,-5.82,-5.82
2026-02-26,600758,-2.02,-2.02
2026-02-27,600758,-8.29,-8.29
2026-03-02,600758,3.92,3.92
2026-03-03,600758,-1.27,-1.27
2026-03-04,600758,-18.26,-18.26
2026-03-05,600758,-3.83,-3.83
2026-03-06,600758,1.99,1.99
2026-03-09,600758,-7.7,-7.7
2026-03-10,600758,-6.78,-6.78
2026-03-11,600758,6.14,6.14
2026-03-12,600758,9.11,9.11
2026-03-13,600758,-19.52,-19.52
2026-03-16,600758,-1.56,-1.56
2026-03-17,600758,0.45,0.45
2026-03-18,600758,8.67,8.67
2026-03-19,600758,-0.43,-0.43
2026-03-20,600758,0.03,0.03
2026-03-23,600758,16.78,16.78
2026-03-24,600758,-2.45,-2.45
2026-03-25,600758,-26.74,-26.74
2026-03-26,600758,-9.27,-9.27
2026-03-27,600758,-13.29,-13.29
2026-03-30,600758,-7.32,-7.32
2026-03-31,600758,1.88,1.88
2026-04-01,600758,-0.62,-0.62
2026-04-02,600758,2.36,2.36
2026-04-03,600758,-4.94,-4.94
2026-04-07,600758,-0.39,-0.39
2026-04-08,600758,-0.28,-0.28
2026-04-09,600758,-5.46,-5.46
2026-04-10,600758,-6.35,-6.35
2026-04-13,600758,9.03,9.03
2026-04-14,600758,-5.0,-5.0
2026-04-15,600758,-14.54,-14.54
2026-04-16,600758,-3.9,-3.9
2026-04-17,600758,-12.8,-12.8
2026-04-20,600758,18.93,18.93
2026-04-21,600758,-0.5,-0.5
2026-04-22,600758,-7.73,-7.73
2026-04-23,600758,-0.05,-0.05
2026-04-24,600758,-4.67,-4.67
2026-04-27,600758,0.59,0.59
2026-04-28,600758,1.36,1.36
2026-04-29,600758,-12.45,-12.45
2026-04-30,600758,-8.89,-8.89
2026-05-06,600758,0.29,0.29
2026-05-07,600758,7.86,7.86
2026-05-08,600758,-17.45,-17.45
2026-05-11,600758,0.64,0.64
2026-05-12,600758,-0.61,-0.61
2026-05-13,600758,28.6,28.6
2026-05-14,600758,-15.77,-15.77
2026-05-15,600758,-3.7,-3.7
2026-05-18,600758,39.81,39.81
2026-05-19,600758,4.87,4.87
2026-05-20,600758,-11.26,-11.26
