signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,600699,-10.64,-10.64
2025-11-19,600699,-0.33,-0.33
2025-11-20,600699,-22.87,-22.87
2025-11-21,600699,-13.61,-13.61
2025-11-24,600699,-1.07,-1.07
2025-11-25,600699,4.04,4.04
2025-11-26,600699,1.64,1.64
2025-11-27,600699,-7.37,-7.37
2025-11-28,600699,0.05,0.05
2025-12-01,600699,15.95,15.95
2025-12-02,600699,7.1,7.1
2025-12-03,600699,-6.72,-6.72
2025-12-04,600699,9.3,9.3
2025-12-05,600699,-4.59,-4.59
2025-12-08,600699,-8.04,-8.04
2025-12-09,600699,-7.0,-7.0
2025-12-10,600699,0.18,0.18
2025-12-11,600699,-10.23,-10.23
2025-12-12,600699,-10.96,-10.96
2025-12-15,600699,-12.36,-12.36
2025-12-16,600699,6.95,6.95
2025-12-17,600699,4.48,4.48
2025-12-18,600699,-3.07,-3.07
2025-12-19,600699,13.45,13.45
2025-12-22,600699,-6.96,-6.96
2025-12-23,600699,-13.3,-13.3
2025-12-24,600699,-5.11,-5.11
2025-12-25,600699,6.54,6.54
2025-12-26,600699,-8.85,-8.85
2025-12-29,600699,-8.91,-8.91
2025-12-30,600699,4.31,4.31
2025-12-31,600699,-3.97,-3.97
2026-01-05,600699,-4.45,-4.45
2026-01-06,600699,2.84,2.84
2026-01-07,600699,-15.41,-15.41
2026-01-08,600699,-5.33,-5.33
2026-01-09,600699,-8.01,-8.01
2026-01-12,600699,-14.89,-14.89
2026-01-13,600699,-9.17,-9.17
2026-01-14,600699,-13.18,-13.18
2026-01-15,600699,-6.63,-6.63
2026-01-16,600699,12.12,12.12
2026-01-19,600699,-7.62,-7.62
2026-01-20,600699,-13.07,-13.07
2026-01-21,600699,-1.86,-1.86
2026-01-22,600699,-14.21,-14.21
2026-01-23,600699,4.36,4.36
2026-01-26,600699,-17.06,-17.06
2026-01-27,600699,1.78,1.78
2026-01-28,600699,-19.88,-19.88
2026-01-29,600699,-16.92,-16.92
2026-01-30,600699,-9.64,-9.64
2026-02-02,600699,-6.13,-6.13
2026-02-03,600699,2.95,2.95
2026-02-04,600699,3.03,3.03
2026-02-05,600699,-1.09,-1.09
2026-02-06,600699,-1.73,-1.73
2026-02-09,600699,-2.04,-2.04
2026-02-10,600699,-12.28,-12.28
2026-02-11,600699,-5.73,-5.73
2026-02-12,600699,9.89,9.89
2026-02-13,600699,4.84,4.84
2026-02-24,600699,-4.01,-4.01
2026-02-25,600699,7.01,7.01
2026-02-26,600699,-7.92,-7.92
2026-02-27,600699,-0.35,-0.35
2026-03-02,600699,-12.92,-12.92
2026-03-03,600699,-11.77,-11.77
2026-03-04,600699,-9.94,-9.94
2026-03-05,600699,0.41,0.41
2026-03-06,600699,-0.91,-0.91
2026-03-09,600699,-5.32,-5.32
2026-03-10,600699,3.83,3.83
2026-03-11,600699,-6.17,-6.17
2026-03-12,600699,-14.1,-14.1
2026-03-13,600699,-18.5,-18.5
2026-03-16,600699,-12.81,-12.81
2026-03-17,600699,1.65,1.65
2026-03-18,600699,-7.8,-7.8
2026-03-19,600699,-16.47,-16.47
2026-03-20,600699,-8.56,-8.56
2026-03-23,600699,-8.97,-8.97
2026-03-24,600699,-5.92,-5.92
2026-03-25,600699,10.5,10.5
2026-03-26,600699,-8.27,-8.27
2026-03-27,600699,5.58,5.58
2026-03-30,600699,20.64,20.64
2026-03-31,600699,-11.45,-11.45
2026-04-01,600699,8.98,8.98
2026-04-02,600699,8.18,8.18
2026-04-03,600699,6.26,6.26
2026-04-07,600699,-6.18,-6.18
2026-04-08,600699,6.36,6.36
2026-04-09,600699,4.93,4.93
2026-04-10,600699,-17.15,-17.15
2026-04-13,600699,-12.25,-12.25
2026-04-14,600699,-8.09,-8.09
2026-04-15,600699,-4.18,-4.18
2026-04-16,600699,4.54,4.54
2026-04-17,600699,2.38,2.38
2026-04-20,600699,-8.2,-8.2
2026-04-21,600699,25.09,25.09
2026-04-22,600699,-8.34,-8.34
2026-04-23,600699,-4.95,-4.95
2026-04-24,600699,-7.13,-7.13
2026-04-27,600699,-4.65,-4.65
2026-04-28,600699,-4.49,-4.49
2026-04-29,600699,-2.84,-2.84
2026-04-30,600699,-3.12,-3.12
2026-05-06,600699,3.57,3.57
2026-05-07,600699,-8.09,-8.09
2026-05-08,600699,-1.32,-1.32
2026-05-11,600699,-14.32,-14.32
2026-05-12,600699,-10.77,-10.77
2026-05-13,600699,14.09,14.09
2026-05-14,600699,-5.02,-5.02
2026-05-15,600699,6.99,6.99
2026-05-18,600699,-0.21,-0.21
2026-05-19,600699,-4.11,-4.11
2026-05-20,600699,-13.81,-13.81
