signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,002202,-20.38,-20.38
2025-11-19,002202,3.2,3.2
2025-11-20,002202,-3.04,-3.04
2025-11-21,002202,-13.57,-13.57
2025-11-24,002202,5.64,5.64
2025-11-25,002202,-2.12,-2.12
2025-11-26,002202,7.62,7.62
2025-11-27,002202,-4.41,-4.41
2025-11-28,002202,10.53,10.53
2025-12-01,002202,-11.5,-11.5
2025-12-02,002202,10.29,10.29
2025-12-03,002202,-0.2,-0.2
2025-12-04,002202,-12.75,-12.75
2025-12-05,002202,4.84,4.84
2025-12-08,002202,-0.88,-0.88
2025-12-09,002202,-13.51,-13.51
2025-12-10,002202,-0.4,-0.4
2025-12-11,002202,27.27,27.27
2025-12-12,002202,-8.29,-8.29
2025-12-15,002202,5.22,5.22
2025-12-16,002202,-13.03,-13.03
2025-12-17,002202,-5.7,-5.7
2025-12-18,002202,6.7,6.7
2025-12-19,002202,-17.18,-17.18
2025-12-22,002202,3.39,3.39
2025-12-23,002202,-2.16,-2.16
2025-12-24,002202,7.14,7.14
2025-12-25,002202,16.49,16.49
2025-12-26,002202,-8.38,-8.38
2025-12-29,002202,11.27,11.27
2025-12-30,002202,-19.88,-19.88
2025-12-31,002202,0.08,0.08
2026-01-05,002202,-1.94,-1.94
2026-01-06,002202,3.09,3.09
2026-01-07,002202,-6.75,-6.75
2026-01-08,002202,-4.56,-4.56
2026-01-09,002202,-0.79,-0.79
2026-01-12,002202,-13.4,-13.4
2026-01-13,002202,-16.76,-16.76
2026-01-14,002202,-8.45,-8.45
2026-01-15,002202,-28.77,-28.77
2026-01-16,002202,-13.75,-13.75
2026-01-19,002202,3.44,3.44
2026-01-20,002202,-8.37,-8.37
2026-01-21,002202,-10.29,-10.29
2026-01-22,002202,1.81,1.81
2026-01-23,002202,18.21,18.21
2026-01-26,002202,-10.48,-10.48
2026-01-27,002202,-2.61,-2.61
2026-01-28,002202,-8.26,-8.26
2026-01-29,002202,-3.67,-3.67
2026-01-30,002202,-5.78,-5.78
2026-02-02,002202,-9.72,-9.72
2026-02-03,002202,6.68,6.68
2026-02-04,002202,0.28,0.28
2026-02-05,002202,-13.8,-13.8
2026-02-06,002202,0.79,0.79
2026-02-09,002202,4.97,4.97
2026-02-10,002202,-15.18,-15.18
2026-02-11,002202,-3.58,-3.58
2026-02-12,002202,-13.73,-13.73
2026-02-13,002202,-6.57,-6.57
2026-02-24,002202,6.05,6.05
2026-02-25,002202,7.04,7.04
2026-02-26,002202,3.63,3.63
2026-02-27,002202,-3.37,-3.37
2026-03-02,002202,-3.98,-3.98
2026-03-03,002202,-10.74,-10.74
2026-03-04,002202,3.53,3.53
2026-03-05,002202,6.99,6.99
2026-03-06,002202,3.24,3.24
2026-03-09,002202,-1.11,-1.11
2026-03-10,002202,-3.1,-3.1
2026-03-11,002202,1.69,1.69
2026-03-12,002202,-4.44,-4.44
2026-03-13,002202,-2.1,-2.1
2026-03-16,002202,-3.55,-3.55
2026-03-17,002202,-10.91,-10.91
2026-03-18,002202,16.01,16.01
2026-03-19,002202,-21.73,-21.73
2026-03-20,002202,-7.12,-7.12
2026-03-23,002202,-6.15,-6.15
2026-03-24,002202,-4.8,-4.8
2026-03-25,002202,0.64,0.64
2026-03-26,002202,-5.94,-5.94
2026-03-27,002202,-9.71,-9.71
2026-03-30,002202,-11.92,-11.92
2026-03-31,002202,-21.2,-21.2
2026-04-01,002202,-10.76,-10.76
2026-04-02,002202,-19.1,-19.1
2026-04-03,002202,-6.01,-6.01
2026-04-07,002202,-24.82,-24.82
2026-04-08,002202,-7.59,-7.59
2026-04-09,002202,-3.21,-3.21
2026-04-10,002202,-2.78,-2.78
2026-04-13,002202,-3.19,-3.19
2026-04-14,002202,6.75,6.75
2026-04-15,002202,-6.9,-6.9
2026-04-16,002202,-9.49,-9.49
2026-04-17,002202,3.97,3.97
2026-04-20,002202,1.97,1.97
2026-04-21,002202,-12.5,-12.5
2026-04-22,002202,-3.23,-3.23
2026-04-23,002202,-11.61,-11.61
2026-04-24,002202,-4.28,-4.28
2026-04-27,002202,7.32,7.32
2026-04-28,002202,-13.44,-13.44
2026-04-29,002202,0.48,0.48
2026-04-30,002202,12.48,12.48
2026-05-06,002202,-6.2,-6.2
2026-05-07,002202,3.88,3.88
2026-05-08,002202,-2.05,-2.05
2026-05-11,002202,-11.24,-11.24
2026-05-12,002202,-13.11,-13.11
2026-05-13,002202,3.65,3.65
2026-05-14,002202,-19.84,-19.84
2026-05-15,002202,-9.29,-9.29
2026-05-18,002202,2.93,2.93
2026-05-19,002202,-8.18,-8.18
2026-05-20,002202,-5.7,-5.7
2026-05-21,002202,-4.14,-4.14
