signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,601991,-12.48,-12.48
2025-11-19,601991,4.2,4.2
2025-11-20,601991,-1.52,-1.52
2025-11-21,601991,-1.82,-1.82
2025-11-24,601991,4.84,4.84
2025-11-25,601991,8.02,8.02
2025-11-26,601991,7.3,7.3
2025-11-27,601991,-0.45,-0.45
2025-11-28,601991,4.06,4.06
2025-12-01,601991,-16.05,-16.05
2025-12-02,601991,-7.98,-7.98
2025-12-03,601991,-5.41,-5.41
2025-12-04,601991,2.17,2.17
2025-12-05,601991,-14.52,-14.52
2025-12-08,601991,2.71,2.71
2025-12-09,601991,10.02,10.02
2025-12-10,601991,-2.8,-2.8
2025-12-11,601991,-6.26,-6.26
2025-12-12,601991,8.28,8.28
2025-12-15,601991,-15.88,-15.88
2025-12-16,601991,-13.92,-13.92
2025-12-17,601991,5.41,5.41
2025-12-18,601991,-4.31,-4.31
2025-12-19,601991,-4.48,-4.48
2025-12-22,601991,6.81,6.81
2025-12-23,601991,2.07,2.07
2025-12-24,601991,9.65,9.65
2025-12-25,601991,-13.8,-13.8
2025-12-26,601991,-0.29,-0.29
2025-12-29,601991,-10.79,-10.79
2025-12-30,601991,3.09,3.09
2025-12-31,601991,-6.37,-6.37
2026-01-05,601991,4.06,4.06
2026-01-06,601991,3.32,3.32
2026-01-07,601991,-3.8,-3.8
2026-01-08,601991,-1.44,-1.44
2026-01-09,601991,-2.56,-2.56
2026-01-12,601991,3.28,3.28
2026-01-13,601991,-0.75,-0.75
2026-01-14,601991,-6.02,-6.02
2026-01-15,601991,0.03,0.03
2026-01-16,601991,-4.48,-4.48
2026-01-19,601991,-5.44,-5.44
2026-01-20,601991,5.57,5.57
2026-01-21,601991,-7.7,-7.7
2026-01-22,601991,-13.68,-13.68
2026-01-23,601991,-10.79,-10.79
2026-01-26,601991,6.31,6.31
2026-01-27,601991,-8.81,-8.81
2026-01-28,601991,-3.68,-3.68
2026-01-29,601991,-6.73,-6.73
2026-01-30,601991,-7.03,-7.03
2026-02-02,601991,1.23,1.23
2026-02-03,601991,3.9,3.9
2026-02-04,601991,-6.68,-6.68
2026-02-05,601991,-1.6,-1.6
2026-02-06,601991,2.1,2.1
2026-02-09,601991,-3.0,-3.0
2026-02-10,601991,-1.4,-1.4
2026-02-11,601991,-0.14,-0.14
2026-02-12,601991,3.88,3.88
2026-02-13,601991,-0.19,-0.19
2026-02-24,601991,-1.58,-1.58
2026-02-25,601991,-10.68,-10.68
2026-02-26,601991,0.57,0.57
2026-02-27,601991,-0.36,-0.36
2026-03-02,601991,-4.81,-4.81
2026-03-03,601991,-12.57,-12.57
2026-03-04,601991,-6.27,-6.27
2026-03-05,601991,5.1,5.1
2026-03-06,601991,-6.8,-6.8
2026-03-09,601991,-1.7,-1.7
2026-03-10,601991,2.77,2.77
2026-03-11,601991,8.17,8.17
2026-03-12,601991,32.1,32.1
2026-03-13,601991,-1.91,-1.91
2026-03-16,601991,-2.16,-2.16
2026-03-17,601991,-5.31,-5.31
2026-03-18,601991,-0.52,-0.52
2026-03-19,601991,-6.78,-6.78
2026-03-20,601991,-0.67,-0.67
2026-03-23,601991,-1.01,-1.01
2026-03-24,601991,5.04,5.04
2026-03-25,601991,2.65,2.65
2026-03-26,601991,-7.09,-7.09
2026-03-27,601991,1.41,1.41
2026-03-30,601991,-10.55,-10.55
2026-03-31,601991,-8.65,-8.65
2026-04-01,601991,-2.79,-2.79
2026-04-02,601991,-9.69,-9.69
2026-04-03,601991,-9.76,-9.76
2026-04-07,601991,7.15,7.15
2026-04-08,601991,0.38,0.38
2026-04-09,601991,3.08,3.08
2026-04-10,601991,-12.92,-12.92
2026-04-13,601991,-0.67,-0.67
2026-04-14,601991,-1.91,-1.91
2026-04-15,601991,2.44,2.44
2026-04-16,601991,-7.08,-7.08
2026-04-17,601991,-3.16,-3.16
2026-04-20,601991,6.37,6.37
2026-04-21,601991,4.77,4.77
2026-04-22,601991,2.05,2.05
2026-04-23,601991,4.15,4.15
2026-04-24,601991,-21.91,-21.91
2026-04-27,601991,-13.23,-13.23
2026-04-28,601991,-4.47,-4.47
2026-04-29,601991,10.76,10.76
2026-04-30,601991,-15.17,-15.17
2026-05-06,601991,10.66,10.66
2026-05-07,601991,10.13,10.13
2026-05-08,601991,1.48,1.48
2026-05-11,601991,11.28,11.28
2026-05-12,601991,-4.64,-4.64
2026-05-13,601991,0.32,0.32
2026-05-14,601991,-9.9,-9.9
2026-05-15,601991,4.5,4.5
2026-05-18,601991,-6.55,-6.55
2026-05-19,601991,-2.36,-2.36
2026-05-20,601991,-16.21,-16.21
2026-05-21,601991,-7.03,-7.03
