signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,603618,-15.65,-15.65
2025-11-19,603618,-11.71,-11.71
2025-11-20,603618,-10.26,-10.26
2025-11-21,603618,-5.68,-5.68
2025-11-24,603618,0.07,0.07
2025-11-25,603618,-2.16,-2.16
2025-11-26,603618,-11.49,-11.49
2025-11-27,603618,-8.72,-8.72
2025-11-28,603618,-10.71,-10.71
2025-12-01,603618,4.25,4.25
2025-12-02,603618,2.61,2.61
2025-12-03,603618,-3.06,-3.06
2025-12-04,603618,-11.25,-11.25
2025-12-05,603618,7.26,7.26
2025-12-08,603618,-14.12,-14.12
2025-12-09,603618,8.52,8.52
2025-12-10,603618,-1.09,-1.09
2025-12-11,603618,-4.81,-4.81
2025-12-12,603618,2.24,2.24
2025-12-15,603618,1.81,1.81
2025-12-16,603618,-2.59,-2.59
2025-12-17,603618,-2.42,-2.42
2025-12-18,603618,-5.97,-5.97
2025-12-19,603618,-2.0,-2.0
2025-12-22,603618,37.36,37.36
2025-12-23,603618,6.46,6.46
2025-12-24,603618,-14.77,-14.77
2025-12-25,603618,5.4,5.4
2025-12-26,603618,-10.02,-10.02
2025-12-29,603618,-12.59,-12.59
2025-12-30,603618,-0.49,-0.49
2025-12-31,603618,-3.53,-3.53
2026-01-05,603618,6.88,6.88
2026-01-06,603618,-4.96,-4.96
2026-01-07,603618,-10.46,-10.46
2026-01-08,603618,-12.95,-12.95
2026-01-09,603618,-11.65,-11.65
2026-01-12,603618,-7.46,-7.46
2026-01-13,603618,-1.24,-1.24
2026-01-14,603618,-7.58,-7.58
2026-01-15,603618,-10.24,-10.24
2026-01-16,603618,5.43,5.43
2026-01-19,603618,4.02,4.02
2026-01-20,603618,-3.93,-3.93
2026-01-21,603618,-3.3,-3.3
2026-01-22,603618,-7.7,-7.7
2026-01-23,603618,-8.16,-8.16
2026-01-26,603618,-12.14,-12.14
2026-01-27,603618,-5.36,-5.36
2026-01-28,603618,12.33,12.33
2026-01-29,603618,-5.24,-5.24
2026-01-30,603618,29.28,29.28
2026-02-02,603618,49.93,49.93
2026-02-03,603618,6.45,6.45
2026-02-04,603618,12.47,12.47
2026-02-05,603618,-4.25,-4.25
2026-02-06,603618,11.86,11.86
2026-02-09,603618,-7.93,-7.93
2026-02-10,603618,-1.9,-1.9
2026-02-11,603618,-2.38,-2.38
2026-02-12,603618,4.59,4.59
2026-02-13,603618,-8.52,-8.52
2026-02-24,603618,9.27,9.27
2026-02-25,603618,-9.43,-9.43
2026-02-26,603618,10.32,10.32
2026-02-27,603618,3.94,3.94
2026-03-02,603618,-5.67,-5.67
2026-03-03,603618,4.39,4.39
2026-03-04,603618,7.8,7.8
2026-03-05,603618,-5.99,-5.99
2026-03-06,603618,-8.35,-8.35
2026-03-09,603618,2.7,2.7
2026-03-10,603618,2.97,2.97
2026-03-11,603618,2.73,2.73
2026-03-12,603618,3.81,3.81
2026-03-13,603618,-7.76,-7.76
2026-03-16,603618,-0.04,-0.04
2026-03-17,603618,-7.41,-7.41
2026-03-18,603618,14.68,14.68
2026-03-19,603618,-1.0,-1.0
2026-03-20,603618,8.44,8.44
2026-03-23,603618,-2.67,-2.67
2026-03-24,603618,1.96,1.96
2026-03-25,603618,26.7,26.7
2026-03-26,603618,-6.02,-6.02
2026-03-27,603618,12.33,12.33
2026-03-30,603618,1.18,1.18
2026-03-31,603618,-4.71,-4.71
2026-04-01,603618,-3.99,-3.99
2026-04-02,603618,-2.46,-2.46
2026-04-03,603618,-4.05,-4.05
2026-04-07,603618,-7.27,-7.27
2026-04-08,603618,-7.35,-7.35
2026-04-09,603618,0.09,0.09
2026-04-10,603618,-16.04,-16.04
2026-04-13,603618,-7.11,-7.11
2026-04-14,603618,-8.77,-8.77
2026-04-15,603618,-10.13,-10.13
2026-04-16,603618,8.22,8.22
2026-04-17,603618,11.19,11.19
2026-04-20,603618,7.62,7.62
2026-04-21,603618,1.54,1.54
2026-04-22,603618,19.47,19.47
2026-04-23,603618,12.5,12.5
2026-04-24,603618,-14.42,-14.42
2026-04-27,603618,-2.7,-2.7
2026-04-28,603618,-6.18,-6.18
2026-04-29,603618,6.34,6.34
2026-04-30,603618,-10.33,-10.33
2026-05-06,603618,26.83,26.83
2026-05-07,603618,9.94,9.94
2026-05-08,603618,2.56,2.56
2026-05-11,603618,-8.2,-8.2
2026-05-12,603618,6.05,6.05
2026-05-13,603618,-9.01,-9.01
2026-05-14,603618,-6.68,-6.68
2026-05-15,603618,-5.82,-5.82
2026-05-18,603618,9.56,9.56
2026-05-19,603618,0.12,0.12
2026-05-20,603618,27.99,27.99
2026-05-21,603618,-3.65,-3.65
