signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,300390,-15.29,-15.29
2025-11-19,300390,-0.56,-0.56
2025-11-20,300390,2.24,2.24
2025-11-21,300390,-9.47,-9.47
2025-11-24,300390,-4.68,-4.68
2025-11-25,300390,4.77,4.77
2025-11-26,300390,0.58,0.58
2025-11-27,300390,-7.89,-7.89
2025-11-28,300390,3.69,3.69
2025-12-01,300390,3.84,3.84
2025-12-02,300390,-4.32,-4.32
2025-12-03,300390,-12.76,-12.76
2025-12-04,300390,-8.71,-8.71
2025-12-05,300390,-14.8,-14.8
2025-12-08,300390,4.12,4.12
2025-12-09,300390,-9.17,-9.17
2025-12-10,300390,9.18,9.18
2025-12-11,300390,3.11,3.11
2025-12-12,300390,-3.31,-3.31
2025-12-15,300390,-11.46,-11.46
2025-12-16,300390,-10.4,-10.4
2025-12-17,300390,4.41,4.41
2025-12-18,300390,0.51,0.51
2025-12-19,300390,6.08,6.08
2025-12-22,300390,-0.15,-0.15
2025-12-23,300390,2.53,2.53
2025-12-24,300390,-1.0,-1.0
2025-12-25,300390,3.52,3.52
2025-12-26,300390,-1.43,-1.43
2025-12-29,300390,0.39,0.39
2025-12-30,300390,-0.0,-0.0
2025-12-31,300390,-5.2,-5.2
2026-01-05,300390,8.18,8.18
2026-01-06,300390,9.67,9.67
2026-01-07,300390,-4.77,-4.77
2026-01-08,300390,-6.2,-6.2
2026-01-09,300390,-8.57,-8.57
2026-01-12,300390,0.79,0.79
2026-01-13,300390,-1.31,-1.31
2026-01-14,300390,-4.94,-4.94
2026-01-15,300390,-0.89,-0.89
2026-01-16,300390,-8.88,-8.88
2026-01-19,300390,-8.2,-8.2
2026-01-20,300390,-3.16,-3.16
2026-01-21,300390,-1.72,-1.72
2026-01-22,300390,-1.37,-1.37
2026-01-23,300390,2.5,2.5
2026-01-26,300390,0.26,0.26
2026-01-27,300390,-4.99,-4.99
2026-01-28,300390,-6.5,-6.5
2026-01-29,300390,-4.04,-4.04
2026-01-30,300390,-6.19,-6.19
2026-02-02,300390,5.02,5.02
2026-02-03,300390,10.43,10.43
2026-02-04,300390,-2.01,-2.01
2026-02-05,300390,-9.44,-9.44
2026-02-06,300390,1.31,1.31
2026-02-09,300390,-2.6,-2.6
2026-02-10,300390,-20.42,-20.42
2026-02-11,300390,5.77,5.77
2026-02-12,300390,8.07,8.07
2026-02-13,300390,-1.23,-1.23
2026-02-24,300390,8.57,8.57
2026-02-25,300390,9.0,9.0
2026-02-26,300390,4.19,4.19
2026-02-27,300390,-0.02,-0.02
2026-03-02,300390,-13.15,-13.15
2026-03-03,300390,-10.69,-10.69
2026-03-04,300390,-5.14,-5.14
2026-03-05,300390,1.1,1.1
2026-03-06,300390,3.63,3.63
2026-03-09,300390,-0.93,-0.93
2026-03-10,300390,5.17,5.17
2026-03-11,300390,6.0,6.0
2026-03-12,300390,-0.65,-0.65
2026-03-13,300390,0.63,0.63
2026-03-16,300390,0.28,0.28
2026-03-17,300390,1.87,1.87
2026-03-18,300390,-9.69,-9.69
2026-03-19,300390,-10.79,-10.79
2026-03-20,300390,-0.84,-0.84
2026-03-23,300390,-1.0,-1.0
2026-03-24,300390,9.82,9.82
2026-03-25,300390,5.87,5.87
2026-03-26,300390,6.72,6.72
2026-03-27,300390,6.29,6.29
2026-03-30,300390,-7.73,-7.73
2026-03-31,300390,-19.04,-19.04
2026-04-01,300390,4.48,4.48
2026-04-02,300390,9.6,9.6
2026-04-03,300390,-1.61,-1.61
2026-04-07,300390,-9.79,-9.79
2026-04-08,300390,-2.74,-2.74
2026-04-09,300390,-3.33,-3.33
2026-04-10,300390,0.3,0.3
2026-04-13,300390,-2.08,-2.08
2026-04-14,300390,-3.62,-3.62
2026-04-15,300390,-3.22,-3.22
2026-04-16,300390,-1.79,-1.79
2026-04-17,300390,1.36,1.36
2026-04-20,300390,-3.65,-3.65
2026-04-21,300390,-5.05,-5.05
2026-04-22,300390,-13.46,-13.46
2026-04-23,300390,-12.25,-12.25
2026-04-24,300390,5.47,5.47
2026-04-27,300390,2.03,2.03
2026-04-28,300390,1.84,1.84
2026-04-29,300390,5.33,5.33
2026-04-30,300390,-1.52,-1.52
2026-05-06,300390,3.73,3.73
2026-05-07,300390,-6.02,-6.02
2026-05-08,300390,-13.64,-13.64
2026-05-11,300390,-1.03,-1.03
2026-05-12,300390,-11.97,-11.97
2026-05-13,300390,-17.45,-17.45
2026-05-14,300390,-1.16,-1.16
2026-05-15,300390,-2.23,-2.23
2026-05-18,300390,-12.83,-12.83
2026-05-19,300390,-15.65,-15.65
2026-05-20,300390,9.38,9.38
2026-05-21,300390,-6.11,-6.11
