signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,002342,-17.42,-17.42
2025-11-19,002342,6.62,6.62
2025-11-20,002342,-12.25,-12.25
2025-11-21,002342,-18.64,-18.64
2025-11-24,002342,9.7,9.7
2025-11-25,002342,0.21,0.21
2025-11-26,002342,-15.17,-15.17
2025-11-27,002342,-14.78,-14.78
2025-11-28,002342,14.35,14.35
2025-12-01,002342,-2.16,-2.16
2025-12-02,002342,-4.04,-4.04
2025-12-03,002342,7.19,7.19
2025-12-04,002342,-18.76,-18.76
2025-12-05,002342,3.35,3.35
2025-12-08,002342,10.84,10.84
2025-12-09,002342,-9.28,-9.28
2025-12-10,002342,-8.82,-8.82
2025-12-11,002342,-23.28,-23.28
2025-12-12,002342,13.57,13.57
2025-12-15,002342,-3.31,-3.31
2025-12-16,002342,-19.43,-19.43
2025-12-17,002342,-5.7,-5.7
2025-12-18,002342,13.45,13.45
2025-12-19,002342,-19.87,-19.87
2025-12-22,002342,-1.66,-1.66
2025-12-23,002342,-7.07,-7.07
2025-12-24,002342,19.23,19.23
2025-12-25,002342,-4.77,-4.77
2025-12-26,002342,26.25,26.25
2025-12-29,002342,-12.47,-12.47
2025-12-30,002342,32.05,32.05
2025-12-31,002342,4.71,4.71
2026-01-05,002342,-12.69,-12.69
2026-01-06,002342,13.66,13.66
2026-01-07,002342,-10.34,-10.34
2026-01-08,002342,18.19,18.19
2026-01-09,002342,35.52,35.52
2026-01-12,002342,-6.7,-6.7
2026-01-13,002342,-9.55,-9.55
2026-01-14,002342,-6.31,-6.31
2026-01-15,002342,-44.25,-44.25
2026-01-16,002342,-12.87,-12.87
2026-01-19,002342,-4.76,-4.76
2026-01-20,002342,-8.05,-8.05
2026-01-21,002342,27.13,27.13
2026-01-22,002342,24.42,24.42
2026-01-23,002342,24.2,24.2
2026-01-26,002342,-6.97,-6.97
2026-01-27,002342,-5.38,-5.38
2026-01-28,002342,12.15,12.15
2026-01-29,002342,-6.37,-6.37
2026-01-30,002342,3.07,3.07
2026-02-02,002342,-7.94,-7.94
2026-02-03,002342,29.03,29.03
2026-02-04,002342,14.83,14.83
2026-02-05,002342,-5.75,-5.75
2026-02-06,002342,5.58,5.58
2026-02-09,002342,-11.74,-11.74
2026-02-10,002342,-5.41,-5.41
2026-02-11,002342,-5.67,-5.67
2026-02-12,002342,-21.76,-21.76
2026-02-13,002342,-19.81,-19.81
2026-02-24,002342,-6.24,-6.24
2026-02-25,002342,0.51,0.51
2026-02-26,002342,-11.84,-11.84
2026-02-27,002342,-1.28,-1.28
2026-03-02,002342,-6.61,-6.61
2026-03-03,002342,-10.08,-10.08
2026-03-04,002342,-5.17,-5.17
2026-03-05,002342,-2.45,-2.45
2026-03-06,002342,-2.85,-2.85
2026-03-09,002342,-8.17,-8.17
2026-03-10,002342,2.9,2.9
2026-03-11,002342,-7.68,-7.68
2026-03-12,002342,-12.18,-12.18
2026-03-13,002342,-8.85,-8.85
2026-03-16,002342,11.35,11.35
2026-03-17,002342,-4.05,-4.05
2026-03-18,002342,-4.62,-4.62
2026-03-19,002342,-13.92,-13.92
2026-03-20,002342,-12.43,-12.43
2026-03-23,002342,0.86,0.86
2026-03-24,002342,-4.22,-4.22
2026-03-25,002342,-3.46,-3.46
2026-03-26,002342,5.16,5.16
2026-03-27,002342,2.66,2.66
2026-03-30,002342,4.77,4.77
2026-03-31,002342,28.49,28.49
2026-04-01,002342,-11.69,-11.69
2026-04-02,002342,-6.32,-6.32
2026-04-03,002342,-10.55,-10.55
2026-04-07,002342,-0.65,-0.65
2026-04-08,002342,22.35,22.35
2026-04-09,002342,28.15,28.15
2026-04-10,002342,-5.05,-5.05
2026-04-13,002342,5.15,5.15
2026-04-14,002342,2.05,2.05
2026-04-15,002342,1.63,1.63
2026-04-16,002342,-4.28,-4.28
2026-04-17,002342,5.29,5.29
2026-04-20,002342,-5.31,-5.31
2026-04-21,002342,7.53,7.53
2026-04-22,002342,-12.64,-12.64
2026-04-23,002342,-3.22,-3.22
2026-04-24,002342,-0.09,-0.09
2026-04-27,002342,-2.25,-2.25
2026-04-28,002342,1.25,1.25
2026-04-29,002342,6.73,6.73
2026-04-30,002342,2.5,2.5
2026-05-06,002342,-0.94,-0.94
2026-05-07,002342,12.84,12.84
2026-05-08,002342,-12.99,-12.99
2026-05-11,002342,-1.8,-1.8
2026-05-12,002342,-8.58,-8.58
2026-05-13,002342,-1.86,-1.86
2026-05-14,002342,-1.86,-1.86
2026-05-15,002342,0.13,0.13
2026-05-18,002342,-41.28,-41.28
2026-05-19,002342,-47.15,-47.15
2026-05-20,002342,16.96,16.96
