signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,301217,12.62,12.62
2025-11-19,301217,-16.99,-16.99
2025-11-20,301217,1.88,1.88
2025-11-21,301217,-15.58,-15.58
2025-11-24,301217,-1.68,-1.68
2025-11-25,301217,-1.6,-1.6
2025-11-26,301217,-8.88,-8.88
2025-11-27,301217,3.09,3.09
2025-11-28,301217,-4.27,-4.27
2025-12-01,301217,8.7,8.7
2025-12-02,301217,-12.03,-12.03
2025-12-03,301217,-7.57,-7.57
2025-12-04,301217,-3.67,-3.67
2025-12-05,301217,4.75,4.75
2025-12-08,301217,5.27,5.27
2025-12-09,301217,-1.69,-1.69
2025-12-10,301217,-9.95,-9.95
2025-12-11,301217,-11.58,-11.58
2025-12-12,301217,0.75,0.75
2025-12-15,301217,8.69,8.69
2025-12-16,301217,-8.74,-8.74
2025-12-17,301217,0.41,0.41
2025-12-18,301217,-10.08,-10.08
2025-12-19,301217,2.58,2.58
2025-12-22,301217,3.68,3.68
2025-12-23,301217,3.72,3.72
2025-12-24,301217,-6.36,-6.36
2025-12-25,301217,-1.97,-1.97
2025-12-26,301217,1.81,1.81
2025-12-29,301217,-8.01,-8.01
2025-12-30,301217,-7.69,-7.69
2025-12-31,301217,-7.17,-7.17
2026-01-05,301217,10.19,10.19
2026-01-06,301217,-2.78,-2.78
2026-01-07,301217,1.31,1.31
2026-01-08,301217,-8.32,-8.32
2026-01-09,301217,-6.67,-6.67
2026-01-12,301217,-6.34,-6.34
2026-01-13,301217,-13.23,-13.23
2026-01-14,301217,1.62,1.62
2026-01-15,301217,5.07,5.07
2026-01-16,301217,6.71,6.71
2026-01-19,301217,-0.01,-0.01
2026-01-20,301217,-6.56,-6.56
2026-01-21,301217,-0.96,-0.96
2026-01-22,301217,-0.49,-0.49
2026-01-23,301217,-13.46,-13.46
2026-01-26,301217,-5.9,-5.9
2026-01-27,301217,-14.03,-14.03
2026-01-28,301217,2.71,2.71
2026-01-29,301217,-10.35,-10.35
2026-01-30,301217,-5.48,-5.48
2026-02-02,301217,-9.61,-9.61
2026-02-03,301217,-1.65,-1.65
2026-02-04,301217,-2.51,-2.51
2026-02-05,301217,-21.73,-21.73
2026-02-06,301217,-7.23,-7.23
2026-02-09,301217,4.19,4.19
2026-02-10,301217,6.42,6.42
2026-02-11,301217,13.28,13.28
2026-02-12,301217,16.51,16.51
2026-02-13,301217,-11.15,-11.15
2026-02-24,301217,-5.4,-5.4
2026-02-25,301217,-9.28,-9.28
2026-02-26,301217,-7.5,-7.5
2026-02-27,301217,-0.75,-0.75
2026-03-02,301217,1.63,1.63
2026-03-03,301217,-4.46,-4.46
2026-03-04,301217,-6.66,-6.66
2026-03-05,301217,0.24,0.24
2026-03-06,301217,-7.06,-7.06
2026-03-09,301217,3.74,3.74
2026-03-10,301217,7.92,7.92
2026-03-11,301217,6.85,6.85
2026-03-12,301217,-8.13,-8.13
2026-03-13,301217,-7.7,-7.7
2026-03-16,301217,5.09,5.09
2026-03-17,301217,-1.15,-1.15
2026-03-18,301217,-6.27,-6.27
2026-03-19,301217,-10.12,-10.12
2026-03-20,301217,-0.9,-0.9
2026-03-23,301217,-5.47,-5.47
2026-03-24,301217,5.24,5.24
2026-03-25,301217,5.35,5.35
2026-03-26,301217,-0.92,-0.92
2026-03-27,301217,2.75,2.75
2026-03-30,301217,8.47,8.47
2026-03-31,301217,-5.12,-5.12
2026-04-01,301217,7.34,7.34
2026-04-02,301217,-11.17,-11.17
2026-04-03,301217,-3.45,-3.45
2026-04-07,301217,5.19,5.19
2026-04-08,301217,8.96,8.96
2026-04-09,301217,4.72,4.72
2026-04-10,301217,-3.36,-3.36
2026-04-13,301217,7.26,7.26
2026-04-14,301217,-1.22,-1.22
2026-04-15,301217,-4.09,-4.09
2026-04-16,301217,0.54,0.54
2026-04-17,301217,3.4,3.4
2026-04-20,301217,-0.61,-0.61
2026-04-21,301217,2.84,2.84
2026-04-22,301217,-3.35,-3.35
2026-04-23,301217,-9.21,-9.21
2026-04-24,301217,-10.65,-10.65
2026-04-27,301217,3.41,3.41
2026-04-28,301217,-0.46,-0.46
2026-04-29,301217,5.65,5.65
2026-04-30,301217,3.58,3.58
2026-05-06,301217,2.54,2.54
2026-05-07,301217,-4.13,-4.13
2026-05-08,301217,-1.71,-1.71
2026-05-11,301217,-12.81,-12.81
2026-05-12,301217,6.06,6.06
2026-05-13,301217,3.97,3.97
2026-05-14,301217,-8.8,-8.8
2026-05-15,301217,-7.95,-7.95
2026-05-18,301217,-4.29,-4.29
2026-05-19,301217,-1.5,-1.5
2026-05-20,301217,-3.96,-3.96
