signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,300166,-9.82,-9.82
2025-11-19,300166,-14.26,-14.26
2025-11-20,300166,10.06,10.06
2025-11-21,300166,-14.61,-14.61
2025-11-24,300166,-4.85,-4.85
2025-11-25,300166,-7.2,-7.2
2025-11-26,300166,-12.63,-12.63
2025-11-27,300166,-9.85,-9.85
2025-11-28,300166,2.2,2.2
2025-12-01,300166,-7.5,-7.5
2025-12-02,300166,-7.87,-7.87
2025-12-03,300166,-5.26,-5.26
2025-12-04,300166,-2.48,-2.48
2025-12-05,300166,8.17,8.17
2025-12-08,300166,-3.7,-3.7
2025-12-09,300166,-2.82,-2.82
2025-12-10,300166,-8.94,-8.94
2025-12-11,300166,-16.39,-16.39
2025-12-12,300166,1.1,1.1
2025-12-15,300166,-1.75,-1.75
2025-12-16,300166,-11.06,-11.06
2025-12-17,300166,-7.89,-7.89
2025-12-18,300166,-1.72,-1.72
2025-12-19,300166,3.88,3.88
2025-12-22,300166,10.46,10.46
2025-12-23,300166,-17.66,-17.66
2025-12-24,300166,-4.8,-4.8
2025-12-25,300166,-0.21,-0.21
2025-12-26,300166,3.73,3.73
2025-12-29,300166,6.28,6.28
2025-12-30,300166,7.18,7.18
2025-12-31,300166,4.7,4.7
2026-01-05,300166,3.75,3.75
2026-01-06,300166,-7.19,-7.19
2026-01-07,300166,-2.95,-2.95
2026-01-08,300166,1.26,1.26
2026-01-09,300166,4.65,4.65
2026-01-12,300166,-2.72,-2.72
2026-01-13,300166,-11.21,-11.21
2026-01-14,300166,3.13,3.13
2026-01-15,300166,-4.95,-4.95
2026-01-16,300166,-13.92,-13.92
2026-01-19,300166,-13.26,-13.26
2026-01-20,300166,0.86,0.86
2026-01-21,300166,-3.18,-3.18
2026-01-22,300166,6.4,6.4
2026-01-23,300166,-1.57,-1.57
2026-01-26,300166,3.77,3.77
2026-01-27,300166,-2.04,-2.04
2026-01-28,300166,-2.85,-2.85
2026-01-29,300166,-1.42,-1.42
2026-01-30,300166,-8.08,-8.08
2026-02-02,300166,-8.67,-8.67
2026-02-03,300166,-6.97,-6.97
2026-02-04,300166,-6.93,-6.93
2026-02-05,300166,5.16,5.16
2026-02-06,300166,-9.6,-9.6
2026-02-09,300166,16.32,16.32
2026-02-10,300166,-4.99,-4.99
2026-02-11,300166,1.8,1.8
2026-02-12,300166,-4.17,-4.17
2026-02-13,300166,-14.07,-14.07
2026-02-24,300166,-8.35,-8.35
2026-02-25,300166,-2.45,-2.45
2026-02-26,300166,12.31,12.31
2026-02-27,300166,2.64,2.64
2026-03-02,300166,-16.41,-16.41
2026-03-03,300166,-7.47,-7.47
2026-03-04,300166,9.06,9.06
2026-03-05,300166,-1.53,-1.53
2026-03-06,300166,2.06,2.06
2026-03-09,300166,-0.91,-0.91
2026-03-10,300166,-5.9,-5.9
2026-03-11,300166,-5.31,-5.31
2026-03-12,300166,-1.55,-1.55
2026-03-13,300166,-16.55,-16.55
2026-03-16,300166,-1.27,-1.27
2026-03-17,300166,1.35,1.35
2026-03-18,300166,9.35,9.35
2026-03-19,300166,-2.53,-2.53
2026-03-20,300166,-14.02,-14.02
2026-03-23,300166,-3.6,-3.6
2026-03-24,300166,7.32,7.32
2026-03-25,300166,0.44,0.44
2026-03-26,300166,-11.58,-11.58
2026-03-27,300166,-3.52,-3.52
2026-03-30,300166,-0.94,-0.94
2026-03-31,300166,-2.44,-2.44
2026-04-01,300166,5.47,5.47
2026-04-02,300166,-7.8,-7.8
2026-04-03,300166,10.71,10.71
2026-04-07,300166,-0.89,-0.89
2026-04-08,300166,2.53,2.53
2026-04-09,300166,-3.39,-3.39
2026-04-10,300166,-2.51,-2.51
2026-04-13,300166,8.46,8.46
2026-04-14,300166,-0.21,-0.21
2026-04-15,300166,-7.62,-7.62
2026-04-16,300166,4.02,4.02
2026-04-17,300166,-2.52,-2.52
2026-04-20,300166,-2.91,-2.91
2026-04-21,300166,-13.69,-13.69
2026-04-22,300166,4.51,4.51
2026-04-23,300166,-7.79,-7.79
2026-04-24,300166,-0.49,-0.49
2026-04-27,300166,-8.11,-8.11
2026-04-28,300166,-8.92,-8.92
2026-04-29,300166,2.48,2.48
2026-04-30,300166,-3.36,-3.36
2026-05-06,300166,10.87,10.87
2026-05-07,300166,-11.62,-11.62
2026-05-08,300166,-1.84,-1.84
2026-05-11,300166,-7.31,-7.31
2026-05-12,300166,-8.15,-8.15
2026-05-13,300166,7.05,7.05
2026-05-14,300166,-10.92,-10.92
2026-05-15,300166,-0.77,-0.77
2026-05-18,300166,-0.78,-0.78
2026-05-19,300166,9.71,9.71
2026-05-20,300166,-3.54,-3.54
2026-05-21,300166,-13.43,-13.43
