signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,600509,-16.11,-16.11
2025-11-19,600509,17.45,17.45
2025-11-20,600509,5.62,5.62
2025-11-21,600509,-7.06,-7.06
2025-11-24,600509,7.67,7.67
2025-11-25,600509,-0.23,-0.23
2025-11-26,600509,3.17,3.17
2025-11-27,600509,-0.17,-0.17
2025-11-28,600509,2.41,2.41
2025-12-01,600509,7.04,7.04
2025-12-02,600509,-12.68,-12.68
2025-12-03,600509,-18.66,-18.66
2025-12-04,600509,27.85,27.85
2025-12-05,600509,-8.81,-8.81
2025-12-08,600509,5.92,5.92
2025-12-09,600509,-18.28,-18.28
2025-12-10,600509,2.23,2.23
2025-12-11,600509,-20.12,-20.12
2025-12-12,600509,6.42,6.42
2025-12-15,600509,-14.09,-14.09
2025-12-16,600509,-6.16,-6.16
2025-12-17,600509,1.01,1.01
2025-12-18,600509,-11.46,-11.46
2025-12-19,600509,5.7,5.7
2025-12-22,600509,-15.9,-15.9
2025-12-23,600509,-9.59,-9.59
2025-12-24,600509,7.74,7.74
2025-12-25,600509,-15.46,-15.46
2025-12-26,600509,0.42,0.42
2025-12-29,600509,-4.79,-4.79
2025-12-30,600509,-4.19,-4.19
2025-12-31,600509,-8.67,-8.67
2026-01-05,600509,1.47,1.47
2026-01-06,600509,-17.4,-17.4
2026-01-07,600509,-1.59,-1.59
2026-01-08,600509,5.29,5.29
2026-01-09,600509,-13.56,-13.56
2026-01-12,600509,-14.12,-14.12
2026-01-13,600509,-14.45,-14.45
2026-01-14,600509,-6.32,-6.32
2026-01-15,600509,-10.02,-10.02
2026-01-16,600509,9.35,9.35
2026-01-19,600509,-15.26,-15.26
2026-01-20,600509,-13.16,-13.16
2026-01-21,600509,-1.43,-1.43
2026-01-22,600509,5.2,5.2
2026-01-23,600509,-2.2,-2.2
2026-01-26,600509,-15.96,-15.96
2026-01-27,600509,-10.65,-10.65
2026-01-28,600509,-5.33,-5.33
2026-01-29,600509,-4.26,-4.26
2026-01-30,600509,9.79,9.79
2026-02-02,600509,-7.77,-7.77
2026-02-03,600509,5.74,5.74
2026-02-04,600509,-2.49,-2.49
2026-02-05,600509,0.94,0.94
2026-02-06,600509,1.98,1.98
2026-02-09,600509,-10.18,-10.18
2026-02-10,600509,-11.27,-11.27
2026-02-11,600509,-4.15,-4.15
2026-02-12,600509,4.51,4.51
2026-02-13,600509,16.91,16.91
2026-02-24,600509,-2.58,-2.58
2026-02-25,600509,-12.2,-12.2
2026-02-26,600509,3.1,3.1
2026-02-27,600509,-7.77,-7.77
2026-03-02,600509,-12.44,-12.44
2026-03-03,600509,-17.41,-17.41
2026-03-04,600509,-0.96,-0.96
2026-03-05,600509,-0.69,-0.69
2026-03-06,600509,-2.84,-2.84
2026-03-09,600509,-6.99,-6.99
2026-03-10,600509,7.96,7.96
2026-03-11,600509,8.97,8.97
2026-03-12,600509,-3.07,-3.07
2026-03-13,600509,2.64,2.64
2026-03-16,600509,-13.69,-13.69
2026-03-17,600509,-7.67,-7.67
2026-03-18,600509,-5.17,-5.17
2026-03-19,600509,-5.45,-5.45
2026-03-20,600509,6.36,6.36
2026-03-23,600509,-14.21,-14.21
2026-03-24,600509,-6.23,-6.23
2026-03-25,600509,-2.57,-2.57
2026-03-26,600509,-13.81,-13.81
2026-03-27,600509,7.97,7.97
2026-03-30,600509,-3.93,-3.93
2026-03-31,600509,-3.38,-3.38
2026-04-01,600509,15.59,15.59
2026-04-02,600509,-10.05,-10.05
2026-04-03,600509,-15.89,-15.89
2026-04-07,600509,-12.06,-12.06
2026-04-08,600509,4.45,4.45
2026-04-09,600509,-11.98,-11.98
2026-04-10,600509,11.87,11.87
2026-04-13,600509,-9.22,-9.22
2026-04-14,600509,-13.68,-13.68
2026-04-15,600509,-13.31,-13.31
2026-04-16,600509,-23.0,-23.0
2026-04-17,600509,-20.29,-20.29
2026-04-20,600509,-13.28,-13.28
2026-04-21,600509,-2.85,-2.85
2026-04-22,600509,6.35,6.35
2026-04-23,600509,-9.62,-9.62
2026-04-24,600509,2.51,2.51
2026-04-27,600509,-6.36,-6.36
2026-04-28,600509,-14.87,-14.87
2026-04-29,600509,10.42,10.42
2026-04-30,600509,11.92,11.92
2026-05-06,600509,-1.22,-1.22
2026-05-07,600509,2.65,2.65
2026-05-08,600509,4.11,4.11
2026-05-11,600509,8.86,8.86
2026-05-12,600509,-4.59,-4.59
2026-05-13,600509,4.55,4.55
2026-05-14,600509,28.22,28.22
2026-05-15,600509,-15.76,-15.76
2026-05-18,600509,-4.92,-4.92
2026-05-19,600509,0.29,0.29
2026-05-20,600509,-2.63,-2.63
