signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-14,000636,-17.12,-17.12
2025-11-17,000636,-2.58,-2.58
2025-11-18,000636,22.53,22.53
2025-11-19,000636,-8.48,-8.48
2025-11-20,000636,-3.62,-3.62
2025-11-21,000636,-22.26,-22.26
2025-11-24,000636,-0.4,-0.4
2025-11-25,000636,-1.73,-1.73
2025-11-26,000636,-13.36,-13.36
2025-11-27,000636,-6.64,-6.64
2025-11-28,000636,7.14,7.14
2025-12-01,000636,-6.43,-6.43
2025-12-02,000636,-2.52,-2.52
2025-12-03,000636,-8.17,-8.17
2025-12-04,000636,-8.15,-8.15
2025-12-05,000636,-5.66,-5.66
2025-12-08,000636,-7.11,-7.11
2025-12-09,000636,-1.96,-1.96
2025-12-10,000636,0.6,0.6
2025-12-11,000636,-4.77,-4.77
2025-12-12,000636,3.18,3.18
2025-12-15,000636,-10.14,-10.14
2025-12-16,000636,-15.11,-15.11
2025-12-17,000636,-7.43,-7.43
2025-12-18,000636,-24.69,-24.69
2025-12-19,000636,-15.41,-15.41
2025-12-22,000636,-11.14,-11.14
2025-12-23,000636,-14.96,-14.96
2025-12-24,000636,0.29,0.29
2025-12-25,000636,-10.03,-10.03
2025-12-26,000636,-5.2,-5.2
2025-12-29,000636,5.31,5.31
2025-12-30,000636,-10.24,-10.24
2025-12-31,000636,-4.59,-4.59
2026-01-05,000636,1.34,1.34
2026-01-06,000636,-4.12,-4.12
2026-01-07,000636,3.74,3.74
2026-01-08,000636,-4.85,-4.85
2026-01-09,000636,3.53,3.53
2026-01-12,000636,0.84,0.84
2026-01-13,000636,-7.4,-7.4
2026-01-14,000636,9.6,9.6
2026-01-15,000636,1.68,1.68
2026-01-16,000636,5.42,5.42
2026-01-19,000636,-0.34,-0.34
2026-01-20,000636,-3.85,-3.85
2026-01-21,000636,12.75,12.75
2026-01-22,000636,1.04,1.04
2026-01-23,000636,2.2,2.2
2026-01-26,000636,-3.68,-3.68
2026-01-27,000636,3.61,3.61
2026-01-28,000636,3.53,3.53
2026-01-29,000636,-13.36,-13.36
2026-01-30,000636,-14.55,-14.55
2026-02-02,000636,-8.59,-8.59
2026-02-03,000636,5.77,5.77
2026-02-04,000636,5.07,5.07
2026-02-05,000636,18.47,18.47
2026-02-06,000636,-4.33,-4.33
2026-02-09,000636,2.76,2.76
2026-02-10,000636,2.07,2.07
2026-02-11,000636,-3.33,-3.33
2026-02-12,000636,5.33,5.33
2026-02-13,000636,-7.16,-7.16
2026-02-24,000636,28.05,28.05
2026-02-25,000636,5.19,5.19
2026-02-26,000636,-7.76,-7.76
2026-02-27,000636,-4.86,-4.86
2026-03-02,000636,2.39,2.39
2026-03-03,000636,-11.58,-11.58
2026-03-04,000636,-3.85,-3.85
2026-03-05,000636,-6.55,-6.55
2026-03-06,000636,-1.06,-1.06
2026-03-09,000636,4.51,4.51
2026-03-10,000636,0.89,0.89
2026-03-11,000636,-7.77,-7.77
2026-03-12,000636,-3.91,-3.91
2026-03-13,000636,-6.22,-6.22
2026-03-16,000636,3.09,3.09
2026-03-17,000636,10.76,10.76
2026-03-18,000636,-3.82,-3.82
2026-03-19,000636,2.54,2.54
2026-03-20,000636,-8.34,-8.34
2026-03-23,000636,-8.96,-8.96
2026-03-24,000636,1.77,1.77
2026-03-25,000636,-3.88,-3.88
2026-03-26,000636,-15.53,-15.53
2026-03-27,000636,-0.54,-0.54
2026-03-30,000636,-7.73,-7.73
2026-03-31,000636,-6.31,-6.31
2026-04-01,000636,5.81,5.81
2026-04-02,000636,-15.67,-15.67
2026-04-03,000636,-0.18,-0.18
2026-04-07,000636,-8.69,-8.69
2026-04-08,000636,2.51,2.51
2026-04-09,000636,-7.66,-7.66
2026-04-10,000636,-12.2,-12.2
2026-04-13,000636,6.0,6.0
2026-04-14,000636,-0.88,-0.88
2026-04-15,000636,5.7,5.7
2026-04-16,000636,2.11,2.11
2026-04-17,000636,-10.0,-10.0
2026-04-20,000636,-4.34,-4.34
2026-04-21,000636,-3.62,-3.62
2026-04-22,000636,1.72,1.72
2026-04-23,000636,-8.15,-8.15
2026-04-24,000636,11.97,11.97
2026-04-27,000636,9.54,9.54
2026-04-28,000636,9.14,9.14
2026-04-29,000636,0.48,0.48
2026-04-30,000636,-5.49,-5.49
2026-05-06,000636,-9.96,-9.96
2026-05-07,000636,-4.21,-4.21
2026-05-08,000636,3.49,3.49
2026-05-11,000636,13.43,13.43
2026-05-12,000636,0.74,0.74
2026-05-13,000636,-10.25,-10.25
2026-05-14,000636,-14.58,-14.58
2026-05-15,000636,-10.39,-10.39
2026-05-18,000636,11.33,11.33
2026-05-19,000636,11.54,11.54
2026-05-20,000636,-8.6,-8.6
