signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-04,002812,-7.05,-7.05
2025-11-05,002812,-10.52,-10.52
2025-11-06,002812,-11.9,-11.9
2025-11-07,002812,9.76,9.76
2025-11-10,002812,-1.65,-1.65
2025-11-11,002812,-5.01,-5.01
2025-11-12,002812,4.59,4.59
2025-11-13,002812,12.96,12.96
2025-11-14,002812,-9.66,-9.66
2025-11-17,002812,-1.79,-1.79
2025-11-18,002812,-9.17,-9.17
2025-11-19,002812,7.21,7.21
2025-11-20,002812,2.37,2.37
2025-11-21,002812,-16.15,-16.15
2025-11-24,002812,-10.19,-10.19
2025-11-25,002812,3.5,3.5
2025-11-26,002812,-4.68,-4.68
2025-11-27,002812,1.1,1.1
2025-11-28,002812,12.89,12.89
2025-12-15,002812,-9.13,-9.13
2025-12-16,002812,0.1,0.1
2025-12-17,002812,4.11,4.11
2025-12-18,002812,-17.78,-17.78
2025-12-19,002812,-1.73,-1.73
2025-12-22,002812,12.56,12.56
2025-12-23,002812,3.17,3.17
2025-12-24,002812,-3.7,-3.7
2025-12-25,002812,-4.18,-4.18
2025-12-26,002812,16.73,16.73
2025-12-29,002812,0.14,0.14
2025-12-30,002812,-0.13,-0.13
2025-12-31,002812,-4.48,-4.48
2026-01-05,002812,-3.57,-3.57
2026-01-06,002812,-0.51,-0.51
2026-01-07,002812,-14.3,-14.3
2026-01-08,002812,-19.94,-19.94
2026-01-09,002812,-1.04,-1.04
2026-01-12,002812,-14.48,-14.48
2026-01-13,002812,5.19,5.19
2026-01-14,002812,3.69,3.69
2026-01-15,002812,9.95,9.95
2026-01-16,002812,6.49,6.49
2026-01-19,002812,2.64,2.64
2026-01-20,002812,-14.12,-14.12
2026-01-21,002812,-7.62,-7.62
2026-01-22,002812,-13.92,-13.92
2026-01-23,002812,-2.99,-2.99
2026-01-26,002812,-15.44,-15.44
2026-01-27,002812,-12.57,-12.57
2026-01-28,002812,-16.14,-16.14
2026-01-29,002812,-6.72,-6.72
2026-01-30,002812,7.25,7.25
2026-02-02,002812,0.64,0.64
2026-02-03,002812,1.54,1.54
2026-02-04,002812,6.95,6.95
2026-02-05,002812,-2.41,-2.41
2026-02-06,002812,19.45,19.45
2026-02-09,002812,0.21,0.21
2026-02-10,002812,-3.21,-3.21
2026-02-11,002812,10.1,10.1
2026-02-12,002812,2.35,2.35
2026-02-13,002812,5.19,5.19
2026-02-24,002812,-0.9,-0.9
2026-02-25,002812,-4.8,-4.8
2026-02-26,002812,-22.52,-22.52
2026-02-27,002812,-7.57,-7.57
2026-03-02,002812,-10.85,-10.85
2026-03-03,002812,2.84,2.84
2026-03-04,002812,-0.82,-0.82
2026-03-05,002812,-2.28,-2.28
2026-03-06,002812,-7.96,-7.96
2026-03-09,002812,5.84,5.84
2026-03-10,002812,-5.84,-5.84
2026-03-11,002812,1.78,1.78
2026-03-12,002812,2.0,2.0
2026-03-13,002812,-2.67,-2.67
2026-03-16,002812,-10.64,-10.64
2026-03-17,002812,-13.54,-13.54
2026-03-18,002812,0.42,0.42
2026-03-19,002812,-11.91,-11.91
2026-03-20,002812,3.67,3.67
2026-03-23,002812,7.63,7.63
2026-03-24,002812,-1.96,-1.96
2026-03-25,002812,3.6,3.6
2026-03-26,002812,4.59,4.59
2026-03-27,002812,3.05,3.05
2026-03-30,002812,0.9,0.9
2026-03-31,002812,-16.8,-16.8
2026-04-01,002812,-4.16,-4.16
2026-04-02,002812,-3.08,-3.08
2026-04-03,002812,-4.13,-4.13
2026-04-07,002812,9.02,9.02
2026-04-08,002812,-14.33,-14.33
2026-04-09,002812,-19.88,-19.88
2026-04-10,002812,-2.69,-2.69
2026-04-13,002812,-4.8,-4.8
2026-04-14,002812,7.78,7.78
2026-04-15,002812,-0.35,-0.35
2026-04-16,002812,-3.45,-3.45
2026-04-17,002812,-5.69,-5.69
2026-04-20,002812,-0.47,-0.47
2026-04-21,002812,5.83,5.83
2026-04-22,002812,-5.1,-5.1
2026-04-23,002812,-13.71,-13.71
2026-04-24,002812,17.48,17.48
2026-04-27,002812,-14.49,-14.49
2026-04-28,002812,-0.0,-0.0
2026-04-29,002812,8.14,8.14
2026-04-30,002812,-2.73,-2.73
2026-05-06,002812,2.58,2.58
2026-05-07,002812,-13.51,-13.51
2026-05-08,002812,-8.71,-8.71
2026-05-11,002812,-2.0,-2.0
2026-05-12,002812,-2.85,-2.85
2026-05-13,002812,-6.52,-6.52
2026-05-14,002812,-17.69,-17.69
2026-05-15,002812,1.52,1.52
2026-05-18,002812,-12.3,-12.3
2026-05-19,002812,8.43,8.43
2026-05-20,002812,2.46,2.46
