signal_date,code,capital_flow_pct,capital_flow_signal
2025-11-18,002080,-1.39,-1.39
2025-11-19,002080,-8.18,-8.18
2025-11-20,002080,-6.7,-6.7
2025-11-21,002080,-6.84,-6.84
2025-11-24,002080,-3.73,-3.73
2025-11-25,002080,18.77,18.77
2025-11-26,002080,5.52,5.52
2025-11-27,002080,-0.43,-0.43
2025-11-28,002080,2.99,2.99
2025-12-01,002080,3.26,3.26
2025-12-02,002080,6.23,6.23
2025-12-03,002080,0.68,0.68
2025-12-04,002080,1.55,1.55
2025-12-05,002080,8.09,8.09
2025-12-08,002080,1.86,1.86
2025-12-09,002080,5.13,5.13
2025-12-10,002080,7.98,7.98
2025-12-11,002080,2.7,2.7
2025-12-12,002080,2.24,2.24
2025-12-15,002080,11.24,11.24
2025-12-16,002080,5.85,5.85
2025-12-17,002080,11.83,11.83
2025-12-18,002080,0.81,0.81
2025-12-19,002080,-1.24,-1.24
2025-12-22,002080,5.85,5.85
2025-12-23,002080,0.77,0.77
2025-12-24,002080,7.85,7.85
2025-12-25,002080,-7.84,-7.84
2025-12-26,002080,-9.33,-9.33
2025-12-29,002080,-1.81,-1.81
2025-12-30,002080,3.58,3.58
2025-12-31,002080,-12.75,-12.75
2026-01-05,002080,0.53,0.53
2026-01-06,002080,-8.0,-8.0
2026-01-07,002080,-6.14,-6.14
2026-01-08,002080,11.24,11.24
2026-01-09,002080,-4.22,-4.22
2026-01-12,002080,-10.85,-10.85
2026-01-13,002080,-13.18,-13.18
2026-01-14,002080,3.68,3.68
2026-01-15,002080,13.23,13.23
2026-01-16,002080,0.71,0.71
2026-01-19,002080,4.45,4.45
2026-01-20,002080,-7.94,-7.94
2026-01-21,002080,7.28,7.28
2026-01-22,002080,2.79,2.79
2026-01-23,002080,-14.29,-14.29
2026-01-26,002080,-8.46,-8.46
2026-01-27,002080,-3.87,-3.87
2026-01-28,002080,19.82,19.82
2026-01-29,002080,-10.65,-10.65
2026-01-30,002080,4.04,4.04
2026-02-02,002080,-3.26,-3.26
2026-02-03,002080,-2.0,-2.0
2026-02-04,002080,0.5,0.5
2026-02-05,002080,-11.85,-11.85
2026-02-06,002080,-9.53,-9.53
2026-02-09,002080,6.07,6.07
2026-02-10,002080,3.17,3.17
2026-02-11,002080,36.04,36.04
2026-02-12,002080,-2.78,-2.78
2026-02-13,002080,-4.93,-4.93
2026-02-24,002080,11.39,11.39
2026-02-25,002080,-1.55,-1.55
2026-02-26,002080,7.32,7.32
2026-02-27,002080,-5.42,-5.42
2026-03-02,002080,0.75,0.75
2026-03-03,002080,-9.86,-9.86
2026-03-04,002080,2.93,2.93
2026-03-05,002080,5.04,5.04
2026-03-06,002080,-0.58,-0.58
2026-03-09,002080,-0.76,-0.76
2026-03-10,002080,9.7,9.7
2026-03-11,002080,-2.69,-2.69
2026-03-12,002080,-5.07,-5.07
2026-03-13,002080,8.82,8.82
2026-03-16,002080,0.72,0.72
2026-03-17,002080,-13.93,-13.93
2026-03-18,002080,3.02,3.02
2026-03-19,002080,-8.16,-8.16
2026-03-20,002080,1.0,1.0
2026-03-23,002080,-11.77,-11.77
2026-03-24,002080,8.27,8.27
2026-03-25,002080,5.81,5.81
2026-03-26,002080,-11.91,-11.91
2026-03-27,002080,-7.25,-7.25
2026-03-30,002080,6.46,6.46
2026-03-31,002080,-17.37,-17.37
2026-04-01,002080,2.38,2.38
2026-04-02,002080,-9.68,-9.68
2026-04-03,002080,1.45,1.45
2026-04-07,002080,1.13,1.13
2026-04-08,002080,10.49,10.49
2026-04-09,002080,-2.95,-2.95
2026-04-10,002080,8.39,8.39
2026-04-13,002080,19.65,19.65
2026-04-14,002080,-3.55,-3.55
2026-04-15,002080,-11.51,-11.51
2026-04-16,002080,1.02,1.02
2026-04-17,002080,5.53,5.53
2026-04-20,002080,-2.54,-2.54
2026-04-21,002080,7.46,7.46
2026-04-22,002080,4.87,4.87
2026-04-23,002080,0.47,0.47
2026-04-24,002080,-7.42,-7.42
2026-04-27,002080,-9.62,-9.62
2026-04-28,002080,0.85,0.85
2026-04-29,002080,7.57,7.57
2026-04-30,002080,-4.05,-4.05
2026-05-06,002080,14.75,14.75
2026-05-07,002080,-1.46,-1.46
2026-05-08,002080,-1.3,-1.3
2026-05-11,002080,-5.76,-5.76
2026-05-12,002080,-4.2,-4.2
2026-05-13,002080,5.32,5.32
2026-05-14,002080,0.05,0.05
2026-05-15,002080,-8.56,-8.56
2026-05-18,002080,-6.0,-6.0
2026-05-19,002080,-11.43,-11.43
2026-05-20,002080,0.43,0.43
2026-05-21,002080,-3.95,-3.95
