strategy_version,signal_date,code,name,rank,push_level,emotion_score,is_pushed,capture_type,snapshot_time,reasons,risks,price_date,signal_close,latest_price_date,observed_days,latest_return_pct,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,tail_next_max_drawdown_pct,settled_tail_next_day,open_buy_date,open_buy_price,return_1d_pct,max_gain_1d_pct,max_drawdown_1d_pct,settled_1d,open_buy_return_1d_pct,open_buy_max_gain_1d_pct,open_buy_max_drawdown_1d_pct,settled_open_buy_1d,return_3d_pct,max_gain_3d_pct,max_drawdown_3d_pct,settled_3d,open_buy_return_3d_pct,open_buy_max_gain_3d_pct,open_buy_max_drawdown_3d_pct,settled_open_buy_3d,return_5d_pct,max_gain_5d_pct,max_drawdown_5d_pct,settled_5d,open_buy_return_5d_pct,open_buy_max_gain_5d_pct,open_buy_max_drawdown_5d_pct,settled_open_buy_5d,return_10d_pct,max_gain_10d_pct,max_drawdown_10d_pct,settled_10d,open_buy_return_10d_pct,open_buy_max_gain_10d_pct,open_buy_max_drawdown_10d_pct,settled_open_buy_10d
v1,2026-04-10,600105,永鼎股份,1,强推观察,91.0,True,post_close,2026-04-10 15:00:00,人气Top3；当日涨停附近；收在日内高位；温和放量；近5日强势延续；首次上榜即强势；v1每日精选入选,短线涨幅偏高；偏离20日线较大,2026-04-10,38.1,2026-07-22,69,-6.61,-0.6,1.57,3.96,-3.67,True,2026-04-13,37.87,1.57,3.96,-3.67,True,2.19,4.59,-3.09,True,-1.47,5.7,-3.67,True,-0.87,6.34,-3.09,True,8.4,11.55,-4.44,True,9.06,12.23,-3.86,True,28.64,33.86,-4.44,True,29.42,34.67,-3.86,True
v1,2026-04-10,002580,圣阳股份,2,强推观察,108.0,True,post_close,2026-04-10 15:00:00,人气Top3；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；首次上榜即强势；v1每日精选入选,-,2026-04-10,18.98,2026-08-26,94,13.96,2.48,10.01,10.01,1.95,True,2026-04-13,19.45,10.01,10.01,1.95,True,7.35,7.35,-0.51,True,33.14,33.14,1.95,True,29.92,29.92,-0.51,True,61.12,61.12,1.95,True,57.22,57.22,-0.51,True,45.94,77.24,1.95,True,42.42,72.96,-0.51,True
v1,2026-04-10,002475,立讯精密,3,观察池,68.0,False,post_close,2026-04-10 15:00:00,人气Top3；当日上涨；收盘承接较强；近5日趋势升温；站上20日线且不过热,v1每日精选未入前5,2026-04-10,58.18,2026-08-31,97,-0.96,-0.69,0.72,2.3,-1.17,True,2026-04-13,57.78,0.72,2.3,-1.17,True,1.42,3.01,-0.48,True,1.03,4.81,-1.17,True,1.73,5.54,-0.48,True,2.7,4.81,-1.17,True,3.41,5.54,-0.48,True,13.44,21.49,-1.17,True,14.23,22.33,-0.48,True
v1,2026-04-10,002328,新朋股份,4,观察池,85.0,False,post_close,2026-04-10 15:00:00,人气Top10；当日涨停附近；收在日内高位；温和放量；近5日强势延续；首次上榜即强势,短线涨幅偏高；偏离20日线较大；v1每日精选未入前5,2026-04-10,10.11,2026-07-21,68,-37.78,9.99,6.43,9.99,0.89,True,2026-04-13,11.12,6.43,9.99,0.89,True,-3.24,0.0,-8.27,True,23.64,28.59,0.89,True,12.41,16.91,-8.27,True,28.59,34.32,0.89,True,16.91,22.12,-8.27,True,9.59,34.32,0.89,True,-0.36,22.12,-8.27,True
v1,2026-04-10,002384,东山精密,5,不推送,59.0,False,post_close,2026-04-10 15:00:00,人气Top10；当日强涨；收盘承接较强；近5日强势延续；首次上榜即强势,短线涨幅偏高；偏离20日线较大,2026-04-10,143.55,2026-09-01,98,31.45,0.04,2.28,4.27,0.04,True,2026-04-13,143.61,2.28,4.27,0.04,True,2.24,4.23,0.0,True,1.57,5.19,-0.03,True,1.52,5.15,-0.07,True,12.92,14.56,-0.03,True,12.88,14.51,-0.07,True,30.9,36.54,-0.03,True,30.84,36.48,-0.07,True
v1,2026-04-10,300308,中际旭创,6,观察池,69.0,False,post_close,2026-04-10 15:00:00,人气Top10；当日上涨；收盘承接较强；温和放量；近5日强势延续；站上20日线且不过热,短线涨幅偏高；v1每日精选未入前5,2026-04-10,734.65,2026-08-28,96,16.84,0.43,0.32,1.14,-2.92,True,2026-04-13,737.8,0.32,1.14,-2.92,True,-0.11,0.7,-3.33,True,6.03,9.96,-2.92,True,5.58,9.49,-3.33,True,15.7,17.61,-2.92,True,15.21,17.1,-3.33,True,20.6,25.09,-2.92,True,20.09,24.56,-3.33,True
v1,2026-04-10,603538,美诺华,7,观察池,86.0,False,post_close,2026-04-10 15:00:00,人气Top10；当日强涨；收在日内高位；温和放量；近5日趋势升温；首次上榜即强势,偏离20日线较大；v1每日精选未入前5,2026-04-10,49.59,2026-07-22,69,-41.06,-0.18,-3.07,1.23,-5.69,True,2026-04-13,49.5,-3.07,1.23,-5.69,True,-2.89,1.41,-5.52,True,11.92,13.05,-5.69,True,12.12,13.25,-5.52,True,5.87,15.53,-5.69,True,6.06,15.74,-5.52,True,16.11,19.78,-5.69,True,16.32,20.0,-5.52,True
v1,2026-04-10,601869,长飞光纤,8,不推送,38.0,False,post_close,2026-04-10 15:00:00,人气Top10；温和放量；近5日趋势升温,当日转弱；偏离20日线较大,2026-04-10,384.38,2026-07-22,69,-4.77,-3.22,-3.95,-2.21,-6.34,True,2026-04-13,372.0,-3.95,-2.21,-6.34,True,-0.76,1.04,-3.23,True,-6.7,-1.98,-8.42,True,-3.6,1.28,-5.38,True,-4.81,-1.98,-9.98,True,-1.64,1.28,-6.99,True,-4.22,10.02,-9.98,True,-1.03,13.68,-6.99,True
v1,2026-04-10,001309,德明利,9,强推观察,102.0,True,post_close,2026-04-10 15:00:00,人气Top10；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；首次上榜即强势；v1每日精选入选,-,2026-04-10,447.24,2026-08-28,96,-2.42,0.65,7.66,9.23,0.65,True,2026-04-13,450.15,7.66,9.23,0.65,True,6.96,8.52,0.0,True,12.07,16.27,0.65,True,11.34,15.52,0.0,True,14.86,18.5,0.65,True,14.12,17.73,0.0,True,9.53,21.84,0.65,True,8.83,21.06,0.0,True
v1,2026-04-10,002263,大东南,10,强推观察,90.0,True,post_close,2026-04-10 15:00:00,人气Top10；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；首次上榜即强势；v1每日精选入选,-,2026-04-10,4.9,2026-07-21,68,-44.9,-2.04,1.84,5.51,-2.86,True,2026-04-13,4.8,1.84,5.51,-2.86,True,3.96,7.71,-0.83,True,-4.08,5.51,-5.1,True,-2.08,7.71,-3.12,True,1.63,9.18,-5.1,True,3.75,11.46,-3.12,True,-11.22,9.18,-15.92,True,-9.38,11.46,-14.17,True
v1,2026-04-10,603778,国晟科技,11,不推送,28.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,31.24,2026-07-21,68,-72.57,0.83,5.95,9.44,0.8,True,2026-04-13,31.5,5.95,9.44,0.8,True,5.08,8.54,-0.03,True,-14.18,9.44,-14.18,True,-14.89,8.54,-14.89,True,-22.38,9.44,-22.86,True,-23.02,8.54,-23.49,True,-15.08,9.44,-22.86,True,-15.78,8.54,-23.49,True
v1,2026-04-10,601138,工业富联,12,不推送,50.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热,-,2026-04-10,56.52,2026-08-20,90,9.93,-0.92,-1.45,0.05,-1.98,True,2026-04-13,56.0,-1.45,0.05,-1.98,True,-0.54,0.98,-1.07,True,2.3,6.1,-1.98,True,3.25,7.09,-1.07,True,7.87,8.28,-1.98,True,8.87,9.29,-1.07,True,15.02,22.26,-1.98,True,16.09,23.39,-1.07,True
v1,2026-04-10,600010,包钢股份,13,不推送,28.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,2.83,2026-07-21,68,-23.32,4.24,5.3,8.48,2.12,True,2026-04-13,2.95,5.3,8.48,2.12,True,1.02,4.07,-2.03,True,-0.35,8.48,-1.06,True,-4.41,4.07,-5.08,True,1.06,8.48,-1.06,True,-3.05,4.07,-5.08,True,-3.18,8.48,-4.59,True,-7.12,4.07,-8.47,True
v1,2026-04-10,000988,华工科技,14,不推送,50.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热,-,2026-04-10,115.92,2026-07-29,74,-13.51,-0.91,7.97,8.01,-0.91,True,2026-04-13,114.86,7.97,8.01,-0.91,True,8.97,9.0,0.0,True,-3.12,8.01,-4.59,True,-2.23,9.0,-3.71,True,0.66,8.01,-6.96,True,1.58,9.0,-6.1,True,-0.52,8.01,-6.96,True,0.4,9.0,-6.1,True
v1,2026-04-10,002074,国轩高科,15,观察池,68.0,False,post_close,2026-04-10 15:00:00,人气Top20；当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；首次上榜即强势,放量过猛；v1每日精选未入前5,2026-04-10,38.81,2026-08-11,83,-28.6,-0.03,1.78,1.78,-0.8,True,2026-04-13,38.8,1.78,1.78,-0.8,True,1.8,1.8,-0.77,True,-0.23,3.04,-0.8,True,-0.21,3.07,-0.77,True,3.66,4.23,-0.8,True,3.69,4.25,-0.77,True,2.76,6.91,-0.8,True,2.78,6.93,-0.77,True
v1,2026-04-10,600666,奥瑞德,16,不推送,16.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,6.3,2026-07-21,68,-50.0,-4.6,1.9,3.17,-4.6,True,2026-04-13,6.01,1.9,3.17,-4.6,True,6.82,8.15,0.0,True,-1.11,7.3,-4.6,True,3.66,12.48,0.0,True,12.54,16.19,-4.6,True,17.97,21.8,0.0,True,-4.92,20.16,-6.35,True,-0.33,25.96,-1.83,True
v1,2026-04-10,300390,天华新能,17,观察池,72.0,False,post_close,2026-04-10 15:00:00,人气Top20；当日涨停附近；放量仍可控；近5日趋势升温；站上20日线且不过热；首次上榜即强势,v1每日精选未入前5,2026-04-10,68.3,2026-07-21,68,-18.27,1.55,17.42,19.62,1.43,True,2026-04-13,69.36,17.42,19.62,1.43,True,15.63,17.79,-0.12,True,12.64,19.62,1.43,True,10.91,17.79,-0.12,True,28.54,33.24,1.43,True,26.57,31.2,-0.12,True,33.24,35.84,1.43,True,31.2,33.77,-0.12,True
v1,2026-04-10,002281,光迅科技,18,不推送,21.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量；近5日强势延续；站上20日线且不过热,当日转弱；收盘承接偏弱；短线涨幅偏高,2026-04-10,107.82,2026-07-22,69,77.98,-0.49,5.48,7.48,-0.49,True,2026-04-13,107.29,5.48,7.48,-0.49,True,6.0,8.01,0.0,True,-1.04,7.48,-2.06,True,-0.55,8.01,-1.58,True,8.36,8.36,-2.06,True,8.89,8.89,-1.58,True,19.37,25.83,-2.06,True,19.96,26.45,-1.58,True
v1,2026-04-10,002714,牧原股份,19,不推送,0.0,False,post_close,2026-04-10 15:00:00,人气Top20；温和放量,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方,2026-04-10,43.01,2026-07-22,69,-8.3,-0.02,2.7,3.46,-0.84,True,2026-04-13,43.0,2.7,3.46,-0.84,True,2.72,3.49,-0.81,True,7.07,7.84,-0.84,True,7.09,7.86,-0.81,True,4.88,7.84,-0.84,True,4.91,7.86,-0.81,True,-0.67,7.84,-1.28,True,-0.65,7.86,-1.26,True
v1,2026-04-10,002418,康盛股份,20,强推观察,94.0,True,post_close,2026-04-10 15:00:00,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；首次上榜即强势；v1每日精选入选,-,2026-04-10,5.69,2026-08-27,95,-13.71,3.51,10.02,10.02,3.34,True,2026-04-13,5.89,10.02,10.02,3.34,True,6.28,6.28,-0.17,True,-3.34,10.54,-3.51,True,-6.62,6.79,-6.79,True,8.79,10.54,-3.87,True,5.09,6.79,-7.13,True,8.08,25.13,-3.87,True,4.41,20.88,-7.13,True
v1,2026-04-10,600103,青山纸业,21,观察池,74.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热,一字或近似一字，参与点差；v1每日精选未入前5,2026-04-10,3.91,2026-07-21,68,-33.25,9.72,2.05,9.72,1.28,True,2026-04-13,4.29,2.05,9.72,1.28,True,-6.99,0.0,-7.69,True,1.79,9.72,-0.26,True,-7.23,0.0,-9.09,True,9.72,14.07,-0.26,True,0.0,3.96,-9.09,True,23.79,46.04,-0.26,True,12.82,33.1,-9.09,True
v1,2026-04-10,600030,中信证券,22,不推送,32.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日强涨；近5日趋势升温；站上20日线且不过热,放量过猛,2026-04-10,25.9,2026-08-28,96,7.84,-1.08,0.73,1.47,-1.58,True,2026-04-13,25.62,0.73,1.47,-1.58,True,1.83,2.58,-0.51,True,-1.16,1.81,-1.58,True,-0.08,2.93,-0.51,True,-0.19,1.81,-1.58,True,0.9,2.93,-0.51,True,1.27,4.29,-1.58,True,2.38,5.43,-0.51,True
v1,2026-04-10,600487,亨通光电,23,不推送,8.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,55.98,2026-07-29,74,-11.13,-1.75,-4.45,-0.05,-5.14,True,2026-04-13,55.0,-4.45,-0.05,-5.14,True,-2.75,1.73,-3.45,True,-6.88,-0.05,-7.59,True,-5.22,1.73,-5.95,True,-0.59,0.21,-9.09,True,1.18,2.0,-7.47,True,24.22,27.37,-9.09,True,26.44,29.64,-7.47,True
v1,2026-04-10,002364,中恒电气,24,不推送,45.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热,量能不足；短线涨幅偏高；一字或近似一字，参与点差,2026-04-10,35.12,2026-07-21,68,13.87,9.99,9.99,9.99,9.99,True,2026-04-13,38.63,9.99,9.99,9.99,True,0.0,0.0,0.0,True,23.58,25.74,9.99,True,12.35,14.32,0.0,True,16.49,25.74,9.99,True,5.9,14.32,0.0,True,18.71,29.41,9.99,True,7.92,17.65,0.0,True
v1,2026-04-10,603459,红板科技,25,不推送,52.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；温和放量；站上20日线且不过热,-,2026-04-10,55.08,2026-07-21,68,39.8,-1.72,14.05,27.03,-1.72,True,2026-04-13,54.13,14.05,27.03,-1.72,True,16.05,29.26,0.0,True,24.18,27.03,-1.72,True,26.36,29.26,0.0,True,22.17,31.84,-1.72,True,24.31,34.16,0.0,True,9.11,31.84,-1.72,True,11.03,34.16,0.0,True
v1,2026-04-10,300207,欣旺达,26,不推送,38.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；近5日趋势升温；站上20日线且不过热,放量过猛,2026-04-10,28.63,2026-05-25,28,-16.24,0.31,1.08,2.97,-1.57,True,2026-04-13,28.72,1.08,2.97,-1.57,True,0.77,2.65,-1.88,True,1.64,5.13,-1.57,True,1.32,4.81,-1.88,True,2.65,5.13,-1.57,True,2.33,4.81,-1.88,True,-3.07,6.88,-9.54,True,-3.38,6.55,-9.82,True
v1,2026-04-10,000977,浪潮信息,27,不推送,44.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日上涨；放量仍可控；近5日趋势升温；站上20日线且不过热,-,2026-04-10,67.5,2026-09-02,99,26.95,-2.28,1.19,3.93,-2.56,True,2026-04-13,65.96,1.19,3.93,-2.56,True,3.55,6.35,-0.29,True,1.99,3.93,-2.56,True,4.37,6.35,-0.29,True,1.02,3.93,-2.56,True,3.38,6.35,-0.29,True,10.83,11.97,-2.56,True,13.42,14.58,-0.29,True
v1,2026-04-10,300750,宁德时代,28,不推送,42.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日上涨；收盘承接较强；放量仍可控；站上20日线且不过热,-,2026-04-10,409.09,2026-07-22,69,-9.0,0.49,2.72,4.24,0.0,True,2026-04-13,411.09,2.72,4.24,0.0,True,2.22,3.73,-0.49,True,3.67,5.73,-0.39,True,3.16,5.22,-0.88,True,6.89,10.76,-0.39,True,6.37,10.22,-0.88,True,8.75,10.76,-0.39,True,8.22,10.22,-0.88,True
v1,2026-04-10,600707,彩虹股份,29,不推送,47.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热,放量过猛；短线涨幅偏高,2026-04-10,7.02,2026-07-21,68,31.77,-1.0,-1.85,1.42,-3.28,True,2026-04-13,6.95,-1.85,1.42,-3.28,True,-0.86,2.45,-2.3,True,2.42,6.7,-4.42,True,3.45,7.77,-3.45,True,10.97,10.97,-4.42,True,12.09,12.09,-3.45,True,14.96,30.63,-4.42,True,16.12,31.94,-3.45,True
v1,2026-04-10,600743,华远控股,30,不推送,57.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；收在日内高位；放量仍可控；近5日强势延续,短线涨幅偏高；偏离20日线较大,2026-04-10,2.65,2026-07-20,67,-25.28,10.19,10.19,10.19,6.04,True,2026-04-13,2.92,10.19,10.19,6.04,True,0.0,0.0,-3.77,True,9.06,33.21,6.04,True,-1.03,20.89,-3.77,True,1.51,33.21,-3.4,True,-7.88,20.89,-12.33,True,-10.19,33.21,-10.19,True,-18.49,20.89,-18.49,True
v1,2026-04-10,002309,中利集团,31,不推送,0.0,False,post_close,2026-04-10 15:00:00,人气Top50；站上20日线且不过热,当日转弱；收盘承接偏弱；近5日趋势未确认,2026-04-10,4.4,2026-07-21,68,-37.27,-0.23,1.14,4.09,-5.0,True,2026-04-13,4.39,1.14,4.09,-5.0,True,1.37,4.33,-4.78,True,-8.41,4.09,-8.64,True,-8.2,4.33,-8.43,True,-9.55,4.09,-10.0,True,-9.34,4.33,-9.79,True,-6.36,4.09,-10.0,True,-6.15,4.33,-9.79,True
v1,2026-04-10,002594,比亚迪,32,不推送,32.0,False,post_close,2026-04-10 15:00:00,人气Top50；收盘承接较强；温和放量,-,2026-04-10,101.67,2026-08-21,91,-11.02,-0.1,2.54,3.27,-0.85,True,2026-04-13,101.57,2.54,3.27,-0.85,True,2.64,3.37,-0.75,True,1.34,3.27,-0.85,True,1.44,3.37,-0.75,True,2.08,4.23,-0.85,True,2.18,4.33,-0.75,True,-2.17,4.23,-2.92,True,-2.08,4.33,-2.83,True
v1,2026-04-10,300502,新易盛,33,观察池,60.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,v1每日精选未入前5,2026-04-10,522.5,2026-07-28,73,-22.12,-0.86,-1.87,-0.1,-4.3,True,2026-04-13,518.0,-1.87,-0.1,-4.3,True,-1.02,0.77,-3.47,True,-4.88,3.14,-6.22,True,-4.06,4.03,-5.4,True,12.73,12.91,-6.22,True,13.71,13.9,-5.4,True,2.83,20.15,-6.22,True,3.72,21.2,-5.4,True
v1,2026-04-10,002837,英维克,34,不推送,44.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日上涨；放量仍可控；近5日趋势升温；站上20日线且不过热,-,2026-04-10,99.05,2026-07-22,69,-38.91,0.01,3.85,4.29,0.0,True,2026-04-13,99.06,3.85,4.29,0.0,True,3.84,4.28,-0.01,True,6.32,12.77,0.0,True,6.31,12.76,-0.01,True,11.73,13.71,0.0,True,11.72,13.7,-0.01,True,-26.19,13.71,-27.13,True,-26.2,13.7,-27.14,True
v1,2026-04-10,600110,诺德股份,35,不推送,20.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,9.88,2026-07-21,68,-5.47,-3.34,3.14,4.76,-3.34,True,2026-04-13,9.55,3.14,4.76,-3.34,True,6.7,8.38,0.0,True,3.74,10.12,-3.34,True,7.33,13.93,0.0,True,1.11,10.12,-3.34,True,4.61,13.93,0.0,True,-1.21,10.12,-12.65,True,2.2,13.93,-9.63,True
v1,2026-04-10,601179,中国西电,36,不推送,22.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量,-,2026-04-10,16.08,2026-07-29,74,-14.99,-1.12,-1.62,-0.75,-3.61,True,2026-04-13,15.9,-1.62,-0.75,-3.61,True,-0.5,0.38,-2.52,True,10.07,10.7,-3.61,True,11.32,11.95,-2.52,True,6.9,10.7,-3.61,True,8.11,11.95,-2.52,True,7.03,15.11,-3.61,True,8.24,16.42,-2.52,True
v1,2026-04-10,603773,沃格光电,37,不推送,59.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热,短线涨幅偏高,2026-04-10,43.14,2026-07-21,68,96.22,-2.97,1.99,5.24,-2.97,True,2026-04-13,41.86,1.99,5.24,-2.97,True,5.11,8.46,0.0,True,14.79,14.79,-2.97,True,18.3,18.3,0.0,True,22.62,22.62,-2.97,True,26.37,26.37,0.0,True,35.14,52.99,-2.97,True,39.27,57.67,0.0,True
v1,2026-04-10,600111,北方稀土,38,不推送,20.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,51.75,2026-07-21,68,-23.94,2.51,1.14,3.09,0.27,True,2026-04-13,53.05,1.14,3.09,0.27,True,-1.34,0.57,-2.19,True,-4.54,3.09,-4.81,True,-6.88,0.57,-7.14,True,-4.89,3.09,-5.51,True,-7.22,0.57,-7.82,True,-8.71,3.09,-10.3,True,-10.95,0.57,-12.5,True
v1,2026-04-10,002491,通鼎互联,39,不推送,20.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,14.59,2026-08-14,86,34.68,-2.81,1.58,6.58,-4.87,True,2026-04-13,14.18,1.58,6.58,-4.87,True,4.51,9.66,-2.12,True,-2.67,6.58,-4.87,True,0.14,9.66,-2.12,True,3.7,9.46,-5.89,True,6.7,12.62,-3.17,True,7.27,24.74,-5.89,True,10.37,28.35,-3.17,True
v1,2026-04-10,002709,天赐材料,40,不推送,56.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日强涨；收在日内高位；放量仍可控；站上20日线且不过热,-,2026-04-10,46.72,2026-08-06,80,-15.99,-2.44,-0.66,0.51,-2.83,True,2026-04-13,45.58,-0.66,0.51,-2.83,True,1.82,3.03,-0.39,True,2.1,6.36,-2.83,True,4.65,9.02,-0.39,True,3.79,7.79,-2.83,True,6.38,10.49,-0.39,True,12.89,15.41,-2.83,True,15.71,18.3,-0.39,True
v1,2026-04-10,000592,平潭发展,41,不推送,4.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；站上20日线且不过热,当日转弱；收盘承接偏弱；近5日趋势未确认,2026-04-10,11.43,2026-09-01,98,-39.02,6.3,2.27,9.36,1.75,True,2026-04-13,12.15,2.27,9.36,1.75,True,-3.79,2.88,-4.28,True,-0.87,9.36,-3.94,True,-6.75,2.88,-9.63,True,-4.29,9.36,-4.37,True,-9.96,2.88,-10.04,True,-6.12,9.36,-7.0,True,-11.69,2.88,-12.51,True
v1,2026-04-10,603986,兆易创新,42,不推送,52.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日上涨；收盘承接较强；温和放量；近5日趋势升温,-,2026-04-10,265.09,2026-09-02,99,46.69,-1.54,-1.11,1.79,-1.58,True,2026-04-13,261.0,-1.11,1.79,-1.58,True,0.44,3.39,-0.04,True,3.08,8.23,-1.58,True,4.69,9.92,-0.04,True,8.72,11.25,-1.58,True,10.43,12.99,-0.04,True,12.02,22.7,-1.58,True,13.77,24.62,-0.04,True
v1,2026-04-10,000889,中嘉博创,43,不推送,47.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热,放量过猛；短线涨幅偏高,2026-04-10,4.35,2026-07-22,69,-8.28,-1.61,-9.89,0.0,-9.89,True,2026-04-13,4.28,-9.89,0.0,-9.89,True,-8.41,1.64,-8.41,True,8.97,8.97,-10.57,True,10.75,10.75,-9.11,True,21.61,25.06,-10.57,True,23.6,27.1,-9.11,True,10.11,25.29,-10.57,True,11.92,27.34,-9.11,True
v1,2026-04-10,002297,博云新材,44,不推送,0.0,False,post_close,2026-04-10 15:00:00,人气Top50；放量仍可控,当日转弱；收盘承接偏弱,2026-04-10,10.98,2026-07-21,68,61.57,10.02,10.02,10.02,10.02,True,2026-04-13,12.08,10.02,10.02,10.02,True,0.0,0.0,0.0,True,33.15,33.15,10.02,True,21.03,21.03,0.0,True,61.11,61.11,10.02,True,46.44,46.44,0.0,True,103.1,104.46,10.02,True,84.6,85.84,0.0,True
v1,2026-04-10,002463,沪电股份,45,不推送,42.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热,-,2026-04-10,88.32,2026-08-28,96,39.27,-2.63,-0.17,2.04,-2.73,True,2026-04-13,86.0,-0.17,2.04,-2.73,True,2.52,4.79,-0.1,True,4.48,11.67,-2.73,True,7.3,14.69,-0.1,True,10.01,11.96,-2.73,True,12.98,14.98,-0.1,True,15.35,23.14,-2.73,True,18.47,26.47,-0.1,True
v1,2026-04-10,301696,三瑞智能,46,不推送,4.0,False,post_close,2026-04-10 15:00:00,人气Top50；站上20日线且不过热,收盘承接偏弱,2026-04-10,92.0,2026-07-21,68,9.1,13.48,28.8,31.52,10.87,True,2026-04-13,104.4,28.8,31.52,10.87,True,13.51,15.9,-2.3,True,23.9,34.78,10.87,True,9.19,18.77,-2.3,True,14.43,34.78,10.87,True,0.84,18.77,-2.3,True,0.59,34.78,0.24,True,-11.36,18.77,-11.67,True
v1,2026-04-10,002460,赣锋锂业,47,不推送,44.0,False,post_close,2026-04-10 15:00:00,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热,上影线偏长,2026-04-10,83.98,2026-07-21,68,-43.21,-0.17,0.48,2.76,-1.16,True,2026-04-13,83.84,0.48,2.76,-1.16,True,0.64,2.93,-0.99,True,-2.16,5.36,-2.55,True,-1.99,5.53,-2.39,True,0.1,5.36,-2.55,True,0.26,5.53,-2.39,True,1.2,5.36,-5.93,True,1.37,5.53,-5.77,True
v1,2026-04-10,002361,神剑股份,48,不推送,8.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；站上20日线且不过热,收盘承接偏弱；近5日趋势未确认；上影线偏长,2026-04-10,16.49,2026-07-21,68,-43.0,-0.06,1.27,5.4,-1.88,True,2026-04-13,16.48,1.27,5.4,-1.88,True,1.33,5.46,-1.82,True,12.43,12.43,-1.88,True,12.5,12.5,-1.82,True,13.71,23.65,-1.88,True,13.77,23.73,-1.82,True,30.14,45.24,-1.88,True,30.22,45.33,-1.82,True
v1,2026-04-10,002131,利欧股份,49,不推送,20.0,False,post_close,2026-04-10 15:00:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,2026-04-10,7.99,2026-09-02,99,-40.05,-1.0,0.75,2.5,-1.38,True,2026-04-13,7.91,0.75,2.5,-1.38,True,1.77,3.54,-0.38,True,-2.13,3.88,-2.63,True,-1.14,4.93,-1.64,True,-0.75,3.88,-2.63,True,0.25,4.93,-1.64,True,-8.14,5.38,-11.51,True,-7.21,6.45,-10.62,True
