signal_date,code,name,rank,popularity_score,source,capture_type,snapshot_time,first_seen_date,appearance_count,consecutive_days,previous_rank,rank_change,price_status,price_date,open,close,high,low,volume,day_return_pct,pre3_return_pct,pre5_return_pct,close_position,volume_ratio_5,dist_ma5_pct,dist_ma10_pct,dist_ma20_pct,dist_high60_pct,upper_shadow_pct,limit_up_like,one_word_like,price_lag_days
2026-04-20,601778,晶科科技,9,13688.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,5,5,5.0,-4.0,ok,2026-04-20,6.8,6.51,6.86,6.38,8134380.0,-5.79,7.6,18.8,0.271,1.22,1.21,12.71,17.92,-11.19,0.125,False,False,0.0
2026-04-20,002565,顺灏股份,10,13631.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,5,5,15.0,5.0,ok,2026-04-20,18.95,20.29,20.56,18.95,2680636.0,7.24,14.63,23.57,0.832,1.2,10.32,15.63,20.58,-1.31,0.168,False,False,0.0
2026-04-20,600118,中国卫星,11,13404.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,85.99,94.52,94.52,85.99,771789.0,10.0,9.55,17.42,1.0,1.61,8.24,13.69,16.57,-13.2,0.0,True,False,0.0
2026-04-20,002418,康盛股份,12,12936.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,6,2,18.0,6.0,ok,2026-04-20,6.81,6.81,6.81,6.8,628090.0,10.02,23.82,8.79,1.0,0.23,12.64,19.45,32.83,0.0,0.0,True,True,0.0
2026-04-20,002217,合力泰,13,12763.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,6.0,-7.0,ok,2026-04-20,2.91,2.95,2.95,2.91,2480961.0,10.07,22.41,18.0,1.0,0.95,13.72,16.69,20.75,-10.06,0.0,True,False,0.0
2026-04-20,600666,奥瑞德,14,12346.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,8.0,-6.0,ok,2026-04-20,7.07,7.16,7.57,7.07,7028012.0,0.99,14.93,11.53,0.18,1.18,5.89,9.31,17.56,-5.42,0.82,False,False,0.0
2026-04-20,300476,胜宏科技,15,11971.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,6,2,59.0,44.0,ok,2026-04-20,329.0,343.0,349.79,326.9,544758.0,5.08,16.1,15.82,0.703,1.07,8.79,14.98,23.06,-1.94,0.297,False,False,0.0
2026-04-20,603778,国晟科技,16,11842.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,24.0,8.0,ok,2026-04-20,24.82,26.68,26.68,24.82,868160.0,10.02,-0.48,-19.4,1.0,0.97,-0.4,-9.46,-2.86,-22.15,0.0,True,False,0.0
2026-04-20,002149,西部材料,17,11554.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,4,2,75.0,58.0,ok,2026-04-20,54.81,60.28,60.28,54.32,826012.0,10.0,12.36,32.63,1.0,1.01,10.66,19.69,23.4,0.0,0.0,True,False,0.0
2026-04-20,600103,青山纸业,18,11540.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,4,2,72.0,54.0,ok,2026-04-20,4.28,4.73,4.73,4.26,5352320.0,10.0,18.55,18.25,1.0,1.45,11.35,18.55,27.03,0.0,0.0,True,False,0.0
2026-04-20,002428,云南锗业,19,11452.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,3,2,16.0,-3.0,ok,2026-04-20,63.86,68.2,68.2,63.68,1157818.0,10.0,19.34,23.71,1.0,1.31,12.69,18.18,28.77,0.0,0.0,True,False,0.0
2026-04-20,002309,中利集团,20,11358.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,5,1,66.0,46.0,ok,2026-04-20,4.03,4.38,4.38,4.03,4832630.0,10.05,8.68,-1.57,1.0,1.23,5.69,-1.77,-4.54,-19.34,0.0,True,False,0.0
2026-04-20,002202,金风科技,21,10727.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,49.0,28.0,ok,2026-04-20,25.14,26.59,26.95,25.03,2803097.0,4.73,6.27,10.15,0.813,1.42,4.45,8.06,3.74,-20.15,0.187,False,False,0.0
2026-04-20,600879,航天电子,22,10694.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,3,1,60.0,38.0,ok,2026-04-20,23.49,25.53,25.66,23.49,3050304.0,9.01,10.04,19.35,0.94,1.88,8.34,13.99,16.72,-18.85,0.06,False,False,0.0
2026-04-20,000547,航天发展,23,10460.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,4,1,47.0,24.0,ok,2026-04-20,26.88,28.75,29.5,26.7,3137167.0,6.56,3.9,8.82,0.732,1.69,4.19,6.01,5.55,-17.0,0.268,False,False,0.0
2026-04-20,600522,中天科技,24,10428.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,3,2,29.0,5.0,ok,2026-04-20,28.9,30.95,30.95,28.83,2247838.0,9.99,11.33,8.52,1.0,1.35,8.05,5.31,7.69,-3.82,0.0,True,False,0.0
2026-04-20,002131,利欧股份,25,9954.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,65.0,40.0,ok,2026-04-20,7.92,8.31,8.45,7.89,7969478.0,4.4,6.27,3.23,0.75,1.56,3.2,4.55,7.32,-20.1,0.25,False,False,0.0
2026-04-20,002837,英维克,26,9923.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,6,2,60.0,34.0,ok,2026-04-20,113.2,121.08,121.74,111.68,847987.0,9.41,14.97,17.71,0.934,1.51,9.47,18.2,25.11,-0.54,0.066,False,False,0.0
2026-04-20,002414,高德红外,27,9891.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,13.8,13.69,13.85,13.57,802546.0,-0.65,4.66,-0.36,0.429,1.06,1.62,2.03,4.23,-26.48,0.179,False,False,0.0
2026-04-20,603178,圣龙股份,28,9410.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,91.0,63.0,ok,2026-04-20,18.23,19.16,19.16,17.99,319495.0,9.99,23.53,22.27,1.0,9.32,14.52,19.05,22.28,0.0,0.0,True,False,0.0
2026-04-20,002560,通达股份,29,9387.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,47.0,18.0,ok,2026-04-20,14.65,15.27,15.27,14.43,1003765.0,10.01,8.76,6.93,1.0,0.71,7.67,9.99,24.8,0.0,0.0,True,False,0.0
2026-04-20,002491,通鼎互联,30,9365.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,6,4,39.0,9.0,ok,2026-04-20,16.3,16.64,16.64,16.25,717732.0,9.98,17.18,12.28,1.0,0.29,8.5,10.02,25.64,-0.12,0.0,True,False,0.0
2026-04-20,002342,巨力索具,31,9329.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,28.0,-3.0,ok,2026-04-20,19.2,19.47,20.0,18.8,2775632.0,2.15,6.45,19.16,0.558,1.02,5.27,16.61,31.89,-9.1,0.442,False,False,0.0
2026-04-20,002364,中恒电气,32,9204.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,61.0,29.0,ok,2026-04-20,41.48,43.7,44.17,40.41,1194186.0,6.82,0.69,13.12,0.875,1.25,2.44,16.35,33.64,-1.06,0.125,False,False,0.0
2026-04-20,601698,中国卫通,33,9062.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,33.99,37.38,37.38,33.9,1265841.0,10.01,10.04,14.28,1.0,2.52,7.95,11.55,14.02,-12.05,0.0,True,False,0.0
2026-04-20,002242,九阳股份,34,8775.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,10.23,11.25,11.25,10.06,338138.0,9.97,15.03,16.1,1.0,4.28,10.21,13.0,14.46,0.0,0.0,True,False,0.0
2026-04-20,600330,天通股份,35,8592.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,3,2,9.0,-26.0,ok,2026-04-20,23.9,23.9,23.9,23.9,309827.0,9.99,20.71,21.81,1.0,0.23,12.96,20.28,32.34,0.0,0.0,True,True,0.0
2026-04-20,600821,金开新能,36,8438.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,4,4,46.0,10.0,ok,2026-04-20,8.9,9.39,9.45,8.85,3995967.0,3.41,6.22,13.68,0.9,1.27,5.41,10.12,3.56,-23.03,0.1,False,False,0.0
2026-04-20,002536,飞龙股份,37,8367.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,3,1,41.0,4.0,ok,2026-04-20,37.26,40.96,40.96,36.51,365783.0,9.99,14.41,17.67,1.0,0.68,9.96,17.98,28.89,-1.7,0.0,True,False,0.0
2026-04-20,002081,金螳螂,38,8349.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,3.74,4.08,4.08,3.68,1934022.0,9.97,21.07,21.43,1.0,6.92,14.09,17.78,20.19,0.0,0.0,True,False,0.0
2026-04-20,600156,华升股份,39,8314.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,55.0,16.0,ok,2026-04-20,9.28,10.19,10.19,9.28,356662.0,10.04,33.2,29.81,1.0,1.65,17.61,25.25,27.97,0.0,0.0,True,False,0.0
2026-04-20,601138,工业富联,40,8219.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,17.0,-23.0,ok,2026-04-20,61.89,61.51,63.33,61.01,2131508.0,0.89,6.38,10.43,0.216,1.11,3.02,6.98,13.99,-3.89,0.621,False,False,0.0
2026-04-20,603402,陕西旅游,41,8198.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,137.11,136.88,137.99,135.1,13126.0,-0.01,-1.43,4.15,0.616,0.74,-0.52,1.52,1.6,-19.39,0.304,False,False,0.0
2026-04-20,600105,永鼎股份,42,8169.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,21.0,-21.0,ok,2026-04-20,41.31,41.8,43.86,40.72,1853075.0,1.21,11.35,8.01,0.344,0.92,5.94,12.31,29.19,-4.7,0.656,False,False,0.0
2026-04-20,300308,中际旭创,43,7889.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,11.0,-32.0,ok,2026-04-20,849.0,850.0,878.98,840.58,272631.0,0.0,8.98,15.18,0.245,0.89,4.64,12.85,25.74,-3.3,0.755,False,False,0.0
2026-04-20,000890,法尔胜,44,7854.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,4,1,76.0,32.0,ok,2026-04-20,12.56,13.55,13.6,12.31,792859.0,9.19,6.19,3.04,0.961,1.04,7.18,-3.1,-4.1,-23.06,0.039,False,False,0.0
2026-04-20,600703,三安光电,45,7783.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,4,2,3.0,-42.0,ok,2026-04-20,13.5,13.65,13.92,13.34,4371502.0,2.32,12.44,9.64,0.534,1.64,7.51,9.96,8.74,-27.28,0.466,False,False,0.0
2026-04-20,000889,中嘉博创,46,7777.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,43.0,-3.0,ok,2026-04-20,5.42,5.14,5.45,5.03,2555625.0,-2.84,8.44,31.12,0.262,1.0,4.98,18.03,33.71,-5.69,0.071,False,False,0.0
2026-04-20,300750,宁德时代,47,7453.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,30.0,-17.0,ok,2026-04-20,426.09,425.59,430.99,419.1,529278.0,-2.68,0.35,1.28,0.546,1.19,-1.39,2.99,5.26,-6.07,0.412,False,False,0.0
2026-04-20,603773,沃格光电,48,7423.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,3,2,53.0,5.0,ok,2026-04-20,56.6,58.19,58.19,56.2,95725.0,10.0,17.51,32.25,1.0,0.37,14.67,29.71,45.97,0.0,0.0,True,False,0.0
2026-04-20,601869,长飞光纤,49,7399.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,23.0,-26.0,ok,2026-04-20,374.23,385.0,401.98,374.23,210116.0,5.22,7.36,4.29,0.388,1.16,4.48,3.67,17.33,-4.22,0.612,False,False,0.0
2026-04-20,600707,彩虹股份,50,7390.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,3,2,27.0,-23.0,ok,2026-04-20,8.27,8.57,8.57,8.08,1107222.0,10.01,19.19,24.38,1.0,0.77,14.39,23.99,36.32,0.0,0.0,True,False,0.0
2026-04-20,000815,美利云,51,7326.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-13,6,6,77.0,26.0,ok,2026-04-20,21.62,21.95,22.1,21.34,1509227.0,1.62,8.72,8.23,0.803,1.12,2.7,6.67,8.12,-4.98,0.197,False,False,0.0
2026-04-20,000977,浪潮信息,52,7205.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,3,1,90.0,38.0,ok,2026-04-20,69.45,73.12,75.05,69.45,1486776.0,7.17,6.16,6.99,0.655,1.87,5.51,9.21,17.64,-2.57,0.345,False,False,0.0
2026-04-20,603629,利通电子,53,7194.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-13,6,6,10.0,-43.0,ok,2026-04-20,108.0,107.28,109.97,104.0,544925.0,1.75,21.98,47.61,0.549,1.23,12.58,29.12,47.69,-2.45,0.33,False,False,0.0
2026-04-20,002498,汉缆股份,54,7190.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,3,1,24.0,-30.0,ok,2026-04-20,8.84,9.4,9.5,8.72,3055522.0,6.46,10.59,22.08,0.872,1.52,8.17,14.4,12.68,-14.16,0.128,False,False,0.0
2026-04-20,600410,华胜天成,55,7111.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,19.0,-36.0,ok,2026-04-20,29.4,28.99,29.88,28.82,2065206.0,0.17,7.85,8.33,0.16,1.18,3.45,5.51,10.19,-15.51,0.453,False,False,0.0
2026-04-20,002328,新朋股份,56,7050.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,25.0,-31.0,ok,2026-04-20,13.01,12.51,13.07,12.32,1595887.0,-3.77,0.08,16.26,0.253,0.82,-1.11,13.85,38.58,-7.88,0.08,False,False,0.0
2026-04-20,600089,特变电工,57,6690.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,82.0,25.0,ok,2026-04-20,27.34,27.89,28.0,26.81,2168589.0,2.09,-1.17,3.6,0.908,1.16,0.42,2.59,1.99,-16.2,0.092,False,False,0.0
2026-04-20,603601,再升科技,58,6504.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-13,5,4,97.0,39.0,ok,2026-04-20,14.89,15.57,15.95,14.8,2543360.0,5.42,8.73,13.48,0.67,1.09,5.36,9.22,12.76,-2.38,0.33,False,False,0.0
2026-04-20,600498,烽火通信,59,6486.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,5,2,63.0,4.0,ok,2026-04-20,50.6,52.97,53.88,50.59,1323371.0,7.51,9.26,5.58,0.723,1.55,5.88,4.33,8.42,-14.26,0.277,False,False,0.0
2026-04-20,002506,协鑫集成,60,6402.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-13,4,1,86.0,26.0,ok,2026-04-20,4.49,4.65,4.67,4.43,7399884.0,4.49,6.41,1.97,0.917,1.47,4.12,4.19,-3.31,-26.89,0.083,False,False,0.0
2026-04-20,600206,有研新材,61,6380.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,23.67,25.62,25.62,23.58,1073308.0,10.0,16.14,13.21,1.0,2.39,10.35,14.67,20.27,-3.61,0.0,True,False,0.0
2026-04-20,000988,华工科技,62,6281.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,26.0,-36.0,ok,2026-04-20,115.18,114.98,118.2,113.7,927997.0,-1.46,2.39,-8.13,0.284,0.82,-0.35,0.2,3.47,-18.69,0.671,False,False,0.0
2026-04-20,002384,东山精密,63,6257.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,34.0,-29.0,ok,2026-04-20,162.08,157.0,168.2,155.7,1084234.0,-3.15,7.68,6.93,0.104,1.13,3.23,11.22,26.94,-6.66,0.49,False,False,0.0
2026-04-20,000592,平潭发展,64,6225.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,6,4,84.0,20.0,ok,2026-04-20,11.31,11.4,11.55,11.22,2736374.0,4.2,0.62,-2.48,0.545,1.07,1.64,-1.3,-0.48,-13.64,0.455,False,False,0.0
2026-04-20,603538,美诺华,65,6220.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,81.0,16.0,ok,2026-04-20,53.34,51.41,53.51,50.75,488199.0,-2.08,-7.37,6.95,0.239,0.74,-3.5,4.47,19.34,-10.26,0.062,False,False,0.0
2026-04-20,002600,领益智造,66,6050.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,35.0,-31.0,ok,2026-04-20,14.29,14.64,14.85,14.03,2439697.0,6.16,7.81,6.47,0.744,2.74,5.13,7.47,10.49,-12.18,0.256,False,False,0.0
2026-04-20,603052,可川科技,67,6037.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,79.0,12.0,ok,2026-04-20,87.35,91.69,91.69,83.33,193844.0,10.01,33.12,30.72,1.0,2.07,17.63,26.93,35.81,0.0,0.0,True,False,0.0
2026-04-20,002015,协鑫能科,68,5983.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,4,4,52.0,-16.0,ok,2026-04-20,18.54,19.16,19.58,18.54,2022333.0,3.4,7.64,9.42,0.596,1.2,4.63,6.98,7.4,-16.66,0.404,False,False,0.0
2026-04-20,002263,大东南,69,5961.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,83.0,14.0,ok,2026-04-20,4.93,5.13,5.22,4.9,4130997.0,3.01,9.15,2.81,0.719,0.94,2.93,4.95,15.66,-4.11,0.281,False,False,0.0
2026-04-20,002990,盛视科技,70,5953.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,5,5,20.0,-50.0,ok,2026-04-20,54.01,49.0,54.05,48.39,422964.0,-3.83,16.36,40.8,0.108,1.91,8.09,24.79,42.57,-9.34,0.007,False,False,0.0
2026-04-20,002008,大族激光,71,5871.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,3,1,64.0,-7.0,ok,2026-04-20,88.59,89.18,91.68,86.7,462654.0,1.85,13.19,17.68,0.498,0.96,4.94,13.06,26.15,-2.73,0.502,False,False,0.0
2026-04-20,002471,中超控股,72,5856.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,3,1,69.0,-3.0,ok,2026-04-20,9.14,9.54,9.7,9.08,2805692.0,4.38,4.95,9.66,0.742,1.38,4.17,5.87,8.19,-12.24,0.258,False,False,0.0
2026-04-20,603459,红板科技,73,5719.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,4,1,30.0,-43.0,ok,2026-04-20,65.73,62.91,65.75,62.56,334094.0,-6.51,-8.03,0.14,0.11,0.82,-4.53,1.95,1.95,-13.37,0.006,False,False,0.0
2026-04-20,600601,方正科技,74,5641.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,11.08,11.75,11.75,11.08,1996869.0,10.02,13.42,12.01,1.0,1.67,8.78,11.98,15.64,-9.48,0.0,True,False,0.0
2026-04-20,600150,中国船舶,75,5636.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,33.12,35.28,35.42,33.09,1796601.0,6.81,7.86,8.02,0.94,3.22,5.79,7.34,10.49,-10.57,0.06,False,False,0.0
2026-04-20,000533,顺钠股份,76,5614.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,3,1,66.0,-10.0,ok,2026-04-20,14.85,15.98,16.18,14.74,1337790.0,6.25,-0.87,8.41,0.861,1.15,2.77,6.5,5.41,-26.83,0.139,False,False,0.0
2026-04-20,000657,中钨高新,77,5571.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,4,4,41.0,-36.0,ok,2026-04-20,57.16,58.54,60.75,57.16,1441616.0,4.31,24.08,21.08,0.384,1.22,11.01,15.41,18.52,-18.13,0.616,False,False,0.0
2026-04-20,002281,光迅科技,78,5525.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,5,2,12.0,-66.0,ok,2026-04-20,122.0,120.05,125.66,119.38,764715.0,2.76,12.51,5.56,0.107,1.26,6.96,11.01,24.41,-4.46,0.583,False,False,0.0
2026-04-20,300342,天银机电,79,5511.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,57.3,63.02,66.66,57.0,820185.0,10.35,16.25,16.94,0.623,1.45,11.06,11.5,16.98,-5.46,0.377,True,False,0.0
2026-04-20,600961,株冶集团,80,5448.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,66.0,-14.0,ok,2026-04-20,24.3,24.3,24.3,24.3,50869.0,10.0,33.15,33.66,1.0,0.31,17.85,26.32,34.01,-11.57,0.0,True,True,0.0
2026-04-20,601899,紫金矿业,81,5352.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,88.0,7.0,ok,2026-04-20,34.86,34.82,35.29,34.7,2256403.0,0.26,-0.26,3.45,0.203,0.95,-0.26,1.55,4.07,-22.52,0.729,False,False,0.0
2026-04-20,001330,博纳影业,82,5331.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-17,2,2,51.0,-31.0,ok,2026-04-20,8.37,8.39,8.65,8.14,2231347.0,1.94,15.72,15.56,0.49,2.19,8.09,12.72,17.56,-38.85,0.51,False,False,0.0
2026-04-20,600396,华电辽能,83,5134.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,95.0,12.0,ok,2026-04-20,7.06,7.39,7.51,6.9,2468597.0,3.5,-8.2,1.23,0.803,0.88,-2.51,-0.38,-3.55,-22.13,0.197,False,False,0.0
2026-04-20,002300,太阳电缆,84,4901.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,9.57,10.42,10.42,9.45,704860.0,10.03,4.93,10.26,1.0,1.89,6.26,8.3,9.27,-16.31,0.0,True,False,0.0
2026-04-20,002980,华盛昌,85,4890.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-13,5,2,44.0,-41.0,ok,2026-04-20,75.18,78.0,79.56,73.0,267718.0,6.67,10.58,33.77,0.762,1.31,10.71,25.23,50.63,-1.96,0.238,False,False,0.0
2026-04-20,603687,大胜达,86,4879.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-16,3,3,92.0,6.0,ok,2026-04-20,19.2,19.09,19.88,18.48,1054443.0,-0.83,5.82,12.36,0.436,1.21,3.06,7.08,14.53,-8.22,0.486,False,False,0.0
2026-04-20,300265,通光线缆,87,4877.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,18.89,21.38,21.5,18.88,1122293.0,13.91,8.42,13.18,0.954,2.14,8.67,9.65,13.99,-2.77,0.046,True,False,0.0
2026-04-20,605222,起帆电缆,88,4860.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,29.05,31.24,31.24,28.8,201949.0,10.0,21.09,29.84,1.0,0.9,15.28,23.43,33.45,0.0,0.0,True,False,0.0
2026-04-20,002594,比亚迪,89,4828.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,6,1,50.0,-39.0,ok,2026-04-20,103.78,102.91,103.95,102.62,383677.0,-0.84,-0.12,-1.29,0.218,0.71,-0.87,0.57,-0.43,-7.97,0.128,False,False,0.0
2026-04-20,000725,京东方A,90,4806.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,4.06,4.19,4.24,4.05,11904594.0,4.23,4.75,3.97,0.737,2.82,3.41,4.02,5.05,-8.91,0.263,False,False,0.0
2026-04-20,002463,沪电股份,91,4737.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-10,7,7,76.0,-15.0,ok,2026-04-20,97.0,98.0,101.32,96.35,782441.0,0.35,5.63,10.52,0.332,0.83,2.0,8.44,15.6,-3.28,0.668,False,False,0.0
2026-04-20,002792,通宇通讯,92,4736.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,3,1,80.0,-12.0,ok,2026-04-20,50.36,52.88,55.0,50.2,785049.0,3.65,12.18,16.97,0.558,1.23,6.42,9.45,17.6,-7.79,0.442,False,False,0.0
2026-04-20,600152,维科技术,93,4729.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,4,2,33.0,-60.0,ok,2026-04-20,14.31,13.93,15.29,13.63,1369898.0,0.22,15.41,28.86,0.181,1.08,8.1,21.69,29.31,-8.89,0.59,False,False,0.0
2026-04-20,600176,中国巨石,94,4710.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-13,3,1,85.0,-9.0,ok,2026-04-20,33.08,31.71,33.28,31.5,1718987.0,-5.34,1.96,-1.25,0.118,1.13,-2.0,4.05,14.57,-8.09,0.112,False,False,0.0
2026-04-20,603906,龙蟠科技,95,4701.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-16,3,3,80.0,-15.0,ok,2026-04-20,25.92,27.31,27.68,25.92,958510.0,5.08,19.94,21.87,0.79,1.62,9.42,16.19,21.97,-1.34,0.21,False,False,0.0
2026-04-20,300136,信维通信,96,4661.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,3,2,50.0,-46.0,ok,2026-04-20,71.67,77.8,79.0,71.58,1544593.0,3.86,13.58,22.44,0.838,1.65,8.18,14.81,19.56,-17.74,0.162,False,False,0.0
2026-04-20,600839,四川长虹,97,4641.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-15,2,1,30.0,-67.0,ok,2026-04-20,9.18,9.57,9.88,9.16,2198817.0,3.91,2.35,9.87,0.569,1.44,3.8,6.9,8.65,-15.01,0.431,False,False,0.0
2026-04-20,600986,浙文互联,98,4628.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-16,2,1,55.0,-43.0,ok,2026-04-20,10.83,11.3,11.55,10.81,2271968.0,4.82,10.57,7.72,0.662,1.23,4.96,8.29,13.03,-31.43,0.338,False,False,0.0
2026-04-20,002413,雷科防务,99,4624.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-20,1,1,,,ok,2026-04-20,13.52,14.08,14.09,13.52,1882814.0,4.22,4.45,7.56,0.982,1.78,3.47,4.82,6.82,-19.54,0.018,False,False,0.0
2026-04-20,600664,哈药股份,100,4612.0,10jqka,post_close,2026-04-20 15:00:00,2026-04-14,4,1,23.0,-77.0,ok,2026-04-20,4.05,4.28,4.34,4.03,3621556.0,2.64,-3.6,16.62,0.806,0.97,0.33,6.68,15.02,-12.3,0.194,False,False,0.0
2026-04-21,601899,紫金矿业,1,45344.0,10jqka,post_close,2026-04-21 15:00:00,2026-04-10,8,8,81.0,80.0,ok,2026-04-21,34.98,35.66,35.68,34.5,3119791.0,2.41,1.02,2.47,0.983,1.26,1.64,3.02,5.78,-20.65,0.017,False,False,0.0
2026-04-21,600118,中国卫星,2,38606.0,10jqka,post_close,2026-04-21 15:00:00,2026-04-20,2,2,11.0,9.0,ok,2026-04-21,98.0,100.2,100.6,96.5,1192320.0,6.01,17.21,18.73,0.902,2.12,10.74,17.03,21.89,-7.99,0.098,False,False,0.0
2026-04-21,002342,巨力索具,3,36591.0,10jqka,post_close,2026-04-21 15:00:00,2026-04-10,8,8,31.0,28.0,ok,2026-04-21,19.0,21.42,21.42,18.47,2893097.0,10.02,15.72,24.9,1.0,1.06,10.7,22.05,40.37,0.0,0.0,True,False,0.0
