signal_date,code,name,rank,push_level,emotion_score,observed_days,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,latest_return_pct,best_return_available,return_3d_pct,return_5d_pct,open_buy_return_3d_pct,open_buy_return_5d_pct,return_10d_pct,max_gain_3d_pct,max_gain_5d_pct,max_gain_10d_pct,reasons,risks,strategy_version
2026-05-25,688347,华虹公司,50,观察池,59.4,41,0.0,3.55,6.55,81.59,81.59,16.22,3.77,16.22,3.77,-0.47,20.11,20.11,20.11,人气Top50；当日涨停附近；收在日内高位；温和放量；市场强势且个股相对强势；v4多头排列技术加分；v4筹码集中加分；v4主力资金强净流入；v4龙虎榜提示关注,短线涨幅过热；偏离20日线较大；v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；涨停封板不可买,v4
2026-06-10,600176,中国巨石,45,不推送,0.0,33,-0.66,4.32,5.92,-4.52,81.1,16.26,38.68,17.03,39.61,79.83,16.26,38.68,81.1,人气Top50；温和放量；站上20日线且不过热；连续上榜确认；v4筹码集中加分,收盘承接偏弱；弱市先收缩执行；v4短线偏离MA5过多；v4长上影承接转弱；v4正涨但收盘承接一般；v4获利盘结构偏弱；v4主力资金强净流出；v4拉升但资金未跟随,v4
2026-06-09,301526,国际复材,79,观察池,67.4,30,-2.17,-0.59,2.09,7.7,81.06,12.15,52.57,14.64,55.95,77.43,19.53,56.16,81.06,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；市场强势且个股相对强势；v4筹码集中加分；v4主力资金强净流入,v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；涨停封板不可买,v4
2026-06-11,600206,有研新材,18,不推送,47.2,28,4.26,-3.65,5.34,18.69,79.99,14.22,24.15,9.55,19.08,77.45,14.22,27.07,79.99,人气Top20；当日上涨；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认；v4筹码集中加分；v4主力资金强净流入；v4龙虎榜活跃,弱市先收缩执行；v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱,v4
2026-06-12,600667,太极实业,15,不推送,30.3,27,2.87,5.56,6.36,2.02,79.95,15.89,37.59,12.66,33.75,76.89,19.07,39.91,79.95,人气Top20；温和放量；站上20日线且不过热；持续霸榜；震荡市里保持相对强势；v4多头排列技术加分；v4筹码集中加分,当日转弱；收盘承接偏弱；热度可能进入后段；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-06-08,002636,金安国纪,55,观察池,50.55,31,10.0,10.0,10.0,3.86,79.51,32.54,52.14,20.49,38.31,69.8,33.1,53.17,79.51,当日涨停附近；收在日内高位；近5日强势延续；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4筹码集中加分；v4主力资金强净流入；v4龙虎榜提示关注,短线涨幅偏高；偏离20日线较大；后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；涨停封板不可买,v4
2026-05-20,300274,阳光电源,24,不推送,1.1,43,56.49,54.69,61.82,-2.65,79.32,56.43,72.19,-0.04,10.04,59.76,61.82,79.32,79.32,人气Top50；温和放量；连续上榜确认；人气排名明显上升；v4筹码集中加分；v4主力资金强净流入,当日转弱；近5日趋势未确认；仍在20日线下方；震荡市里相对走弱；市场健康度不足，收缩推送；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱,v4
2026-05-18,300274,阳光电源,95,不推送,0.0,45,44.05,47.21,50.89,-2.65,79.32,54.69,56.43,7.39,8.6,62.75,61.82,61.82,79.32,温和放量；v4筹码集中加分；v4主力资金强净流入,当日转弱；近5日趋势未确认；仍在20日线下方；震荡市里相对走弱；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；v4跌破短均线；v4获利盘结构偏弱,v4
2026-06-11,600353,旭光电子,38,观察池,99.2,27,3.54,-4.18,7.78,-4.41,79.29,15.97,40.31,12.0,35.52,60.25,15.97,40.31,79.29,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4筹码集中加分；v4主力资金强净流入；v4龙虎榜提示关注,v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；涨停封板不可买,v4
2026-06-16,600667,太极实业,8,不推送,75.4,25,-2.51,5.74,8.64,-6.92,79.03,25.54,28.0,28.78,31.29,79.03,27.66,28.0,79.03,人气Top10；当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；市场强势且个股相对强势；v4多头排列技术加分；v4沿短均线抬升；v4筹码集中加分,热度可能进入后段；v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-05-18,301308,江波龙,99,不推送,0.0,46,74.0,71.7,74.63,18.8,78.9,64.53,72.64,-5.44,-0.78,54.38,78.6,78.6,78.9,v4筹码集中加分；v4主力资金净流入,当日转弱；近5日趋势未确认；仍在20日线下方；震荡市里相对走弱；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；v4跌破短均线；v4获利盘结构偏弱；v4事件风险扣分（问询）,v4
2026-06-16,002409,雅克科技,98,不推送,8.4,25,-0.55,7.38,8.32,8.78,78.89,19.9,25.62,20.57,26.31,71.38,19.9,25.62,78.89,温和放量；近5日趋势升温；站上20日线且不过热；市场强势且个股相对强势；v4多头排列技术加分；v4筹码集中加分,当日转弱；收盘承接偏弱；v4短线偏离MA5过多；v4远离短中期均线；v4长上影承接转弱；v4获利盘结构偏弱；v4主力资金净流出,v4
2026-05-13,688146,中船特气,92,观察池,41.4,46,12.27,20.03,20.03,78.88,78.88,15.59,20.43,2.96,7.27,31.86,28.45,28.45,40.78,当日涨停附近；收在日内高位；温和放量；市场强势且个股相对强势；v4多头排列技术加分；v4筹码集中加分；v4主力资金强净流入；v4龙虎榜提示关注,短线涨幅过热；远离20日线过多；v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；涨停封板不可买,v4
2026-07-08,600206,有研新材,29,不推送,0.0,10,54.03,65.54,65.54,13.3,78.78,50.54,32.84,-2.26,-13.76,13.3,78.78,78.78,78.78,人气Top50；持续霸榜；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-06-08,301217,铜冠铜箔,62,不推送,64.55,31,4.16,8.54,9.73,-15.69,78.74,13.16,50.45,8.64,44.45,51.91,16.22,50.45,78.74,收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；弱市中个股相对抗跌；v4多头排列技术加分；v4沿短均线抬升；v4筹码集中加分,后段人气股在偏弱环境里更谨慎；v4短线偏离MA5过多；v4获利盘结构偏弱；v4主力资金净流出,v4
2026-06-15,300285,国瓷材料,70,观察池,101.4,26,0.52,6.52,10.05,-4.85,78.33,41.44,43.41,40.7,42.67,63.0,45.15,59.56,78.33,当日涨停附近；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势；v4多头排列技术加分；v4沿短均线抬升；v4筹码集中加分；v4主力资金强净流入,人气排名明显回落；v4获利盘结构偏弱；涨停封板不可买,v4
2026-05-06,002176,江特电机,80,不推送,0.0,53,70.61,68.33,72.02,-17.14,77.66,66.05,55.97,-2.67,-8.58,41.87,77.66,77.66,77.66,v4筹码集中加分,量能不足；近5日趋势未确认；仍在20日线下方；强势市里个股相对走弱；v4获利盘结构偏弱；v4主力资金强净流出；v4拉升但资金未跟随,v4
2026-05-06,603629,利通电子,7,观察池,79.4,54,56.43,54.56,62.63,15.56,77.23,58.99,68.65,1.64,7.81,77.16,69.5,69.5,77.23,人气Top10；当日涨停附近；收在日内高位；站上20日线且不过热；首次上榜即强势；市场强势且个股相对强势；v4筹码集中加分；v4主力资金强净流入,量能不足；近5日趋势未确认；v4获利盘结构偏弱；涨停封板不可买,v4
2026-06-10,600206,有研新材,20,观察池,79.2,29,0.59,6.2,8.87,26.05,76.49,10.27,23.42,9.62,22.7,74.19,11.88,26.49,76.49,人气Top20；当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；人气排名明显上升；弱市中个股相对抗跌；v4筹码集中加分；v4主力资金强净流入,v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；涨停封板不可买,v4
2026-05-07,600584,长电科技,84,不推送,33.0,53,-1.56,4.08,5.8,75.92,75.92,13.29,11.18,15.08,12.94,36.87,16.88,18.68,45.98,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；v4多头排列技术加分；v4筹码集中加分,人气排名明显回落；v4乖离率过大；v4获利盘结构偏弱；v4主力资金净流出；v4拉升但资金未跟随,v4
2026-06-12,603986,兆易创新,63,不推送,0.0,27,2.8,7.59,7.79,-2.38,75.85,21.72,43.25,18.4,39.34,74.47,21.72,43.25,75.85,温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；震荡市里相对走弱；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金净流出,v4
2026-05-18,002342,巨力索具,1,不推送,0.0,45,75.56,75.56,75.56,-20.42,75.56,42.63,42.3,-18.75,-18.94,29.02,75.56,75.56,75.56,人气Top3；持续霸榜；人气排名明显上升；v4筹码集中加分,当日转弱；收盘承接偏弱；量能不足；近5日趋势未确认；仍在20日线下方；热度可能进入后段；震荡市里相对走弱；市场健康度不足，收缩推送；Top3高热度拥挤，次日兑现风险；v4长上影承接转弱；v4跌破短均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-05-26,688347,华虹公司,67,不推送,4.65,40,-2.0,-3.06,3.63,75.37,75.37,6.41,1.83,8.58,3.91,2.24,16.0,16.0,16.0,当日上涨；温和放量；连续上榜确认；震荡市里保持相对强势；v4多头排列技术加分；v4筹码集中加分,短线涨幅过热；偏离20日线较大；后段人气股在偏弱环境里更谨慎；v4乖离率过大；v4远离短中期均线；v4获利盘结构偏弱；v4主力资金强净流出；v4拉升但资金未跟随,v4
2026-06-08,300285,国瓷材料,97,不推送,0.0,31,3.12,15.26,16.09,4.55,75.32,8.31,9.88,5.03,6.55,57.58,16.09,16.09,75.32,温和放量；近5日趋势升温；站上20日线且不过热；v4筹码集中加分,当日转弱；收盘承接偏弱；人气排名明显回落；弱市先收缩执行；后段人气股在偏弱环境里更谨慎；v4长上影承接转弱；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-07-08,601869,长飞光纤,65,不推送,0.0,10,57.15,65.58,65.83,37.35,75.23,43.29,59.64,-8.82,1.59,37.35,75.23,75.23,75.23,温和放量；连续上榜确认；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；弱市先收缩执行；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；市场健康度偏弱；v4跌破短均线；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-05-14,600584,长电科技,24,不推送,10.2,48,1.59,6.9,10.0,58.24,74.88,11.99,23.11,10.24,21.19,56.13,14.11,31.3,74.88,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；v4筹码集中加分,当日转弱；收盘承接偏弱；弱市先收缩执行；v4趋势未转强且热度偏后；v4获利盘结构偏弱；v4主力资金强净流出,v4
2026-06-12,002491,通鼎互联,43,不推送,0.0,27,4.09,6.16,6.16,-27.58,74.7,26.31,49.58,21.34,43.7,46.06,26.31,52.84,74.7,人气Top50；温和放量；v4筹码集中加分,当日转弱；收盘承接偏弱；近5日趋势未确认；震荡市里相对走弱；市场健康度不足，收缩推送；v4跌破短均线；v4获利盘结构偏弱；v4主力资金强净流出,v4
