signal_date,code,name,rank,push_level,emotion_score,observed_days,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,latest_return_pct,best_return_available,return_3d_pct,return_5d_pct,open_buy_return_3d_pct,open_buy_return_5d_pct,return_10d_pct,max_gain_3d_pct,max_gain_5d_pct,max_gain_10d_pct,reasons,risks,strategy_version
2026-05-06,600584,长电科技,29,不推送,44.0,44,5.05,5.79,7.95,121.66,121.66,11.39,21.25,6.04,15.42,33.25,13.24,25.09,35.78,人气Top50；收盘承接较强；温和放量；站上20日线且不过热；人气排名明显上升,-,v3
2026-04-14,603986,兆易创新,42,强推观察,94.0,56,1.51,-2.41,2.46,121.42,121.42,2.93,9.11,1.39,7.48,9.55,5.32,10.09,16.16,人气Top50；当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；v3尾盘缩量强承接；v3热点早段优先,-,v3
2026-04-20,600206,有研新材,61,普通观察,72.0,52,-1.8,-2.89,-0.35,118.5,118.5,1.29,4.22,3.14,6.12,14.09,7.49,8.31,16.08,当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；v2低分涨停修正,-,v3
2026-04-27,600584,长电科技,90,不推送,20.0,47,-0.47,-2.63,0.37,118.03,118.03,-1.64,5.27,-1.17,5.77,17.03,0.37,6.87,24.94,当日上涨；温和放量；站上20日线且不过热,上影线偏长；v3尾盘承接一般,v3
2026-04-22,002636,金安国纪,88,重点观察,78.0,50,1.61,-6.38,2.56,117.13,117.13,-4.54,-1.85,-6.05,-3.4,5.01,2.56,5.04,8.75,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；v2低分涨停修正；v3尾盘缩量强承接,偏离20日线较大,v3
2026-04-16,603986,兆易创新,43,普通观察,68.0,54,-1.21,0.52,2.85,116.23,116.23,6.55,6.04,7.86,7.34,8.9,7.51,13.44,13.44,人气Top50；当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升,热度可能进入后段；v3尾盘版回避高位长连榜,v3
2026-04-28,002636,金安国纪,19,不推送,58.0,46,-2.27,-2.29,4.02,116.14,116.14,0.35,3.31,2.68,5.7,-7.56,4.02,8.25,8.25,人气Top20；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v3热点早段优先,上影线偏长；v3尾盘承接一般,v3
2026-05-21,600667,太极实业,99,不推送,0.0,32,1.7,1.54,3.48,112.94,112.94,6.88,9.79,5.09,7.96,31.88,10.76,17.64,31.88,温和放量；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；近5日趋势未确认；人气排名明显回落；弱市先收缩执行；后段人气股在偏弱环境里更谨慎；市场健康度不足，收缩推送；市场健康度偏弱,v3
2026-04-30,688808,联讯仪器,35,普通观察,66.0,44,-1.48,-1.48,1.9,112.9,112.9,10.23,8.1,11.89,9.72,35.48,13.61,17.58,38.45,人气Top50；当日涨停附近；收盘承接较强；站上20日线且不过热；v3尾盘涨停延续；v3尾盘缩量强承接,人气排名明显回落,v3
2026-05-07,301666,大普微,92,观察池,38.6,39,-3.55,16.78,17.63,31.55,112.57,21.68,45.97,26.16,51.34,64.94,34.89,60.15,112.57,当日涨停附近；收盘承接较强；温和放量；连续上榜确认；市场强势且个股相对强势,短线涨幅过热；远离20日线过多；涨停封板不可买,v3
2026-04-13,002297,博云新材,54,不推送,60.0,57,10.02,10.02,10.02,111.09,111.09,33.11,61.09,20.99,46.43,69.95,33.11,61.09,85.84,当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；连续上榜确认,一字或近似一字，参与点差,v3
2026-04-24,600206,有研新材,34,不推送,52.0,48,1.05,0.3,4.24,110.29,110.29,0.41,5.11,-0.63,4.01,16.53,4.24,9.65,25.24,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升；v3热点早段优先,-,v3
2026-04-15,600172,黄河旋风,77,不推送,0.0,55,-1.6,0.23,1.14,109.83,109.83,2.4,-3.31,4.07,-1.74,-4.91,4.69,4.69,5.14,温和放量；站上20日线且不过热,当日转弱；收盘承接偏弱,v3
2026-04-22,600206,有研新材,94,不推送,56.0,50,0.07,-3.17,2.76,108.88,108.88,-0.37,-0.26,-0.45,-0.34,22.28,3.54,3.54,24.4,当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,人气排名明显回落,v3
2026-04-22,688820,盛合晶微,70,不推送,60.0,50,-0.53,-6.74,7.89,107.99,107.99,6.42,-2.63,6.98,-2.12,52.11,8.42,8.42,57.37,当日涨停附近；收在日内高位；站上20日线且不过热；连续上榜确认；v3尾盘缩量强承接,人气排名明显回落,v3
2026-05-06,601991,大唐发电,11,不推送,12.0,44,10.1,10.1,10.1,68.27,107.69,33.17,61.06,20.96,46.29,101.44,33.17,61.06,107.69,人气Top20；温和放量；站上20日线且不过热,当日转弱；收盘承接偏弱；近5日趋势未确认,v3
2026-04-20,603773,沃格光电,48,不推送,45.0,52,3.11,0.55,8.15,107.41,107.41,3.97,10.21,0.83,6.88,17.89,13.42,13.42,25.02,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；连续上榜确认；v2低分涨停修正,量能不足；短线涨幅偏高；远离20日线过多,v3
2026-05-07,600584,长电科技,84,不推送,38.0,42,-1.56,4.08,5.8,107.12,107.12,13.29,11.18,15.08,12.94,36.87,16.88,18.68,45.98,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,人气排名明显回落,v3
2026-06-11,301526,国际复材,97,不推送,27.08,17,2.51,8.18,15.3,53.41,105.86,47.24,55.58,43.63,51.76,98.9,50.7,65.89,105.86,当日上涨；温和放量；近5日趋势升温；站上20日线且不过热,人气排名明显回落；弱市先收缩执行；后段人气股在偏弱环境里更谨慎,v3
2026-04-10,002281,光迅科技,18,不推送,27.0,58,-0.49,5.48,7.48,105.59,105.59,-1.04,8.36,-0.55,8.89,19.37,7.48,8.36,25.83,人气Top20；温和放量；近5日强势延续；站上20日线且不过热；v3热点早段优先,当日转弱；收盘承接偏弱；短线涨幅偏高,v3
2026-05-06,600206,有研新材,85,不推送,40.0,44,3.25,2.23,6.65,104.53,104.53,10.71,16.26,7.22,12.6,11.47,15.05,21.81,21.81,收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,人气排名明显回落,v3
2026-04-29,301217,铜冠铜箔,15,普通观察,67.0,45,1.89,10.37,16.22,104.03,104.03,22.29,22.71,20.02,20.44,22.72,30.32,30.32,46.46,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日强势延续；首次上榜即强势,短线涨幅偏高；远离20日线过多,v3
2026-06-12,600206,有研新材,43,不推送,31.45,16,1.53,8.78,8.78,71.3,102.85,21.76,43.08,19.92,40.93,102.78,24.79,43.08,102.85,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,当日转弱；收盘承接偏弱,v3
2026-04-21,603986,兆易创新,91,不推送,48.0,51,-1.15,2.27,2.47,102.44,102.44,-3.04,0.16,-1.92,1.32,8.84,6.2,6.2,16.44,当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,人气排名明显回落,v3
2026-04-16,300433,蓝思科技,18,不推送,0.0,54,-0.7,1.37,3.35,102.22,102.22,4.68,3.74,5.42,4.48,0.2,8.46,8.46,8.46,人气Top20,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；v3尾盘版回避放量过猛,v3
2026-05-19,300285,国瓷材料,60,观察池,69.45,34,-1.15,-2.95,0.0,101.73,101.73,11.29,14.17,12.59,15.5,34.68,12.63,22.07,37.51,当日涨停附近；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；震荡市里保持相对强势；震荡市里承接未失控,后段人气股在偏弱环境里更谨慎；涨停封板不可买,v3
