signal_date,code,name,rank,push_level,emotion_score,observed_days,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,latest_return_pct,best_return_available,return_3d_pct,return_5d_pct,return_10d_pct,max_gain_3d_pct,max_gain_5d_pct,max_gain_10d_pct,reasons,risks,strategy_version
2026-04-24,603738,泰晶科技,68,不推送,33.0,17,2.76,-2.21,8.01,26.2,38.96,0.03,-2.41,35.64,8.01,8.01,38.96,当日强涨；温和放量；近5日强势延续,短线涨幅偏高；偏离20日线较大,v2
2026-04-21,600156,华升股份,60,不推送,0.0,20,-4.6,3.17,5.92,38.82,38.82,-6.95,3.58,21.86,8.38,8.38,26.97,近5日强势延续；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；放量过猛；短线涨幅偏高；人气排名明显回落,v2
2026-04-27,600736,苏州高新,81,不推送,12.0,16,-5.23,2.22,9.67,-1.31,38.69,6.54,26.14,12.42,13.07,26.14,38.69,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；人气排名明显回落,v2
2026-05-08,600396,华电辽能,13,不推送,52.0,10,-3.43,4.27,4.27,10.98,38.34,26.22,32.85,10.98,26.22,38.34,38.34,人气Top20；当日强涨；收在日内高位；近5日趋势升温；连续上榜确认；市场强势且个股相对强势,量能不足；远离20日线过多,v2
2026-04-14,002407,多氟多,54,普通观察,60.0,25,-0.62,-3.34,0.06,38.28,38.28,-3.43,2.85,8.71,0.06,4.24,12.37,当日强涨；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热,-,v2
2026-04-30,601016,节能风电,95,不推送,0.0,13,-0.47,10.09,10.09,8.45,38.26,15.02,20.19,20.42,19.72,25.59,38.26,站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；人气排名明显回落,v2
2026-04-10,002342,巨力索具,67,不推送,6.0,27,0.39,5.42,7.48,-15.03,38.19,18.0,22.97,22.9,20.71,26.97,38.19,放量仍可控；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,v2
2026-04-13,301526,国际复材,70,不推送,59.0,26,-4.92,0.2,3.03,38.17,38.17,-3.03,-6.47,4.05,3.03,3.03,7.75,当日涨停附近；收盘承接较强；放量仍可控；近5日强势延续；站上20日线且不过热；v2低分涨停修正,短线涨幅偏高,v2
2026-05-08,002008,大族激光,46,不推送,8.0,10,9.63,18.25,18.25,29.02,37.86,30.47,26.21,29.02,30.47,37.86,37.86,人气Top50；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,收盘承接偏弱；量能不足；上影线偏长；v2回避人气转弱样本,v2
2026-04-16,603906,龙蟠科技,65,普通观察,64.0,23,2.99,3.75,8.58,14.09,37.8,3.87,21.56,32.42,10.5,25.35,37.8,当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；v2低分涨停修正,-,v2
2026-05-13,002580,圣阳股份,13,不推送,0.0,7,34.94,18.06,37.58,-1.7,37.58,-0.3,-1.21,,37.58,37.58,,人气Top20；持续霸榜,当日转弱；量能不足；近5日趋势未确认；仍在20日线下方；热度可能进入后段；强势市里个股相对走弱；v2回避转弱弱收盘样本,v2
