strategy_version,generated_at,group_name,group_value,metric_key,metric_label,metric_column,settled_column,sample_count,pushed_count,valid_count,avg_return_pct,win_rate_pct,strong_rate_pct
v4,2026-08-08T05:39:38,推送层级,普通观察,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,158,158,154,-0.36,38.96,1.3
v4,2026-08-08T05:39:38,推送层级,普通观察,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,158,158,154,0.22,44.81,9.74
v4,2026-08-08T05:39:38,推送层级,普通观察,1d,1日收益,return_1d_pct,settled_1d,158,158,154,0.22,44.81,9.74
v4,2026-08-08T05:39:38,推送层级,普通观察,3d,3日收益,return_3d_pct,settled_3d,158,158,150,-0.46,39.33,16.67
v4,2026-08-08T05:39:38,推送层级,普通观察,5d,5日收益,return_5d_pct,settled_5d,158,158,149,-0.82,40.94,19.46
v4,2026-08-08T05:39:38,推送层级,普通观察,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,158,158,154,0.58,51.3,6.49
v4,2026-08-08T05:39:38,推送层级,普通观察,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,158,158,150,-0.18,43.33,17.33
v4,2026-08-08T05:39:38,推送层级,普通观察,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,158,158,149,-0.58,44.3,19.46
v4,2026-08-08T05:39:38,推送层级,普通观察,10d,10日收益,return_10d_pct,settled_10d,158,158,142,-1.35,44.37,24.65
v4,2026-08-08T05:39:38,推送层级,观察池,latest,至今收益,latest_return_pct,,1260,0,1021,-19.99,16.26,7.44
v4,2026-08-08T05:39:38,推送层级,观察池,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,1260,0,1021,1.71,56.61,5.78
v4,2026-08-08T05:39:38,推送层级,观察池,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,1260,0,1021,1.54,54.36,12.73
v4,2026-08-08T05:39:38,推送层级,观察池,1d,1日收益,return_1d_pct,settled_1d,1260,0,1021,1.54,54.36,12.73
v4,2026-08-08T05:39:38,推送层级,观察池,3d,3日收益,return_3d_pct,settled_3d,1260,0,969,0.55,48.3,19.2
v4,2026-08-08T05:39:38,推送层级,观察池,5d,5日收益,return_5d_pct,settled_5d,1260,0,945,-0.89,42.22,23.39
v4,2026-08-08T05:39:38,推送层级,观察池,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,1260,0,1021,-0.12,47.4,3.53
v4,2026-08-08T05:39:38,推送层级,观察池,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,1260,0,969,-1.26,42.62,15.17
v4,2026-08-08T05:39:38,推送层级,观察池,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,1260,0,945,-2.8,38.31,18.84
v4,2026-08-08T05:39:38,推送层级,观察池,10d,10日收益,return_10d_pct,settled_10d,1260,0,851,-2.37,40.66,24.44
v4,2026-08-08T05:39:38,推送层级,重点观察,latest,至今收益,latest_return_pct,,58,58,58,-21.5,8.62,5.17
v4,2026-08-08T05:39:38,推送层级,重点观察,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,58,58,58,-0.24,41.38,0.0
v4,2026-08-08T05:39:38,推送层级,重点观察,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,58,58,58,-0.65,48.28,1.72
v4,2026-08-08T05:39:38,推送层级,重点观察,1d,1日收益,return_1d_pct,settled_1d,58,58,58,-0.65,48.28,1.72
v4,2026-08-08T05:39:38,推送层级,重点观察,3d,3日收益,return_3d_pct,settled_3d,58,58,58,-2.22,36.21,13.79
v4,2026-08-08T05:39:38,推送层级,重点观察,5d,5日收益,return_5d_pct,settled_5d,58,58,58,-1.36,44.83,13.79
v4,2026-08-08T05:39:38,推送层级,重点观察,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,58,58,58,-0.4,51.72,1.72
v4,2026-08-08T05:39:38,推送层级,重点观察,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,58,58,58,-1.98,39.66,12.07
v4,2026-08-08T05:39:38,推送层级,重点观察,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,58,58,58,-1.12,43.1,17.24
v4,2026-08-08T05:39:38,推送层级,重点观察,10d,10日收益,return_10d_pct,settled_10d,58,58,52,-0.68,40.38,21.15
v4,2026-08-08T05:39:38,人气排名段,Top10,latest,至今收益,latest_return_pct,,469,51,408,-19.49,19.36,5.64
v4,2026-08-08T05:39:38,人气排名段,Top10,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,469,51,408,0.58,38.73,5.64
v4,2026-08-08T05:39:38,人气排名段,Top10,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,469,51,408,0.9,49.75,11.27
v4,2026-08-08T05:39:38,人气排名段,Top10,1d,1日收益,return_1d_pct,settled_1d,469,51,408,0.9,49.75,11.27
v4,2026-08-08T05:39:38,人气排名段,Top10,3d,3日收益,return_3d_pct,settled_3d,469,51,396,-0.58,42.68,18.94
v4,2026-08-08T05:39:38,人气排名段,Top10,5d,5日收益,return_5d_pct,settled_5d,469,51,380,-1.39,43.16,24.21
v4,2026-08-08T05:39:38,人气排名段,Top10,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,469,51,408,0.36,51.47,4.9
v4,2026-08-08T05:39:38,人气排名段,Top10,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,469,51,396,-1.03,43.18,17.17
v4,2026-08-08T05:39:38,人气排名段,Top10,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,469,51,380,-1.99,42.89,21.84
v4,2026-08-08T05:39:38,人气排名段,Top10,10d,10日收益,return_10d_pct,settled_10d,469,51,343,-4.05,38.78,25.66
v4,2026-08-08T05:39:38,人气排名段,Top100,latest,至今收益,latest_return_pct,,3347,35,2798,-18.15,17.83,6.36
v4,2026-08-08T05:39:38,人气排名段,Top100,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,3347,35,2798,0.06,38.38,3.65
v4,2026-08-08T05:39:38,人气排名段,Top100,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,3347,35,2798,0.01,44.57,7.83
v4,2026-08-08T05:39:38,人气排名段,Top100,1d,1日收益,return_1d_pct,settled_1d,3347,35,2798,0.01,44.57,7.83
v4,2026-08-08T05:39:38,人气排名段,Top100,3d,3日收益,return_3d_pct,settled_3d,3347,35,2661,-1.25,38.07,14.09
v4,2026-08-08T05:39:38,人气排名段,Top100,5d,5日收益,return_5d_pct,settled_5d,3347,35,2563,-2.14,37.1,16.04
v4,2026-08-08T05:39:38,人气排名段,Top100,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,3347,35,2798,-0.02,46.57,3.43
v4,2026-08-08T05:39:38,人气排名段,Top100,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,3347,35,2661,-1.4,38.97,11.84
v4,2026-08-08T05:39:38,人气排名段,Top100,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,3347,35,2563,-2.36,37.69,14.9
v4,2026-08-08T05:39:38,人气排名段,Top100,10d,10日收益,return_10d_pct,settled_10d,3347,35,2298,-3.44,34.86,20.8
v4,2026-08-08T05:39:38,人气排名段,Top20,latest,至今收益,latest_return_pct,,670,50,567,-20.06,16.93,6.7
v4,2026-08-08T05:39:38,人气排名段,Top20,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,670,50,567,0.45,43.21,4.23
v4,2026-08-08T05:39:38,人气排名段,Top20,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,670,50,567,0.74,45.68,10.23
v4,2026-08-08T05:39:38,人气排名段,Top20,1d,1日收益,return_1d_pct,settled_1d,670,50,567,0.74,45.68,10.23
v4,2026-08-08T05:39:38,人气排名段,Top20,3d,3日收益,return_3d_pct,settled_3d,670,50,548,-0.9,40.51,17.15
v4,2026-08-08T05:39:38,人气排名段,Top20,5d,5日收益,return_5d_pct,settled_5d,670,50,525,-2.48,37.52,18.48
v4,2026-08-08T05:39:38,人气排名段,Top20,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,670,50,567,0.3,49.21,6.53
v4,2026-08-08T05:39:38,人气排名段,Top20,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,670,50,548,-1.5,39.78,14.05
v4,2026-08-08T05:39:38,人气排名段,Top20,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,670,50,525,-3.13,36.0,16.38
v4,2026-08-08T05:39:38,人气排名段,Top20,10d,10日收益,return_10d_pct,settled_10d,670,50,469,-3.72,37.95,22.17
v4,2026-08-08T05:39:38,人气排名段,Top3,latest,至今收益,latest_return_pct,,201,12,170,-17.88,14.71,5.88
v4,2026-08-08T05:39:38,人气排名段,Top3,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,201,12,170,0.45,37.65,7.06
v4,2026-08-08T05:39:38,人气排名段,Top3,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,201,12,170,0.66,45.88,11.76
v4,2026-08-08T05:39:38,人气排名段,Top3,1d,1日收益,return_1d_pct,settled_1d,201,12,170,0.66,45.88,11.76
v4,2026-08-08T05:39:38,人气排名段,Top3,3d,3日收益,return_3d_pct,settled_3d,201,12,164,-1.79,38.41,18.9
v4,2026-08-08T05:39:38,人气排名段,Top3,5d,5日收益,return_5d_pct,settled_5d,201,12,159,-3.61,31.45,20.13
v4,2026-08-08T05:39:38,人气排名段,Top3,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,201,12,170,0.26,50.59,5.88
v4,2026-08-08T05:39:38,人气排名段,Top3,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,201,12,164,-2.0,35.98,14.02
v4,2026-08-08T05:39:38,人气排名段,Top3,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,201,12,159,-3.91,29.56,17.61
v4,2026-08-08T05:39:38,人气排名段,Top3,10d,10日收益,return_10d_pct,settled_10d,201,12,146,-5.28,36.99,20.55
v4,2026-08-08T05:39:38,人气排名段,Top50,latest,至今收益,latest_return_pct,,2010,79,1688,-18.72,15.76,6.4
v4,2026-08-08T05:39:38,人气排名段,Top50,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,2010,79,1688,0.37,39.57,4.32
v4,2026-08-08T05:39:38,人气排名段,Top50,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,2010,79,1688,0.42,45.91,9.89
v4,2026-08-08T05:39:38,人气排名段,Top50,1d,1日收益,return_1d_pct,settled_1d,2010,79,1688,0.42,45.91,9.89
v4,2026-08-08T05:39:38,人气排名段,Top50,3d,3日收益,return_3d_pct,settled_3d,2010,79,1624,-0.69,40.15,16.26
v4,2026-08-08T05:39:38,人气排名段,Top50,5d,5日收益,return_5d_pct,settled_5d,2010,79,1559,-1.66,37.65,18.6
v4,2026-08-08T05:39:38,人气排名段,Top50,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,2010,79,1688,0.07,47.69,4.09
v4,2026-08-08T05:39:38,人气排名段,Top50,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,2010,79,1624,-1.09,41.01,13.61
v4,2026-08-08T05:39:38,人气排名段,Top50,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,2010,79,1559,-2.09,38.55,15.91
v4,2026-08-08T05:39:38,人气排名段,Top50,10d,10日收益,return_10d_pct,settled_10d,2010,79,1391,-3.31,37.1,21.78
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,latest,至今收益,latest_return_pct,,3010,126,2568,-18.5,17.45,5.45
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,3010,126,2568,0.11,39.06,3.54
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,3010,126,2568,0.14,45.4,8.41
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,1d,1日收益,return_1d_pct,settled_1d,3010,126,2568,0.14,45.4,8.41
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,3d,3日收益,return_3d_pct,settled_3d,3010,126,2462,-1.25,39.48,15.48
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,5d,5日收益,return_5d_pct,settled_5d,3010,126,2363,-2.04,39.4,17.94
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,3010,126,2568,0.05,48.09,4.09
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,3010,126,2462,-1.33,39.93,13.4
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,3010,126,2363,-2.18,39.65,16.63
v4,2026-08-08T05:39:38,上榜阶段,连续4天及以上,10d,10日收益,return_10d_pct,settled_10d,3010,126,2105,-3.72,37.05,21.76
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,latest,至今收益,latest_return_pct,,904,35,751,-19.42,15.58,7.46
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,904,35,751,-0.46,33.02,2.66
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,904,35,751,-0.34,43.81,8.26
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,1d,1日收益,return_1d_pct,settled_1d,904,35,751,-0.34,43.81,8.26
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,3d,3日收益,return_3d_pct,settled_3d,904,35,721,-1.51,39.11,14.84
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,5d,5日收益,return_5d_pct,settled_5d,904,35,691,-2.81,35.02,17.08
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,904,35,751,0.14,47.67,4.26
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,904,35,721,-1.04,41.61,14.15
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,904,35,691,-2.44,37.48,16.5
v4,2026-08-08T05:39:38,上榜阶段,连续第2天,10d,10日收益,return_10d_pct,settled_10d,904,35,623,-4.45,34.03,20.06
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,latest,至今收益,latest_return_pct,,555,16,479,-20.59,13.99,6.26
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,555,16,479,-0.38,38.41,2.71
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,555,16,479,0.02,45.93,8.56
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,1d,1日收益,return_1d_pct,settled_1d,555,16,479,0.02,45.93,8.56
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,3d,3日收益,return_3d_pct,settled_3d,555,16,462,-1.71,36.36,15.37
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,5d,5日收益,return_5d_pct,settled_5d,555,16,445,-3.19,34.38,17.98
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,555,16,479,0.42,51.15,4.38
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,555,16,462,-1.36,38.31,12.55
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,555,16,445,-2.94,33.71,15.06
v4,2026-08-08T05:39:38,上榜阶段,连续第3天,10d,10日收益,return_10d_pct,settled_10d,555,16,396,-4.25,36.87,21.21
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,latest,至今收益,latest_return_pct,,2228,50,1833,-17.9,18.17,7.15
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,tail_next_open,次日开盘收益,tail_next_open_pct,settled_tail_next_day,2228,50,1833,0.88,42.23,6.0
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,tail_next_close,次日收盘收益,tail_next_close_pct,settled_tail_next_day,2228,50,1833,0.83,46.21,10.42
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,1d,1日收益,return_1d_pct,settled_1d,2228,50,1833,0.83,46.21,10.42
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,3d,3日收益,return_3d_pct,settled_3d,2228,50,1748,-0.29,39.87,16.02
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,5d,5日收益,return_5d_pct,settled_5d,2228,50,1687,-1.37,36.93,17.78
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,open_buy_1d,次日开盘买入1日收益,open_buy_return_1d_pct,settled_open_buy_1d,2228,50,1833,0.0,46.1,4.04
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,open_buy_3d,次日开盘买入3日收益,open_buy_return_3d_pct,settled_open_buy_3d,2228,50,1748,-1.36,39.53,12.24
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,open_buy_5d,次日开盘买入5日收益,open_buy_return_5d_pct,settled_open_buy_5d,2228,50,1687,-2.47,36.75,15.0
v4,2026-08-08T05:39:38,上榜阶段,首次上榜,10d,10日收益,return_10d_pct,settled_10d,2228,50,1523,-2.71,35.72,22.06
