snapshot_time,capture_type,code,name,last_price,open,prev_close,current_return_pct,day_high_so_far,day_low_so_far,volume_so_far,amount_so_far,turnover_pct,volume_ratio,source
2026-05-12 09:50:00,intraday_0950,603738,泰晶科技,52.7,51.0,51.71,1.91,53.96,49.25,329133.0,1706145963.0,8.53,9.73,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000060,中金岭南,7.75,8.2,8.5,-8.82,8.28,7.65,5738110.0,4486778108.02,12.92,1.49,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000062,深圳华强,37.27,39.5,39.09,-4.66,39.5,37.0,1021818.0,3867745730.06,9.78,1.09,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000066,中国长城,25.24,23.52,23.4,7.86,25.74,23.42,6116686.0,15107647646.21,18.96,1.56,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000070,特发信息,21.48,21.49,20.9,2.78,21.92,20.99,1392920.0,2982793405.76,16.26,1.34,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000426,兴业银锡,50.9,52.11,49.29,3.27,52.69,50.54,1131666.0,5839206555.46,6.37,1.3,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000547,航天发展,27.75,28.83,28.81,-3.68,29.0,27.64,1931946.0,5466027165.1,12.16,1.17,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,000592,平潭发展,12.03,11.7,11.86,1.43,12.29,11.54,2949392.0,3510651073.52,15.4,1.5,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,002202,金风科技,27.12,28.06,28.16,-3.69,28.07,27.01,1743301.0,4779929535.16,5.18,0.71,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,002217,合力泰,3.47,3.58,3.57,-2.8,3.64,3.45,8650654.0,3050073410.68,11.88,1.0,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,002281,光迅科技,200.98,200.0,198.79,1.1,208.8,194.8,793605.0,15902702161.75,10.18,1.18,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,002297,博云新材,23.49,24.78,25.15,-6.6,25.11,23.3,1147175.0,2762070187.71,20.02,0.72,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,002342,巨力索具,20.53,21.83,22.17,-7.4,21.95,20.05,2026734.0,4207800777.18,21.23,0.88,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,002384,东山精密,219.95,223.57,218.3,0.76,230.0,213.51,861594.0,19115794335.37,6.21,1.08,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,300502,新易盛,595.26,575.0,563.7,5.6,599.75,570.91,489565.0,28787528591.1,5.53,1.29,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,301308,江波龙,558.77,547.17,556.66,0.38,572.16,537.47,210381.0,11704249218.73,7.67,0.97,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,301531,C春光集,107.95,101.0,97.5,10.72,122.22,93.6,328169.0,3414932231.19,70.0,0.95,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600089,特变电工,28.84,27.98,27.98,3.07,29.29,27.8,3152226.0,9042060381.0,6.24,1.92,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600105,永鼎股份,52.45,51.63,51.4,2.04,55.99,51.6,1722073.0,9249065480.0,11.78,1.09,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600589,大位科技,12.57,12.91,13.02,-3.46,12.99,12.41,2266260.0,2865816991.0,15.33,0.91,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600601,方正科技,14.24,13.85,13.33,6.83,14.66,13.85,6791615.0,9753599416.0,16.29,3.26,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600703,三安光电,16.66,16.11,16.04,3.87,17.0,15.95,3659744.0,6068060540.0,7.34,1.46,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600726,华电能源,7.53,7.72,7.8,-3.46,7.96,7.1,3382666.0,2580688975.0,4.53,0.87,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600736,苏州高新,9.8,9.6,9.91,-1.11,10.2,9.25,1764161.0,1702673935.0,15.32,0.94,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,600745,*ST闻泰,21.76,21.76,22.9,-4.98,21.76,21.76,15945.0,34696320.0,0.13,0.29,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,603601,再升科技,16.8,17.95,17.9,-6.15,17.99,16.66,1778896.0,3039439126.0,15.57,0.77,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,603618,杭电股份,40.16,37.5,37.3,7.67,41.03,37.3,1101892.0,4440911602.0,15.94,1.69,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,603629,利通电子,156.5,162.82,162.82,-3.88,169.33,154.9,309765.0,4972193219.0,12.0,0.87,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,603667,五洲新春,79.65,78.8,79.18,0.59,83.0,78.01,423971.0,3416486247.0,11.58,1.48,eastmoney.single_stock_quote
2026-05-12 14:30:00,intraday_1430,603738,泰晶科技,53.57,51.0,51.71,3.6,54.99,49.25,724549.0,3815029242.0,18.78,2.4,eastmoney.single_stock_quote
2026-05-12 15:00:00,post_close,000066,中国长城,25.36,23.52,23.4,8.38,25.74,23.42,6895009.0,17082004746.69,21.38,1.56,eastmoney.single_stock_quote
2026-05-12 15:00:00,post_close,000592,平潭发展,11.98,11.7,11.86,1.01,12.29,11.54,3346780.0,3987344967.83,17.48,1.51,eastmoney.single_stock_quote
2026-05-12 15:00:00,post_close,002015,协鑫能科,21.26,20.6,20.28,4.83,21.7,19.78,2428980.0,5111990460.01,14.96,1.41,eastmoney.single_stock_quote
2026-05-12 15:00:00,post_close,002080,中材科技,65.99,63.06,63.08,4.61,66.76,60.6,610311.0,3856252456.71,3.64,1.27,eastmoney.single_stock_quote
2026-05-12 15:00:00,post_close,002179,中航光电,40.85,41.77,40.61,0.59,42.5,40.67,1410756.0,5848772195.01,6.73,2.66,eastmoney.single_stock_quote
2026-05-12 15:00:00,post_close,002185,华天科技,14.43,14.8,14.74,-2.1,14.8,14.31,2235514.0,3235910663.03,6.84,0.93,eastmoney.single_stock_quote
2026-05-13 09:50:00,intraday_0950,000062,深圳华强,35.71,35.88,37.39,-4.49,35.9,34.81,229929.0,815726694.38,2.2,2.48,eastmoney.single_stock_quote
2026-05-13 09:50:00,intraday_0950,000066,中国长城,24.41,24.71,25.36,-3.75,25.2,24.03,1786404.0,4384353249.67,5.54,4.13,eastmoney.single_stock_quote
2026-05-13 09:50:00,intraday_0950,000070,特发信息,21.7,20.84,21.55,0.7,22.0,20.78,462477.0,989442700.8,5.4,4.04,eastmoney.single_stock_quote
2026-05-13 09:50:00,intraday_0950,000547,航天发展,27.49,27.37,27.66,-0.61,27.92,27.32,363899.0,1003390270.37,2.29,1.96,eastmoney.single_stock_quote
2026-05-13 09:50:00,intraday_0950,000591,太阳能,6.18,6.0,5.85,5.64,6.32,6.0,2757564.0,1695232575.63,7.06,25.53,eastmoney.single_stock_quote
