signal_date,code,profit_ratio,concentration_90
2025-12-31,000831,0.285720665641818,0.14052806006251276
2026-01-05,000831,0.5571036468571837,0.14052806006251276
2026-01-06,000831,0.6531845681254604,0.13877405409942706
2026-01-07,000831,0.7352645647845217,0.13469246427297335
2026-01-08,000831,0.6247043483519648,0.13469246427297335
2026-01-09,000831,0.7796912076256475,0.13061087444651961
2026-01-12,000831,0.8350261601686303,0.1288330012669341
2026-01-13,000831,0.7189492293870778,0.12474306471877747
2026-01-14,000831,0.6723126543504759,0.12474306471877747
2026-01-15,000831,0.7261678403981333,0.12065312817062077
2026-01-16,000831,0.7051175108490709,0.11885120684387407
2026-01-19,000831,0.795714164722497,0.11656319162246408
2026-01-20,000831,0.824955407871725,0.11475288936649909
2026-01-21,000831,0.8900548519650062,0.1106545718891242
2026-01-22,000831,0.9193505810416289,0.10882841985800627
2026-01-23,000831,0.8989451099659451,0.10882841985800627
2026-01-26,000831,0.9673990830866638,0.11381994879565281
2026-01-27,000831,0.7995659211821045,0.11561745550868446
2026-01-28,000831,0.8946704387485083,0.11381994879565281
2026-01-29,000831,0.9335561393925309,0.12748873412535844
2026-01-30,000831,0.5312592120031856,0.12574721254444787
2026-02-02,000831,0.2796826612170697,0.12574721254444787
2026-02-03,000831,0.5445853213347125,0.12175523754303685
2026-02-04,000831,0.47804680126003357,0.12175523754303685
2026-02-05,000831,0.2569108481792889,0.12175523754303685
2026-02-06,000831,0.3097110983125535,0.12175523754303685
2026-02-09,000831,0.7333795282753673,0.1177632625416258
2026-02-10,000831,0.7848450517905879,0.1177632625416258
2026-02-11,000831,0.8376053658882693,0.1177632625416258
2026-02-12,000831,0.945958365747036,0.1177632625416258
2026-02-13,000831,0.7145895197570844,0.1177632625416258
2026-02-24,000831,0.9025551316891932,0.11553666530110612
2026-02-25,000831,0.9940516846687142,0.13450157597502493
2026-02-26,000831,0.8787295677698874,0.14119782214156076
2026-02-27,000831,0.9997597106595087,0.1455924357332808
2026-03-02,000831,0.9413050858780413,0.15311760446684122
2026-03-03,000831,0.5890979448882784,0.15311760446684122
2026-03-04,000831,0.6806287847889766,0.15311760446684122
2026-03-05,000831,0.6188831671051199,0.1493369228750674
2026-03-06,000831,0.5391335265280053,0.1493369228750674
2026-03-09,000831,0.5300368979351043,0.1493369228750674
2026-03-10,000831,0.5528967113434642,0.1493369228750674
2026-03-11,000831,0.2956945919854208,0.1471683836796461
2026-03-12,000831,0.2635136363462552,0.14555624128329359
2026-03-13,000831,0.16260824447354172,0.14555624128329359
2026-03-16,000831,0.11967668516862712,0.14555624128329359
2026-03-17,000831,0.08288732745366544,0.143394835380168
2026-03-18,000831,0.1003298846416183,0.143394835380168
2026-03-19,000831,0.056479585069679344,0.143394835380168
2026-03-20,000831,0.02562849553023686,0.14393799234641713
2026-03-23,000831,0.032781449641323845,0.15267025775370635
2026-03-24,000831,0.07324944405793093,0.15487419451557877
2026-03-25,000831,0.16977089702062126,0.15487419451557877
2026-03-26,000831,0.0705037855236641,0.15325519550871655
2026-03-27,000831,0.23107990175694088,0.15325519550871655
2026-03-30,000831,0.22402350207388602,0.15325519550871655
2026-03-31,000831,0.22366206863796628,0.15325519550871655
2026-04-01,000831,0.2672649928602977,0.1516299815957882
2026-04-02,000831,0.14582491291414543,0.1516299815957882
2026-04-03,000831,0.12196078027266104,0.1516299815957882
2026-04-07,000831,0.3438662251946855,0.1494238156209987
2026-04-08,000831,0.4103738643547899,0.1494238156209987
2026-04-09,000831,0.44636368759668166,0.14779124788450243
2026-04-10,000831,0.46287825863529386,0.14779124788450243
2026-04-13,000831,0.4485808440203632,0.14779124788450243
2026-04-14,000831,0.37913636403501505,0.14779124788450243
2026-04-15,000831,0.3504548973161397,0.1461524011034101
2026-04-16,000831,0.44467512794869957,0.1461524011034101
2026-04-17,000831,0.4887029847344862,0.1461524011034101
2026-04-20,000831,0.6574441874402981,0.14395251417321672
2026-04-21,000831,0.6874837781347874,0.1423062852848993
2026-04-22,000831,0.694564713239171,0.1423062852848993
2026-04-23,000831,0.31375227402887546,0.14065371261014498
2026-04-24,000831,0.3277237284933558,0.14065371261014498
2026-04-27,000831,0.2341632703101587,0.14065371261014498
2026-04-28,000831,0.22142369895641922,0.14065371261014498
2026-04-29,000831,0.6539445778734935,0.13680018623726428
2026-04-30,000831,0.6763194114936271,0.13680018623726428
2026-05-06,000831,0.790587759073757,0.13513379387009689
2026-05-07,000831,0.7917882218216037,0.13513379387009689
2026-05-08,000831,0.7542240753950528,0.13127282833095122
2026-05-11,000831,0.8969716994760282,0.12959252169156943
2026-05-12,000831,0.7342457587101252,0.12959252169156943
2026-05-13,000831,0.8125166960658398,0.1279057023006486
2026-05-14,000831,0.4952052457801182,0.1279057023006486
2026-05-15,000831,0.6930113729558135,0.12232887584420253
2026-05-18,000831,0.39185810319517667,0.12232887584420253
2026-05-19,000831,0.26577047134601495,0.12062136155400403
2026-05-20,000831,0.34557875294437934,0.11890719035473214
2026-05-21,000831,0.40932259856155806,0.11890719035473214
