signal_date,code,profit_ratio,concentration_90
2025-12-31,600487,0.6581264760820622,0.14705882352941171
2026-01-05,600487,0.6714622503084544,0.14558058925476602
2026-01-06,600487,0.6056645166041028,0.14558058925476602
2026-01-07,600487,0.7160663894299056,0.14558058925476602
2026-01-08,600487,0.5643816397245575,0.14359861591695497
2026-01-09,600487,0.5647933645538901,0.14359861591695497
2026-01-12,600487,0.7608918353971983,0.14211438474870017
2026-01-13,600487,0.45844421467797597,0.14211438474870017
2026-01-14,600487,0.7635327832337694,0.14211438474870017
2026-01-15,600487,0.7354208197840368,0.1401384083044983
2026-01-16,600487,0.8535951422475546,0.13864818024263428
2026-01-19,600487,0.9229833653415822,0.15865715341538988
2026-01-20,600487,0.9761338919783072,0.16376916303537964
2026-01-21,600487,0.9605931515480061,0.16684296432249165
2026-01-22,600487,0.769104836111557,0.16684296432249165
2026-01-23,600487,0.9619891184157211,0.17154807067436134
2026-01-26,600487,0.9973794475814457,0.1979449710092214
2026-01-27,600487,1.0,0.21173796847709436
2026-01-28,600487,0.9306916034730712,0.2532544144036961
2026-01-29,600487,0.8704287287421784,0.24833685295896415
2026-01-30,600487,1.0,0.24902895067635214
2026-02-02,600487,0.9101862079814652,0.26888162498442303
2026-02-03,600487,0.9418036900436676,0.2750009434318275
2026-02-04,600487,0.9789113049394583,0.2821972431976671
2026-02-05,600487,0.7463122596257148,0.2821972431976671
2026-02-06,600487,0.9220991129152741,0.27879279224867065
2026-02-09,600487,0.9970479384047437,0.283500441146269
2026-02-10,600487,0.9971043431697764,0.31078222245630666
2026-02-11,600487,0.9545073242027723,0.3179171332586786
2026-02-12,600487,0.9827415984901462,0.3180572256537033
2026-02-13,600487,0.7672499743677784,0.31407673422148846
2026-02-24,600487,0.9913090972127016,0.3121911194665843
2026-02-25,600487,0.7571619999188076,0.30826392351619714
2026-02-26,600487,1.0,0.3162303533939453
2026-02-27,600487,1.0,0.3319635619406878
2026-03-02,600487,0.9785751965301229,0.3614028238785547
2026-03-03,600487,0.8774837087633091,0.36551656063292454
2026-03-04,600487,0.902133771784595,0.3608240725703547
2026-03-05,600487,0.9848692115832657,0.3581074546798165
2026-03-06,600487,0.8049087431941189,0.34899265606762503
2026-03-09,600487,0.7087122245781379,0.34448098309337344
2026-03-10,600487,0.9601756655728102,0.33999938788479994
2026-03-11,600487,0.9179774867986882,0.3546543645829484
2026-03-12,600487,0.9112499063913246,0.35906813706045876
2026-03-13,600487,0.7736990967654082,0.35906813706045876
2026-03-16,600487,0.563803774640775,0.35906813706045876
2026-03-17,600487,0.4178928518299533,0.3544363756682862
2026-03-18,600487,0.48138445468574,0.3544363756682862
2026-03-19,600487,0.39333472052662577,0.352228743973593
2026-03-20,600487,0.35922150078920934,0.352228743973593
2026-03-23,600487,0.2968368050047162,0.3476202915208192
2026-03-24,600487,0.5616339270522653,0.3430431439792984
2026-03-25,600487,0.7435033685140573,0.3362502104351539
2026-03-26,600487,0.689276243393626,0.3317270437814801
2026-03-27,600487,0.8051193967358743,0.3227719574337953
2026-03-30,600487,0.9991947156975771,0.31185347677347824
2026-03-31,600487,0.9324158873908913,0.3197398353358624
2026-04-01,600487,0.8487515605208492,0.31552382820682484
2026-04-02,600487,0.9358191572559582,0.3142095739430828
2026-04-03,600487,0.9968739738915058,0.3267430208958272
2026-04-07,600487,0.9368953738616882,0.3292586321581907
2026-04-08,600487,0.8900763977851897,0.3201488712085757
2026-04-09,600487,0.9397534700163251,0.3066545493047222
2026-04-10,600487,0.6926970612483139,0.2847667947270175
2026-04-13,600487,0.5853348919855371,0.271982615467424
2026-04-14,600487,0.4984737338559313,0.2611657813371686
2026-04-15,600487,0.4413059569415746,0.25701023626750247
2026-04-16,600487,0.5993951202084655,0.2528819863274855
2026-04-17,600487,0.7782912915388441,0.24470630314995565
2026-04-20,600487,0.9992139038894847,0.23910315051988046
2026-04-21,600487,0.9489966501318031,0.23360758191202413
2026-04-22,600487,1.0,0.22723707871992646
2026-04-23,600487,0.9899703459952838,0.2585640104248934
2026-04-24,600487,0.9725835227905418,0.2530159519006831
2026-04-27,600487,0.9524770833102517,0.26488199588189526
2026-04-28,600487,0.7474294679841134,0.2604304580764868
2026-04-29,600487,0.708756167859378,0.2604304580764868
2026-04-30,600487,0.6208890323249564,0.25601014325275673
2026-05-06,600487,0.9720968551813968,0.24726187771882524
2026-05-07,600487,0.9970937895147192,0.26362588883138866
2026-05-08,600487,0.9775698544856963,0.2705367671508171
2026-05-11,600487,0.8287951931274421,0.2762015786493383
2026-05-12,600487,0.7690572838044013,0.2716401627994797
2026-05-13,600487,0.784756569971674,0.2671112377611836
2026-05-14,600487,0.6603698146632387,0.25814948135443233
2026-05-15,600487,0.5083750487464879,0.24931360031415462
2026-05-18,600487,0.6316501777089043,0.24494203719478175
2026-05-19,600487,0.8069326858308029,0.24060096109825027
2026-05-20,600487,0.8211603874925711,0.23629005421072402
2026-05-21,600487,0.657224557045157,0.232009003120497
