signal_date,code,dragon_tiger_positive
2015-05-28,002759,True
2015-06-03,002759,True
2015-06-08,002759,True
2015-06-11,002759,True
2015-06-15,002759,True
2015-06-16,002759,True
2015-06-17,002759,True
2015-06-18,002759,True
2015-07-06,002759,True
2015-07-07,002759,True
2015-07-09,002759,True
2015-07-10,002759,True
2015-07-13,002759,True
2015-07-14,002759,True
2015-07-23,002759,True
2015-08-20,002759,True
2015-10-22,002759,True
2016-02-15,002759,True
2016-07-01,002759,True
2016-07-06,002759,True
2016-07-08,002759,True
2016-07-15,002759,True
2016-07-18,002759,True
2016-07-19,002759,True
2016-07-20,002759,True
2016-07-21,002759,True
2016-08-04,002759,True
2016-09-26,002759,True
2016-09-28,002759,True
2017-12-15,002759,True
2017-12-18,002759,True
2017-12-19,002759,True
2017-12-20,002759,True
2018-05-03,002759,True
2019-07-15,002759,True
2019-07-16,002759,True
2019-08-13,002759,True
2019-08-14,002759,True
2019-08-15,002759,True
2019-08-16,002759,True
2020-01-08,002759,True
2020-01-21,002759,True
2020-05-26,002759,True
2020-05-27,002759,True
2020-09-02,002759,True
2020-09-03,002759,True
2020-09-04,002759,True
2020-09-08,002759,True
2020-09-10,002759,True
2020-09-17,002759,True
2020-09-18,002759,True
2020-09-21,002759,True
2020-10-14,002759,True
2020-10-20,002759,True
2020-10-27,002759,True
2020-10-28,002759,True
2020-11-03,002759,True
2020-11-16,002759,True
2020-11-17,002759,True
2020-11-18,002759,True
2020-12-08,002759,True
2021-01-12,002759,True
2021-01-15,002759,True
2021-01-18,002759,True
2021-02-03,002759,True
2021-02-04,002759,True
2021-02-23,002759,True
2021-03-12,002759,True
2021-04-28,002759,True
2021-06-01,002759,True
2021-06-02,002759,True
2021-06-03,002759,True
2021-06-04,002759,True
2021-06-07,002759,True
2021-06-10,002759,True
2021-06-29,002759,True
2021-07-09,002759,True
2021-07-13,002759,True
2021-07-14,002759,True
2021-08-06,002759,True
2021-09-14,002759,True
2021-10-08,002759,True
2022-01-11,002759,True
2023-02-21,002759,True
2024-11-21,002759,True
2025-06-25,002759,True
2025-06-27,002759,True
2025-09-05,002759,True
2025-09-09,002759,True
2025-09-10,002759,True
2025-09-11,002759,True
2025-09-12,002759,True
2025-09-15,002759,True
2025-09-16,002759,True
2025-09-17,002759,True
2025-09-19,002759,True
2025-09-26,002759,True
2025-09-29,002759,True
2025-09-30,002759,True
2025-10-09,002759,True
2025-10-10,002759,True
2025-10-13,002759,True
2025-10-16,002759,True
2025-10-17,002759,True
2025-10-29,002759,True
2025-10-30,002759,True
2025-10-31,002759,True
2025-11-07,002759,True
2025-11-10,002759,True
2025-11-12,002759,True
2025-11-13,002759,True
2025-11-18,002759,True
2025-11-25,002759,True
2025-12-17,002759,True
2025-12-23,002759,True
2025-12-24,002759,True
2025-12-25,002759,True
2025-12-26,002759,True
2025-12-29,002759,True
2026-01-05,002759,True
2026-02-06,002759,True
