signal_date,code,dragon_tiger_positive
2017-04-06,300632,True
2017-04-10,300632,True
2017-04-12,300632,True
2017-04-14,300632,True
2017-04-17,300632,True
2017-04-18,300632,True
2017-04-19,300632,True
2017-04-20,300632,True
2017-04-21,300632,True
2017-04-24,300632,True
2017-04-25,300632,True
2017-04-27,300632,True
2017-04-28,300632,True
2017-05-03,300632,True
2017-05-10,300632,True
2018-03-07,300632,True
2019-01-15,300632,True
2019-01-16,300632,True
2019-01-18,300632,True
2019-02-19,300632,True
2019-11-13,300632,True
2019-12-13,300632,True
2020-12-21,300632,True
2020-12-23,300632,True
2026-04-30,300632,True
2026-05-06,300632,True
2026-05-07,300632,True
2026-05-12,300632,True
2026-05-13,300632,True
2026-05-14,300632,True
2026-05-15,300632,True
2026-05-19,300632,True
