signal_date,code,dragon_tiger_positive
2009-01-23,600183,True
2009-02-02,600183,True
2010-02-05,600183,True
2012-10-08,600183,True
2013-05-08,600183,True
2015-08-20,600183,True
2015-09-07,600183,True
2018-04-26,600183,True
2019-07-29,600183,True
2019-10-30,600183,True
2021-07-27,600183,True
2025-01-17,600183,True
2025-03-19,600183,True
