signal_date,code,dragon_tiger_positive
2007-10-23,600498,True
2007-11-09,600498,True
2007-11-12,600498,True
2008-05-09,600498,True
2008-05-26,600498,True
2008-12-24,600498,True
2011-06-20,600498,True
2012-06-13,600498,True
2015-12-30,600498,True
2025-02-19,600498,True
2026-01-14,600498,True
2026-02-27,600498,True
2026-03-06,600498,True
2026-05-08,600498,True
