signal_date,code,dragon_tiger_positive
2017-06-28,603938,True
2017-06-30,603938,True
2017-07-03,603938,True
2017-07-04,603938,True
2017-07-06,603938,True
2017-07-10,603938,True
2017-07-11,603938,True
2017-07-12,603938,True
2017-07-13,603938,True
2017-08-31,603938,True
2017-09-01,603938,True
2017-11-09,603938,True
2017-11-10,603938,True
2017-11-15,603938,True
2019-12-27,603938,True
2020-02-19,603938,True
2020-02-20,603938,True
2020-03-30,603938,True
2021-07-01,603938,True
2021-07-12,603938,True
2021-07-28,603938,True
2021-08-06,603938,True
2021-08-11,603938,True
2021-08-31,603938,True
2021-09-01,603938,True
2021-09-27,603938,True
2022-04-12,603938,True
2022-06-13,603938,True
2022-08-02,603938,True
2023-07-14,603938,True
2023-12-08,603938,True
2025-04-01,603938,True
2025-04-03,603938,True
2025-04-21,603938,True
2025-10-17,603938,True
2025-10-21,603938,True
2025-10-23,603938,True
2025-11-11,603938,True
2026-01-09,603938,True
2026-01-12,603938,True
2026-01-13,603938,True
2026-01-21,603938,True
2026-03-02,603938,True
2026-05-13,603938,True
2026-05-19,603938,True
