signal_date,code,dragon_tiger_positive
2015-06-10,300475,True
2015-06-15,300475,True
2015-06-18,300475,True
2015-06-23,300475,True
2015-06-25,300475,True
2015-06-26,300475,True
2015-07-31,300475,True
2015-08-03,300475,True
2015-08-05,300475,True
2015-08-06,300475,True
2015-08-07,300475,True
2015-08-10,300475,True
2015-08-11,300475,True
2015-08-12,300475,True
2016-02-05,300475,True
2016-07-04,300475,True
2017-03-22,300475,True
2017-03-23,300475,True
2017-03-27,300475,True
2017-03-31,300475,True
2017-04-19,300475,True
2017-04-20,300475,True
2017-04-21,300475,True
2017-04-25,300475,True
2017-04-26,300475,True
2018-09-25,300475,True
2019-05-22,300475,True
2019-09-09,300475,True
2019-09-10,300475,True
2023-07-13,300475,True
2025-09-08,300475,True
2025-09-09,300475,True
2025-09-11,300475,True
2025-09-12,300475,True
2025-10-16,300475,True
2025-10-24,300475,True
2025-11-10,300475,True
2026-04-08,300475,True
