signal_date,code,dragon_tiger_positive
2018-06-08,601138,True
2018-06-13,601138,True
2019-04-18,601138,True
2019-07-01,601138,True
2023-03-17,601138,True
2023-03-20,601138,True
2023-03-22,601138,True
2023-04-19,601138,True
2023-04-20,601138,True
2023-05-29,601138,True
2023-06-13,601138,True
2023-10-23,601138,True
2024-03-05,601138,True
2025-07-31,601138,True
2025-09-12,601138,True
