signal_date,code,dragon_tiger_positive
2010-05-28,002413,True
2011-03-14,002413,True
2011-10-18,002413,True
2012-03-08,002413,True
2012-07-09,002413,True
2012-09-28,002413,True
2012-10-08,002413,True
2012-10-09,002413,True
2012-10-11,002413,True
2012-10-12,002413,True
2012-10-15,002413,True
2012-10-16,002413,True
2012-10-17,002413,True
2012-10-18,002413,True
2012-10-19,002413,True
2012-11-28,002413,True
2013-01-16,002413,True
2014-10-31,002413,True
2014-11-03,002413,True
2014-11-04,002413,True
2014-11-05,002413,True
2014-11-07,002413,True
2014-11-11,002413,True
2014-11-12,002413,True
2016-05-13,002413,True
2018-05-31,002413,True
2018-06-01,002413,True
2019-01-07,002413,True
2020-02-19,002413,True
2020-02-25,002413,True
2020-02-28,002413,True
2020-05-14,002413,True
2020-05-20,002413,True
2020-07-23,002413,True
2020-07-24,002413,True
2020-08-05,002413,True
2020-08-06,002413,True
2023-02-21,002413,True
2023-11-13,002413,True
2024-05-10,002413,True
2024-05-21,002413,True
2025-11-25,002413,True
2025-11-26,002413,True
2025-11-27,002413,True
2025-11-28,002413,True
2025-12-02,002413,True
2025-12-03,002413,True
2025-12-05,002413,True
2025-12-08,002413,True
2025-12-09,002413,True
2025-12-10,002413,True
2025-12-15,002413,True
2025-12-16,002413,True
2025-12-29,002413,True
2025-12-30,002413,True
2026-01-06,002413,True
2026-01-07,002413,True
2026-01-08,002413,True
2026-01-09,002413,True
2026-01-12,002413,True
2026-01-13,002413,True
2026-01-14,002413,True
2026-01-15,002413,True
2026-03-03,002413,True
