signal_date,code,dragon_tiger_positive
2026-04-16,301666,True
2026-04-23,301666,True
2026-04-24,301666,True
2026-04-27,301666,True
2026-04-28,301666,True
2026-04-29,301666,True
2026-04-30,301666,True
2026-05-06,301666,True
2026-05-07,301666,True
2026-05-08,301666,True
2026-05-11,301666,True
2026-05-13,301666,True
2026-05-18,301666,True
