signal_date,code,dragon_tiger_positive
2016-05-16,603779,True
2016-05-18,603779,True
2016-05-23,603779,True
2016-05-25,603779,True
2016-05-27,603779,True
2016-05-30,603779,True
2016-06-02,603779,True
2016-06-07,603779,True
2016-06-13,603779,True
2016-06-14,603779,True
2016-06-15,603779,True
2016-06-16,603779,True
2016-06-17,603779,True
2016-06-21,603779,True
2016-06-22,603779,True
2016-06-28,603779,True
2016-06-29,603779,True
2016-07-07,603779,True
2016-12-19,603779,True
2016-12-20,603779,True
2017-01-05,603779,True
2017-01-09,603779,True
2018-05-28,603779,True
2019-11-27,603779,True
2019-12-24,603779,True
2020-07-15,603779,True
2021-06-04,603779,True
2021-07-26,603779,True
2021-08-12,603779,True
2021-12-03,603779,True
2021-12-07,603779,True
2021-12-09,603779,True
2023-05-12,603779,True
2023-06-06,603779,True
2023-06-07,603779,True
2023-06-08,603779,True
2023-06-12,603779,True
2023-06-20,603779,True
2023-06-26,603779,True
2023-06-27,603779,True
2023-11-08,603779,True
2023-11-09,603779,True
2023-12-20,603779,True
2023-12-21,603779,True
2023-12-28,603779,True
2023-12-29,603779,True
2024-01-02,603779,True
2024-12-09,603779,True
2025-01-24,603779,True
2026-05-13,603779,True
2026-05-14,603779,True
2026-05-18,603779,True
2026-05-20,603779,True
2026-05-21,603779,True
