signal_date,code,dragon_tiger_positive
2023-04-28,688146,True
2025-08-13,688146,True
2025-10-28,688146,True
2026-04-03,688146,True
2026-05-11,688146,True
2026-05-13,688146,True
2026-05-14,688146,True
