signal_date,code,dragon_tiger_positive
2019-05-17,300776,True
2019-05-22,300776,True
2019-05-23,300776,True
2019-05-24,300776,True
2019-05-27,300776,True
2019-07-05,300776,True
2020-08-11,300776,True
2020-08-13,300776,True
2020-08-14,300776,True
2020-11-20,300776,True
2021-11-18,300776,True
2021-11-22,300776,True
2023-09-05,300776,True
2023-09-07,300776,True
2024-05-17,300776,True
2026-04-17,300776,True
