signal_date,code,dragon_tiger_positive
2007-02-01,600158,True
2007-04-23,600158,True
2007-04-24,600158,True
2007-05-31,600158,True
2007-08-08,600158,True
2007-11-21,600158,True
2007-12-10,600158,True
2008-03-18,600158,True
2008-03-20,600158,True
2008-03-21,600158,True
2008-06-24,600158,True
2008-08-01,600158,True
2008-08-13,600158,True
2008-08-14,600158,True
2008-08-25,600158,True
2008-12-23,600158,True
2008-12-24,600158,True
2009-03-19,600158,True
2010-01-07,600158,True
2010-08-09,600158,True
2010-11-12,600158,True
2011-08-23,600158,True
2011-10-25,600158,True
2011-10-26,600158,True
2011-10-27,600158,True
2011-11-02,600158,True
2011-11-04,600158,True
2012-07-05,600158,True
2013-05-27,600158,True
2014-04-15,600158,True
2014-05-07,600158,True
2014-05-29,600158,True
2014-08-13,600158,True
2014-08-25,600158,True
2014-08-26,600158,True
2014-08-27,600158,True
2014-09-09,600158,True
2014-12-30,600158,True
2015-05-08,600158,True
2015-07-06,600158,True
2015-07-27,600158,True
2015-09-02,600158,True
2016-12-01,600158,True
2016-12-30,600158,True
2017-02-10,600158,True
2017-07-05,600158,True
2018-01-30,600158,True
2018-07-17,600158,True
2018-08-20,600158,True
2018-09-21,600158,True
2018-12-21,600158,True
2019-06-27,600158,True
2020-08-14,600158,True
2020-08-18,600158,True
2020-08-21,600158,True
2020-08-25,600158,True
2020-08-26,600158,True
2020-08-27,600158,True
2020-11-19,600158,True
2022-01-07,600158,True
2022-03-24,600158,True
2023-06-01,600158,True
2023-06-02,600158,True
2026-05-07,600158,True
