signal_date,code,dragon_tiger_positive
2008-05-12,600360,True
2009-09-21,600360,True
2009-12-25,600360,True
2010-01-08,600360,True
2010-11-09,600360,True
2010-11-19,600360,True
2012-03-01,600360,True
2014-02-12,600360,True
2015-07-06,600360,True
2015-10-27,600360,True
2015-11-02,600360,True
2016-04-22,600360,True
2016-04-26,600360,True
2016-06-02,600360,True
2016-06-20,600360,True
2017-11-30,600360,True
2018-03-26,600360,True
2018-03-27,600360,True
2020-02-24,600360,True
2020-02-27,600360,True
2020-02-28,600360,True
2020-03-09,600360,True
2020-03-12,600360,True
2020-05-15,600360,True
2020-12-04,600360,True
2020-12-07,600360,True
2021-08-17,600360,True
2021-10-29,600360,True
2023-09-12,600360,True
2024-05-08,600360,True
2024-05-13,600360,True
2024-05-16,600360,True
2024-05-21,600360,True
2024-05-31,600360,True
2024-06-12,600360,True
2024-07-16,600360,True
2024-07-26,600360,True
2024-10-09,600360,True
2024-10-25,600360,True
2024-10-30,600360,True
2025-02-25,600360,True
2025-03-11,600360,True
2025-03-26,600360,True
2025-07-30,600360,True
2026-05-20,600360,True
